,I(600V),I(800V),I(1000V),DepV
34330_2S_048,-3.993902e-06,-4.144076e-06,-4.491934e-06,416.16161616161617
34331_2S_042,-3.870969e-06,-4.175584e-06,-4.465986e-06,532.8282828282829
38694_2S_040,-5.09919e-06,-5.334831e-06,-5.588844e-06,442.7027027027027
38695_2S_002,-4.881959e-06,-5.096249e-06,-5.347554e-06,422.1621621621622
