,I(600V),I(800V),I(1000V),DepV
34330_2S_048,-1.060225e-06,-1.146964e-06,-1.212418e-06,433.83838383838383
34331_2S_042,-1.097268e-06,-1.196795e-06,-1.282652e-06,492.0
38694_2S_040,-1.540857e-06,-1.64663e-06,-1.743749e-06,450.8108108108109
38695_2S_002,-1.540311e-06,-1.625705e-06,-1.710955e-06,421.62162162162167
