#Open Capacitance 1000Hz:4.470710E-12
#Open Capacitance 1000000Hz:Not Measured
#38874_011_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/22/2022 11:29:23 AM
#Sensor Name: 38874_011_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3733486242.470265	1.435828	-20.000000	24.173722	-1.331000E-5	-5.618669E-11	7.998800E-11	-1.893125E-7	-1.893089E-7	-1.893080E-7	-1.893044E-7	-1.893085E-7	-1.893084E-7	-3.970194E-7	-2.742101E-6
2	3733486259.113914	1.424856	-20.000000	24.161021	-1.330200E-5	-5.723800E-11	7.996830E-11	-1.867092E-7	-1.866964E-7	-1.866997E-7	-1.866948E-7	-1.867000E-7	-1.866980E-7	-4.002713E-7	-2.747921E-6
3	3733486274.911333	1.396136	-20.000000	24.143283	-1.329600E-5	-5.368347E-11	7.994260E-11	-1.853687E-7	-1.853573E-7	-1.853489E-7	-1.853452E-7	-1.853550E-7	-1.853531E-7	-4.010704E-7	-2.746417E-6
4	3733486291.235933	1.382620	-20.000000	24.138787	-1.329400E-5	-5.758845E-11	7.992610E-11	-1.846884E-7	-1.846769E-7	-1.846848E-7	-1.846823E-7	-1.846831E-7	-1.846835E-7	-4.021754E-7	-2.749327E-6
5	3733486306.984619	1.399622	-20.000000	24.149862	-1.329400E-5	-5.293250E-11	7.990580E-11	-1.843352E-7	-1.843287E-7	-1.843261E-7	-1.843287E-7	-1.843297E-7	-1.843287E-7	-4.026089E-7	-2.750216E-6
6	3733486323.406155	1.383862	-20.000000	24.144413	-1.329600E-5	-5.248191E-11	7.988590E-11	-1.840306E-7	-1.840258E-7	-1.840251E-7	-1.840265E-7	-1.840270E-7	-1.840261E-7	-4.028061E-7	-2.749920E-6
7	3733486339.240260	1.406763	-20.000000	24.150340	-1.328900E-5	-5.333301E-11	7.987930E-11	-1.838129E-7	-1.838079E-7	-1.838027E-7	-1.838067E-7	-1.838076E-7	-1.838073E-7	-4.026332E-7	-2.748062E-6
8	3733486355.521027	1.398168	-20.000000	24.137003	-1.328700E-5	-5.313274E-11	7.987430E-11	-1.836982E-7	-1.836975E-7	-1.836953E-7	-1.836948E-7	-1.836964E-7	-1.836964E-7	-4.020312E-7	-2.744733E-6
9	3733486371.322740	1.379178	-20.000000	24.122595	-1.328800E-5	-5.423411E-11	7.987230E-11	-1.834544E-7	-1.834611E-7	-1.834678E-7	-1.834824E-7	-1.834664E-7	-1.834644E-7	-4.028706E-7	-2.747886E-6
10	3733486387.462615	1.393509	-20.000000	24.119803	-1.328500E-5	-5.518536E-11	7.987420E-11	-1.833515E-7	-1.833388E-7	-1.833383E-7	-1.833453E-7	-1.833435E-7	-1.833420E-7	-4.039049E-7	-2.752751E-6
11	3733486403.623266	1.375035	-20.000000	24.125470	-1.328600E-5	-5.638690E-11	7.987710E-11	-1.832184E-7	-1.832217E-7	-1.832223E-7	-1.832197E-7	-1.832205E-7	-1.832207E-7	-4.042926E-7	-2.753827E-6
12	3733486419.587873	1.361587	-20.000000	24.122003	-1.328700E-5	-5.683749E-11	7.987640E-11	-1.832162E-7	-1.832182E-7	-1.832158E-7	-1.832135E-7	-1.832159E-7	-1.832160E-7	-4.029362E-7	-2.747269E-6
13	3733486435.371497	1.353283	-20.000000	24.103987	-1.329100E-5	-5.533553E-11	7.988210E-11	-1.830277E-7	-1.830236E-7	-1.830220E-7	-1.830141E-7	-1.830219E-7	-1.830228E-7	-4.037893E-7	-2.750641E-6
14	3733486451.650693	1.363860	-20.000000	24.104106	-1.329000E-5	-5.208141E-11	7.988030E-11	-1.827913E-7	-1.827915E-7	-1.827929E-7	-1.827923E-7	-1.827920E-7	-1.827919E-7	-4.037250E-7	-2.749635E-6
15	3733486467.690022	1.379456	-20.000000	24.103730	-1.329100E-5	-5.253195E-11	7.988400E-11	-1.827223E-7	-1.827210E-7	-1.827194E-7	-1.827191E-7	-1.827205E-7	-1.827202E-7	-4.042402E-7	-2.751793E-6
16	3733486483.761393	1.410490	-20.000000	24.109675	-1.329000E-5	-5.758846E-11	7.988590E-11	-1.826240E-7	-1.826239E-7	-1.826330E-7	-1.826390E-7	-1.826300E-7	-1.826285E-7	-4.035474E-7	-2.747971E-6
17	3733486499.626895	1.384768	-20.000000	24.087719	-1.328900E-5	-4.927781E-11	7.988750E-11	-1.824567E-7	-1.824569E-7	-1.824654E-7	-1.824728E-7	-1.824630E-7	-1.824611E-7	-4.043780E-7	-2.751451E-6
18	3733486515.845918	1.373812	-20.000000	24.078901	-1.328900E-5	-5.568604E-11	7.988930E-11	-1.823180E-7	-1.823184E-7	-1.823197E-7	-1.823132E-7	-1.823173E-7	-1.823182E-7	-4.038927E-7	-2.748288E-6
19	3733486531.759614	1.369600	-20.000000	24.087203	-1.329300E-5	-5.643696E-11	7.989020E-11	-1.822480E-7	-1.822510E-7	-1.822550E-7	-1.822552E-7	-1.822523E-7	-1.822530E-7	-4.046760E-7	-2.752100E-6
20	3733486547.932155	1.388073	-20.000000	24.084826	-1.329200E-5	-5.543566E-11	7.989450E-11	-1.821134E-7	-1.821042E-7	-1.820957E-7	-1.820903E-7	-1.821009E-7	-1.820999E-7	-4.036531E-7	-2.746434E-6
21	3733486563.843081	1.412693	-20.000000	24.089860	-1.329600E-5	-5.723801E-11	7.989560E-11	-1.816402E-7	-1.816676E-7	-1.816837E-7	-1.817045E-7	-1.816740E-7	-1.816756E-7	-4.035179E-7	-2.745118E-6
22	3733486579.978466	1.400396	-20.000000	24.092792	-1.329200E-5	-5.348317E-11	7.989580E-11	-1.817378E-7	-1.817270E-7	-1.817160E-7	-1.817127E-7	-1.817234E-7	-1.817215E-7	-4.039945E-7	-2.746680E-6
23	3733486595.926378	1.407381	-20.000000	24.085340	-1.329200E-5	-5.573607E-11	7.990030E-11	-1.816229E-7	-1.816149E-7	-1.816178E-7	-1.816348E-7	-1.816226E-7	-1.816204E-7	-4.045573E-7	-2.749026E-6
24	3733486612.098281	1.376555	-20.000000	24.100699	-1.329100E-5	-5.433429E-11	7.989770E-11	-1.814492E-7	-1.814454E-7	-1.814433E-7	-1.814410E-7	-1.814447E-7	-1.814443E-7	-4.049742E-7	-2.750384E-6
25	3733486627.876458	1.355501	-20.000000	24.092514	-1.329100E-5	-5.258201E-11	7.990070E-11	-1.813073E-7	-1.813134E-7	-1.813147E-7	-1.813043E-7	-1.813099E-7	-1.813103E-7	-4.046397E-7	-2.748064E-6
26	3733486644.201686	1.399119	-20.000000	24.097091	-1.328800E-5	-5.513530E-11	7.990330E-11	-1.811617E-7	-1.811534E-7	-1.811515E-7	-1.811443E-7	-1.811527E-7	-1.811524E-7	-4.045742E-7	-2.747282E-6
27	3733486660.024078	1.386244	-20.000000	24.068418	-1.328600E-5	-5.683752E-11	7.990470E-11	-1.810231E-7	-1.810105E-7	-1.810113E-7	-1.810145E-7	-1.810148E-7	-1.810129E-7	-4.056378E-7	-2.751934E-6
28	3733486676.264971	1.401123	-20.000000	24.070221	-1.328400E-5	-5.628679E-11	7.990840E-11	-1.808874E-7	-1.808799E-7	-1.808854E-7	-1.808925E-7	-1.808863E-7	-1.808864E-7	-4.054749E-7	-2.750814E-6
29	3733486692.081942	1.414804	-20.000000	24.077870	-1.328400E-5	-5.488496E-11	7.991150E-11	-1.808069E-7	-1.807986E-7	-1.808028E-7	-1.807991E-7	-1.808019E-7	-1.808009E-7	-4.048713E-7	-2.747246E-6
30	3733486708.386478	1.366273	-20.000000	24.070379	-1.328300E-5	-5.353327E-11	7.991290E-11	-1.806984E-7	-1.806887E-7	-1.806826E-7	-1.806820E-7	-1.806879E-7	-1.806857E-7	-4.055770E-7	-2.750395E-6
31	3733486724.085294	1.353240	-20.000000	24.061797	-1.328400E-5	-5.543569E-11	7.991280E-11	-1.805811E-7	-1.805862E-7	-1.805999E-7	-1.806093E-7	-1.805941E-7	-1.805931E-7	-4.053086E-7	-2.748852E-6
32	3733486740.072798	1.387965	-20.000000	24.073868	-1.328700E-5	-5.518541E-11	7.991580E-11	-1.803638E-7	-1.803487E-7	-1.803411E-7	-1.803434E-7	-1.803493E-7	-1.803461E-7	-4.067201E-7	-2.754723E-6
33	3733486756.020257	1.356531	-20.000000	24.040535	-1.328900E-5	-6.004165E-11	7.991850E-11	-1.802953E-7	-1.802879E-7	-1.802796E-7	-1.802771E-7	-1.802850E-7	-1.802837E-7	-4.056059E-7	-2.748996E-6
34	3733486772.479097	1.359544	-20.000000	24.022125	-1.328900E-5	-5.483492E-11	7.991480E-11	-1.802348E-7	-1.802236E-7	-1.802233E-7	-1.802340E-7	-1.802289E-7	-1.802288E-7	-4.057567E-7	-2.749608E-6
35	3733486788.237793	1.397980	-20.000000	24.036930	-1.328900E-5	-5.889014E-11	7.992010E-11	-1.801173E-7	-1.801150E-7	-1.801105E-7	-1.800993E-7	-1.801105E-7	-1.801128E-7	-4.065531E-7	-2.752653E-6
36	3733486804.577856	1.393588	-20.000000	24.038969	-1.329100E-5	-5.343310E-11	7.992380E-11	-1.799097E-7	-1.799014E-7	-1.798918E-7	-1.798934E-7	-1.798991E-7	-1.798974E-7	-4.068522E-7	-2.753509E-6
37	3733486820.329872	1.392218	-20.000000	24.069904	-1.328800E-5	-5.393377E-11	7.992360E-11	-1.796284E-7	-1.796254E-7	-1.796198E-7	-1.796169E-7	-1.796226E-7	-1.796226E-7	-4.070045E-7	-2.753175E-6
38	3733486836.585669	1.415805	-20.000000	24.031896	-1.328600E-5	-5.458461E-11	7.992450E-11	-1.796171E-7	-1.796243E-7	-1.796294E-7	-1.796278E-7	-1.796246E-7	-1.796260E-7	-4.072493E-7	-2.754679E-6
39	3733486852.472638	1.380523	-20.000000	24.042813	-1.328500E-5	-5.103004E-11	7.992640E-11	-1.795204E-7	-1.795050E-7	-1.794923E-7	-1.794775E-7	-1.794988E-7	-1.794987E-7	-4.074275E-7	-2.754909E-6
40	3733486868.839666	1.385922	-20.000000	24.030291	-1.328400E-5	-5.463467E-11	7.992880E-11	-1.793615E-7	-1.793690E-7	-1.793659E-7	-1.793659E-7	-1.793656E-7	-1.793659E-7	-4.070194E-7	-2.752119E-6
41	3733486884.645472	1.364710	-20.000000	24.029735	-1.328500E-5	-5.638691E-11	7.993090E-11	-1.792460E-7	-1.792501E-7	-1.792608E-7	-1.792759E-7	-1.792582E-7	-1.792554E-7	-4.080039E-7	-2.757009E-6
42	3733486900.883291	1.372320	-20.000000	24.016042	-1.328300E-5	-5.633683E-11	7.993420E-11	-1.791189E-7	-1.791180E-7	-1.791161E-7	-1.791205E-7	-1.791184E-7	-1.791185E-7	-4.071196E-7	-2.751767E-6
43	3733486916.657187	1.392548	-20.000000	24.015369	-1.328100E-5	-5.408397E-11	7.993470E-11	-1.789594E-7	-1.789461E-7	-1.789378E-7	-1.789324E-7	-1.789439E-7	-1.789420E-7	-4.079832E-7	-2.755464E-6
44	3733486933.025560	1.376186	-20.000000	24.009522	-1.327900E-5	-5.363340E-11	7.993490E-11	-1.788944E-7	-1.788837E-7	-1.788695E-7	-1.788588E-7	-1.788766E-7	-1.788766E-7	-4.084461E-7	-2.757365E-6
45	3733486948.838801	1.368414	-20.000000	24.000584	-1.327700E-5	-5.623675E-11	7.993420E-11	-1.787237E-7	-1.787187E-7	-1.787146E-7	-1.787178E-7	-1.787187E-7	-1.787183E-7	-4.089190E-7	-2.759030E-6
46	3733486965.112426	1.375127	-20.000000	24.001556	-1.328200E-5	-5.558587E-11	7.994000E-11	-1.785761E-7	-1.785807E-7	-1.785802E-7	-1.785767E-7	-1.785784E-7	-1.785784E-7	-4.081273E-7	-2.754648E-6
47	3733486980.951127	1.344677	-20.000000	23.993649	-1.327900E-5	-5.568604E-11	7.993970E-11	-1.785293E-7	-1.785273E-7	-1.785299E-7	-1.785300E-7	-1.785291E-7	-1.785296E-7	-4.081262E-7	-2.754325E-6
48	3733486997.204986	1.392813	-20.000000	23.993312	-1.328400E-5	-5.248185E-11	7.993590E-11	-1.784602E-7	-1.784525E-7	-1.784521E-7	-1.784607E-7	-1.784564E-7	-1.784564E-7	-4.085321E-7	-2.756198E-6
49	3733487013.000055	1.412579	-20.000000	24.001953	-1.329100E-5	-5.443447E-11	7.993900E-11	-1.784826E-7	-1.784796E-7	-1.784874E-7	-1.784924E-7	-1.784855E-7	-1.784850E-7	-4.085338E-7	-2.756377E-6
50	3733487029.113023	1.381663	-20.000000	24.008174	-1.329600E-5	-5.413403E-11	7.993880E-11	-1.784214E-7	-1.784177E-7	-1.784198E-7	-1.784121E-7	-1.784177E-7	-1.784187E-7	-4.089370E-7	-2.758234E-6
51	3733487045.109167	1.360218	-20.000000	24.012296	-1.330000E-5	-5.508526E-11	7.994530E-11	-1.782156E-7	-1.782174E-7	-1.782268E-7	-1.782320E-7	-1.782229E-7	-1.782221E-7	-4.089451E-7	-2.757380E-6
52	3733487061.058803	1.359323	-20.000000	24.000704	-1.329900E-5	-5.538566E-11	7.994520E-11	-1.780812E-7	-1.780765E-7	-1.780767E-7	-1.780814E-7	-1.780789E-7	-1.780790E-7	-4.090506E-7	-2.757372E-6
53	3733487077.105566	1.377508	-20.000000	24.002468	-1.330000E-5	-5.343312E-11	7.994820E-11	-1.779187E-7	-1.779160E-7	-1.779094E-7	-1.778975E-7	-1.779104E-7	-1.779127E-7	-4.094005E-7	-2.758256E-6
54	3733487093.189643	1.340495	-20.000000	23.999613	-1.328800E-5	-5.608658E-11	7.995350E-11	-1.776228E-7	-1.776332E-7	-1.776382E-7	-1.776379E-7	-1.776330E-7	-1.776355E-7	-4.103912E-7	-2.762258E-6
55	3733487109.272549	1.368547	-20.000000	23.986951	-1.328500E-5	-5.423414E-11	7.995570E-11	-1.775763E-7	-1.775716E-7	-1.775761E-7	-1.775801E-7	-1.775760E-7	-1.775762E-7	-4.098335E-7	-2.759278E-6
56	3733487125.328562	1.383044	-20.000000	23.989190	-1.328800E-5	-5.293248E-11	7.995930E-11	-1.775472E-7	-1.775366E-7	-1.775258E-7	-1.775170E-7	-1.775316E-7	-1.775312E-7	-4.103286E-7	-2.761361E-6
57	3733487141.406665	1.368509	-20.000000	23.990122	-1.328300E-5	-5.573608E-11	7.996130E-11	-1.775129E-7	-1.775173E-7	-1.775260E-7	-1.775421E-7	-1.775246E-7	-1.775216E-7	-4.106896E-7	-2.763390E-6
58	3733487157.433688	1.342565	-20.000000	23.995491	-1.328400E-5	-5.358334E-11	7.995800E-11	-1.778737E-7	-1.778648E-7	-1.778669E-7	-1.778664E-7	-1.778679E-7	-1.778667E-7	-4.112305E-7	-2.767301E-6
59	3733487173.453773	1.342677	-20.000000	23.991727	-1.328800E-5	-5.553583E-11	7.995880E-11	-1.788603E-7	-1.788719E-7	-1.788655E-7	-1.788448E-7	-1.788606E-7	-1.788629E-7	-4.092533E-7	-2.761536E-6
60	3733487189.435685	1.331446	-20.000000	23.994026	-1.329200E-5	-5.668735E-11	7.995660E-11	-1.811713E-7	-1.811507E-7	-1.811575E-7	-1.811755E-7	-1.811637E-7	-1.811644E-7	-4.065174E-7	-2.757139E-6
