Date/Time: 2/25/2021 6:21:14 PM
Sensor Name: PinDiode_1
Type: None
Annealing Status: None
Environment: RT
Tester: Andrew

Time Delay per Ramp Step (s): 0.500

Vf: 0.324820

Time	I	0.000000s	Temperature	Air_Temp	Humidity	Dewpoint	
3697138851.273644	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138852.544926	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138853.828907	1.000E-5	3.256E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138855.099777	1.000E-3	5.588E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138856.384968	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138857.654459	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138858.932815	1.000E-5	3.265E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138860.204789	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138861.486150	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138862.754377	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138864.037146	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138865.304704	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138866.586768	1.000E-5	3.263E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138867.857911	1.000E-3	5.600E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138869.135756	1.000E-5	3.265E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138870.419147	1.000E-3	5.601E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138871.702360	1.000E-5	3.262E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138872.971787	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138874.252450	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138875.525569	1.000E-3	5.590E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138876.814548	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138878.079440	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138879.355190	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138880.627702	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138881.918287	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138883.182738	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138884.473144	1.000E-5	3.266E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138885.738092	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138887.024737	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138888.293593	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138889.580628	1.000E-5	3.266E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138890.849507	1.000E-3	5.598E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138892.131501	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138893.406725	1.000E-3	5.592E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138894.694065	1.000E-5	3.265E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138895.956903	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138897.237878	1.000E-5	3.257E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138898.506875	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138899.796206	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138901.062351	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138902.359023	1.000E-5	3.253E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138903.620852	1.000E-3	5.587E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138904.903582	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138906.169012	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138907.451161	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138908.715785	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138910.003121	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138911.267643	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138912.555864	1.000E-5	3.258E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138913.821691	1.000E-3	5.589E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138915.108710	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138916.375640	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138917.662016	1.000E-5	3.259E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138918.932552	1.000E-3	5.592E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138920.218627	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138921.483492	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138922.763420	1.000E-5	3.255E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138924.032674	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138925.315065	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138926.587405	1.000E-3	5.600E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138927.872434	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138929.145329	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138930.428584	1.000E-5	3.258E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138931.694227	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138932.975265	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138934.250779	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138935.532516	1.000E-5	3.266E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138936.799454	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138938.086957	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138939.359210	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138940.641258	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138941.914508	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138943.197503	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138944.468226	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138945.753483	1.000E-5	3.259E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138947.020472	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138948.302144	1.000E-5	3.256E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138949.567914	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138950.859042	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138952.125890	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138953.410650	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138954.681640	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138955.960135	1.000E-5	3.264E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138957.235014	1.000E-3	5.601E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138958.520007	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138959.786461	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138961.067935	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138962.337884	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138963.623507	1.000E-5	3.257E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138964.893294	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138966.172955	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138967.444961	1.000E-3	5.587E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138968.722717	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138969.994854	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138971.289402	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138972.557341	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138973.836695	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138975.106270	1.000E-3	5.600E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138976.396933	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138977.661635	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138978.945707	1.000E-5	3.255E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138980.218939	1.000E-3	5.589E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138981.501436	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138982.769768	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138984.049251	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138985.320859	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138986.603363	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138987.872918	1.000E-3	5.590E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138989.157160	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138990.431326	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138991.715528	1.000E-5	3.256E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138992.987910	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138994.270283	1.000E-5	3.259E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138995.536550	1.000E-3	5.597E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138996.813555	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138998.084088	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697138999.359540	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139000.632280	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139001.917525	1.000E-5	3.257E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139003.184726	1.000E-3	5.593E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139004.477565	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139005.745039	1.000E-3	5.599E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139007.024202	1.000E-5	3.257E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139008.295479	1.000E-3	5.586E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139009.572541	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139010.846795	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139012.132529	1.000E-5	3.262E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139013.401842	1.000E-3	5.601E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139014.682559	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139015.954187	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139017.242920	1.000E-5	3.257E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139018.507582	1.000E-3	5.591E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139019.783872	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139021.058931	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139022.340735	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139023.614918	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139024.898865	1.000E-5	3.253E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139026.167099	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139027.453173	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139028.722365	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139030.008318	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139031.279582	1.000E-3	5.589E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139032.558672	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139033.818759	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139035.094774	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139036.368930	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139037.656013	1.000E-5	3.257E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139038.921706	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139040.199477	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139041.468476	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139042.750287	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139044.019334	1.000E-3	5.596E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139045.307325	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139046.575560	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139047.862605	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139049.130890	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139050.418809	1.000E-5	3.261E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139051.685176	1.000E-3	5.594E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139052.973640	1.000E-5	3.260E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
3697139054.242247	1.000E-3	5.595E-1	 -246.8610	 -246.8610	  -25.8065	       NaN	
