#Open Capacitance 1000Hz:4.950090E-12
#Open Capacitance 100000Hz:4.765720E-12
#34340_040_PSS_XX_HM_Irrad_20min
#Date/Time: 8/13/2021 3:55:36 PM
#Sensor Name: 34340_040_PSS_XX_HM_Irrad_20min
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C
1	3711729409.107690	2.062445	-20.000000	22.747104	-1.800000E-8	1.001445E-5	7.274250E-12	5.970630E-12
#Open Capacitance 1000Hz:4.581240E-12
#Open Capacitance 100000Hz:4.378900E-12
#34340_040_PSS_XX_HM_Irrad_20min
#Date/Time: 8/13/2021 3:57:55 PM
#Sensor Name: 34340_040_PSS_XX_HM_Irrad_20min
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
40	3711731459.584795	1.802392	-20.000000	22.484655	-2.546100E-5	-5.959185E-11	8.998920E-11	5.194500E-12	-3.507120E-7	-3.507011E-7	-3.506914E-7	-3.506996E-7	-3.507010E-7	-3.507003E-7	-1.751444E-6	-3.505659E-7	-3.505745E-7	-3.505949E-7	-3.506090E-7	-3.505861E-7	-3.505847E-7	-1.752031E-6	-3.499401E-7	-3.506681E-7	-3.512659E-7	-3.520716E-7	-3.528664E-7	-3.536613E-7
41	3711731508.642412	1.855961	-20.000000	22.497416	-2.544900E-5	-5.934147E-11	8.999010E-11	5.194760E-12	-3.501779E-7	-3.501824E-7	-3.501587E-7	-3.501225E-7	-3.501604E-7	-3.501683E-7	-1.749818E-6	-3.502150E-7	-3.502057E-7	-3.501999E-7	-3.502024E-7	-3.502057E-7	-3.502041E-7	-1.753652E-6	-3.496784E-7	-3.504478E-7	-3.510645E-7	-3.519528E-7	-3.527386E-7	-3.533585E-7
42	3711731557.867406	1.854605	-20.000000	22.503005	-2.544800E-5	-6.174466E-11	8.998800E-11	5.194510E-12	-3.500420E-7	-3.500623E-7	-3.500826E-7	-3.500975E-7	-3.500711E-7	-3.500724E-7	-1.751220E-6	-3.500011E-7	-3.500106E-7	-3.500072E-7	-3.499864E-7	-3.500013E-7	-3.500042E-7	-1.755611E-6	-3.492359E-7	-3.500510E-7	-3.507538E-7	-3.515723E-7	-3.523072E-7	-3.530172E-7
43	3711731606.589106	1.811819	-20.000000	22.492047	-2.544500E-5	-6.244552E-11	8.999250E-11	5.195100E-12	-3.495960E-7	-3.495885E-7	-3.495818E-7	-3.495761E-7	-3.495856E-7	-3.495852E-7	-1.753332E-6	-3.497195E-7	-3.497124E-7	-3.497181E-7	-3.497267E-7	-3.497192E-7	-3.497188E-7	-1.756350E-6	-3.491034E-7	-3.495375E-7	-3.503647E-7	-3.511603E-7	-3.519760E-7	-3.526259E-7
44	3711731655.481548	1.842911	-20.000000	22.491727	-2.544300E-5	-6.294616E-11	8.999070E-11	5.194920E-12	-3.492241E-7	-3.492057E-7	-3.491747E-7	-3.491367E-7	-3.491853E-7	-3.491902E-7	-1.754193E-6	-3.492076E-7	-3.492121E-7	-3.492409E-7	-3.492763E-7	-3.492342E-7	-3.492265E-7	-1.756775E-6	-3.486834E-7	-3.492807E-7	-3.501806E-7	-3.507840E-7	-3.514879E-7	-3.522829E-7
45	3711731704.918493	1.788890	-20.000000	22.490519	-2.542900E-5	-5.994222E-11	8.999410E-11	5.194250E-12	-3.487064E-7	-3.487173E-7	-3.487181E-7	-3.487188E-7	-3.487151E-7	-3.487177E-7	-1.754651E-6	-3.487425E-7	-3.487508E-7	-3.487471E-7	-3.487345E-7	-3.487437E-7	-3.487448E-7	-1.756200E-6	-3.482504E-7	-3.488219E-7	-3.496041E-7	-3.503271E-7	-3.509253E-7	-3.518614E-7
46	3711731753.630089	1.835631	-20.000000	22.488735	-2.543400E-5	-5.949169E-11	8.999220E-11	5.193950E-12	-3.484120E-7	-3.484193E-7	-3.484311E-7	-3.484421E-7	-3.484261E-7	-3.484252E-7	-1.753889E-6	-3.484646E-7	-3.484590E-7	-3.484422E-7	-3.484323E-7	-3.484495E-7	-3.484506E-7	-1.761616E-6	-3.478737E-7	-3.486308E-7	-3.493266E-7	-3.500343E-7	-3.506401E-7	-3.515884E-7
47	3711731802.936801	1.852188	-20.000000	22.462361	-2.542700E-5	-5.939154E-11	8.999620E-11	5.194190E-12	-3.480320E-7	-3.480137E-7	-3.480268E-7	-3.480429E-7	-3.480289E-7	-3.480294E-7	-1.759253E-6	-3.480747E-7	-3.480732E-7	-3.480611E-7	-3.480393E-7	-3.480621E-7	-3.480671E-7	-1.759688E-6	-3.473095E-7	-3.480481E-7	-3.488396E-7	-3.496220E-7	-3.502883E-7	-3.509715E-7
48	3711731851.877123	1.891550	-20.000000	22.452649	-2.542300E-5	-6.074333E-11	8.999320E-11	5.194160E-12	-3.476425E-7	-3.476258E-7	-3.476067E-7	-3.476060E-7	-3.476203E-7	-3.476163E-7	-1.757322E-6	-3.477878E-7	-3.477634E-7	-3.477613E-7	-3.477608E-7	-3.477683E-7	-3.477623E-7	-1.758718E-6	-3.472251E-7	-3.479319E-7	-3.485654E-7	-3.493134E-7	-3.500557E-7	-3.508293E-7
49	3711731900.782909	1.921890	-20.000000	22.450808	-2.543300E-5	-5.894097E-11	8.999630E-11	5.193580E-12	-3.474176E-7	-3.474102E-7	-3.474014E-7	-3.473814E-7	-3.474026E-7	-3.474058E-7	-1.756461E-6	-3.474408E-7	-3.474516E-7	-3.474617E-7	-3.474675E-7	-3.474554E-7	-3.474566E-7	-1.759907E-6	-3.469604E-7	-3.476347E-7	-3.482916E-7	-3.491477E-7	-3.497289E-7	-3.504933E-7
50	3711731950.072762	1.853511	-20.000000	22.441255	-2.543200E-5	-5.718872E-11	8.999240E-11	5.193530E-12	-3.469586E-7	-3.469608E-7	-3.469585E-7	-3.469430E-7	-3.469552E-7	-3.469586E-7	-1.757781E-6	-3.469443E-7	-3.469329E-7	-3.469385E-7	-3.469542E-7	-3.469425E-7	-3.469414E-7	-1.757990E-6	-3.464357E-7	-3.471812E-7	-3.478371E-7	-3.486571E-7	-3.493729E-7	-3.501993E-7
51	3711731999.093800	1.879588	-20.000000	22.458081	-2.542900E-5	-6.084344E-11	8.999210E-11	5.194070E-12	-3.467075E-7	-3.467258E-7	-3.467417E-7	-3.467383E-7	-3.467283E-7	-3.467321E-7	-1.755713E-6	-3.467069E-7	-3.467173E-7	-3.467398E-7	-3.467639E-7	-3.467320E-7	-3.467286E-7	-1.757583E-6	-3.461395E-7	-3.468628E-7	-3.475449E-7	-3.483009E-7	-3.492316E-7	-3.498396E-7
52	3711732048.081790	1.854476	-20.000000	22.440681	-2.542600E-5	-6.184478E-11	8.999640E-11	5.194190E-12	-3.460981E-7	-3.461014E-7	-3.461196E-7	-3.461284E-7	-3.461119E-7	-3.461105E-7	-1.755455E-6	-3.462715E-7	-3.462685E-7	-3.462604E-7	-3.462532E-7	-3.462634E-7	-3.462644E-7	-1.757447E-6	-3.456219E-7	-3.464641E-7	-3.471404E-7	-3.477516E-7	-3.485030E-7	-3.494630E-7
53	3711732097.299487	1.961645	-20.000000	22.431982	-2.540900E-5	-6.179470E-11	8.999670E-11	5.193770E-12	-3.458022E-7	-3.458078E-7	-3.458080E-7	-3.457987E-7	-3.458042E-7	-3.458050E-7	-1.755081E-6	-3.458481E-7	-3.458242E-7	-3.458196E-7	-3.458379E-7	-3.458325E-7	-3.458311E-7	-1.759715E-6	-3.451904E-7	-3.459783E-7	-3.466844E-7	-3.473658E-7	-3.481527E-7	-3.488804E-7
54	3711732146.206225	1.888679	-20.000000	22.463252	-2.540900E-5	-6.124397E-11	8.999840E-11	5.194720E-12	-3.455420E-7	-3.455278E-7	-3.455309E-7	-3.455361E-7	-3.455342E-7	-3.455335E-7	-1.757461E-6	-3.457242E-7	-3.457135E-7	-3.456979E-7	-3.456860E-7	-3.457054E-7	-3.457057E-7	-1.758860E-6	-3.452128E-7	-3.459131E-7	-3.465532E-7	-3.473621E-7	-3.482211E-7	-3.488351E-7
55	3711732195.119528	1.794085	-20.000000	22.477203	-2.541500E-5	-6.049298E-11	8.999900E-11	5.193850E-12	-3.453204E-7	-3.452933E-7	-3.452878E-7	-3.452768E-7	-3.452946E-7	-3.452906E-7	-1.756513E-6	-3.454073E-7	-3.453829E-7	-3.453604E-7	-3.453355E-7	-3.453715E-7	-3.453716E-7	-1.760934E-6	-3.447180E-7	-3.453847E-7	-3.460988E-7	-3.467979E-7	-3.476025E-7	-3.483278E-7
56	3711732244.171427	1.864800	-20.000000	22.454691	-2.540000E-5	-6.229536E-11	9.000260E-11	5.193690E-12	-3.449217E-7	-3.449332E-7	-3.449256E-7	-3.449152E-7	-3.449239E-7	-3.449236E-7	-1.758642E-6	-3.451332E-7	-3.451211E-7	-3.451230E-7	-3.451293E-7	-3.451267E-7	-3.451261E-7	-1.762222E-6	-3.446379E-7	-3.452896E-7	-3.461683E-7	-3.468829E-7	-3.476517E-7	-3.483322E-7
57	3711732293.073838	1.803561	-20.000000	22.467730	-2.540600E-5	-6.104369E-11	9.000390E-11	5.189960E-12	-3.449143E-7	-3.448680E-7	-3.448494E-7	-3.448670E-7	-3.448747E-7	-3.448675E-7	-1.759641E-6	-3.458130E-7	-3.458033E-7	-3.458030E-7	-3.458083E-7	-3.458069E-7	-3.458058E-7	-1.761751E-6	-3.450153E-7	-3.457369E-7	-3.465281E-7	-3.473298E-7	-3.480487E-7	-3.487432E-7
58	3711732342.096316	1.880321	-20.000000	22.454036	-2.539900E-5	-5.994227E-11	9.000630E-11	5.180400E-12	-3.475820E-7	-3.475573E-7	-3.475507E-7	-3.475163E-7	-3.475516E-7	-3.475540E-7	-1.757004E-6	-3.493754E-7	-3.493686E-7	-3.493635E-7	-3.493809E-7	-3.493721E-7	-3.493720E-7	-1.757566E-6	-3.487067E-7	-3.495270E-7	-3.502114E-7	-3.509702E-7	-3.517268E-7	-3.526224E-7
59	3711732391.589057	1.897898	-20.000000	22.434161	-2.538300E-5	-6.279602E-11	9.000100E-11	5.146420E-12	-3.493008E-7	-3.492943E-7	-3.492798E-7	-3.492751E-7	-3.492875E-7	-3.492871E-7	-1.755082E-6	-3.549545E-7	-3.549173E-7	-3.548980E-7	-3.548919E-7	-3.549154E-7	-3.549076E-7	-1.749233E-6	-3.544048E-7	-3.550902E-7	-3.559825E-7	-3.566707E-7	-3.575719E-7	-3.583548E-7
