#Open Capacitance 1000Hz:4.468460E-12
#Open Capacitance 1000000Hz:Not Measured
#38875_048_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/25/2022 11:16:25 AM
#Sensor Name: 38875_048_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
20	3733744969.309115	1.345624	-20.000000	24.784709	-1.432300E-5	-5.213154E-11	8.042980E-11	-1.947704E-7	-1.947698E-7	-1.947713E-7	-1.947711E-7	-1.947707E-7	-1.947708E-7	-3.822904E-7	-2.690188E-6
21	3733744985.219472	1.371558	-20.000000	24.788138	-1.432400E-5	-5.718803E-11	8.043510E-11	-1.949373E-7	-1.949259E-7	-1.949196E-7	-1.949183E-7	-1.949253E-7	-1.949227E-7	-3.816634E-7	-2.687560E-6
22	3733745001.069658	1.366105	-20.000000	24.786156	-1.431800E-5	-5.758852E-11	8.044210E-11	-1.949128E-7	-1.949181E-7	-1.949229E-7	-1.949295E-7	-1.949208E-7	-1.949205E-7	-3.826299E-7	-2.692530E-6
23	3733745017.137320	1.347110	-20.000000	24.779299	-1.432000E-5	-5.413405E-11	8.043930E-11	-1.949682E-7	-1.949678E-7	-1.949648E-7	-1.949716E-7	-1.949681E-7	-1.949680E-7	-3.824469E-7	-2.691962E-6
24	3733745033.345541	1.347278	-20.000000	24.766338	-1.432000E-5	-5.213151E-11	8.044240E-11	-1.950809E-7	-1.950927E-7	-1.951181E-7	-1.951237E-7	-1.951039E-7	-1.951054E-7	-3.823708E-7	-2.692107E-6
25	3733745049.225808	1.348802	-20.000000	24.768538	-1.432200E-5	-5.718798E-11	8.044680E-11	-1.952203E-7	-1.952081E-7	-1.951926E-7	-1.951883E-7	-1.952023E-7	-1.952003E-7	-3.821056E-7	-2.691193E-6
26	3733745065.460093	1.345430	-20.000000	24.767130	-1.432600E-5	-5.433432E-11	8.045380E-11	-1.953082E-7	-1.953131E-7	-1.953139E-7	-1.953263E-7	-1.953154E-7	-1.953135E-7	-3.818285E-7	-2.690240E-6
27	3733745081.568685	1.330047	-20.000000	24.759304	-1.432900E-5	-5.463472E-11	8.045330E-11	-1.954263E-7	-1.954258E-7	-1.954291E-7	-1.954293E-7	-1.954276E-7	-1.954277E-7	-3.827724E-7	-2.695183E-6
28	3733745097.319275	1.355079	-20.000000	24.771174	-1.433400E-5	-5.037924E-11	8.045320E-11	-1.953977E-7	-1.954073E-7	-1.954147E-7	-1.954159E-7	-1.954089E-7	-1.954110E-7	-3.827131E-7	-2.694888E-6
29	3733745113.385479	1.343819	-20.000000	24.758590	-1.432900E-5	-5.778876E-11	8.045700E-11	-1.954000E-7	-1.954009E-7	-1.954036E-7	-1.953943E-7	-1.953997E-7	-1.954005E-7	-3.823925E-7	-2.693168E-6
30	3733745129.422359	1.371832	-20.000000	24.749694	-1.432200E-5	-4.927786E-11	8.046290E-11	-1.953769E-7	-1.953801E-7	-1.953846E-7	-1.953910E-7	-1.953832E-7	-1.953823E-7	-3.824313E-7	-2.693456E-6
31	3733745145.479830	1.354807	-20.000000	24.744262	-1.432300E-5	-5.803911E-11	8.046530E-11	-1.955247E-7	-1.955306E-7	-1.955304E-7	-1.955236E-7	-1.955273E-7	-1.955276E-7	-3.819470E-7	-2.691515E-6
32	3733745161.570780	1.357295	-20.000000	24.768777	-1.432400E-5	-5.453458E-11	8.046900E-11	-1.955597E-7	-1.955599E-7	-1.955638E-7	-1.955642E-7	-1.955619E-7	-1.955618E-7	-3.829068E-7	-2.696423E-6
33	3733745177.663862	1.364460	-20.000000	24.760532	-1.432000E-5	-5.433433E-11	8.047120E-11	-1.956430E-7	-1.956510E-7	-1.956620E-7	-1.956639E-7	-1.956550E-7	-1.956565E-7	-3.822652E-7	-2.693663E-6
34	3733745193.756929	1.352808	-20.000000	24.737447	-1.431900E-5	-5.733819E-11	8.047240E-11	-1.957767E-7	-1.957706E-7	-1.957747E-7	-1.957815E-7	-1.957759E-7	-1.957757E-7	-3.814311E-7	-2.690102E-6
35	3733745209.639145	1.338279	-20.000000	24.735800	-1.431800E-5	-5.408396E-11	8.047360E-11	-1.958143E-7	-1.958151E-7	-1.958127E-7	-1.958125E-7	-1.958137E-7	-1.958135E-7	-3.820955E-7	-2.693535E-6
36	3733745225.727410	1.346076	-20.000000	24.728569	-1.431300E-5	-5.468476E-11	8.047860E-11	-1.957705E-7	-1.957820E-7	-1.957882E-7	-1.957829E-7	-1.957809E-7	-1.957825E-7	-3.826211E-7	-2.696134E-6
37	3733745241.690806	1.347187	-20.000000	24.709366	-1.431200E-5	-5.273227E-11	8.048060E-11	-1.957988E-7	-1.958020E-7	-1.958082E-7	-1.958084E-7	-1.958043E-7	-1.958051E-7	-3.829433E-7	-2.697738E-6
38	3733745257.894129	1.342467	-20.000000	24.719392	-1.431100E-5	-5.198129E-11	8.048260E-11	-1.959220E-7	-1.959281E-7	-1.959314E-7	-1.959342E-7	-1.959289E-7	-1.959298E-7	-3.821516E-7	-2.694211E-6
39	3733745273.893370	1.334660	-20.000000	24.725694	-1.430900E-5	-5.638696E-11	8.048710E-11	-1.961015E-7	-1.960984E-7	-1.961008E-7	-1.960993E-7	-1.961000E-7	-1.961000E-7	-3.815926E-7	-2.692144E-6
40	3733745289.740511	1.368424	-20.000000	24.741369	-1.431700E-5	-5.703780E-11	8.049340E-11	-1.963000E-7	-1.962988E-7	-1.962937E-7	-1.962897E-7	-1.962955E-7	-1.962962E-7	-3.823683E-7	-2.696740E-6
41	3733745305.775010	1.358586	-20.000000	24.742460	-1.431900E-5	-5.248194E-11	8.049080E-11	-1.962937E-7	-1.962821E-7	-1.962758E-7	-1.962772E-7	-1.962822E-7	-1.962797E-7	-3.827411E-7	-2.698629E-6
42	3733745321.765342	1.364296	-20.000000	24.724010	-1.431900E-5	-5.568606E-11	8.049430E-11	-1.964359E-7	-1.964279E-7	-1.964290E-7	-1.964369E-7	-1.964324E-7	-1.964325E-7	-3.811545E-7	-2.691188E-6
43	3733745337.944462	1.368601	-20.000000	24.725140	-1.432300E-5	-5.323294E-11	8.050170E-11	-1.964442E-7	-1.964448E-7	-1.964454E-7	-1.964440E-7	-1.964446E-7	-1.964445E-7	-3.813890E-7	-2.692452E-6
44	3733745353.870220	1.363030	-20.000000	24.714756	-1.432000E-5	-5.358336E-11	8.049950E-11	-1.964501E-7	-1.964543E-7	-1.964560E-7	-1.964569E-7	-1.964543E-7	-1.964551E-7	-3.825138E-7	-2.698108E-6
45	3733745370.029733	1.356502	-20.000000	24.722701	-1.431700E-5	-5.303261E-11	8.050560E-11	-1.965010E-7	-1.964975E-7	-1.964896E-7	-1.964849E-7	-1.964933E-7	-1.964935E-7	-3.823263E-7	-2.697362E-6
46	3733745385.916043	1.351576	-20.000000	24.706255	-1.431300E-5	-5.578616E-11	8.050820E-11	-1.965382E-7	-1.965477E-7	-1.965577E-7	-1.965588E-7	-1.965506E-7	-1.965527E-7	-3.819088E-7	-2.695544E-6
47	3733745402.140322	1.340572	-20.000000	24.715132	-1.431700E-5	-5.293254E-11	8.050400E-11	-1.964796E-7	-1.964926E-7	-1.964973E-7	-1.965031E-7	-1.964931E-7	-1.964949E-7	-3.817968E-7	-2.694642E-6
48	3733745418.022181	1.348261	-20.000000	24.714221	-1.431200E-5	-5.473483E-11	8.050670E-11	-1.965986E-7	-1.965955E-7	-1.966050E-7	-1.966102E-7	-1.966023E-7	-1.966018E-7	-3.815721E-7	-2.694101E-6
49	3733745434.058059	1.347492	-20.000000	24.705797	-1.431600E-5	-5.508527E-11	8.051340E-11	-1.967840E-7	-1.967853E-7	-1.967903E-7	-1.967963E-7	-1.967890E-7	-1.967878E-7	-3.817488E-7	-2.695726E-6
50	3733745450.111103	1.328462	-20.000000	24.684436	-1.431800E-5	-5.623673E-11	8.051790E-11	-1.967521E-7	-1.967544E-7	-1.967629E-7	-1.967633E-7	-1.967582E-7	-1.967586E-7	-3.821433E-7	-2.697531E-6
51	3733745466.188519	1.328454	-20.000000	24.679065	-1.431000E-5	-5.433435E-11	8.051940E-11	-1.968467E-7	-1.968375E-7	-1.968342E-7	-1.968300E-7	-1.968371E-7	-1.968358E-7	-3.815360E-7	-2.694599E-6
52	3733745482.660120	1.324355	-20.000000	24.665294	-1.430900E-5	-5.128039E-11	8.052180E-11	-1.968188E-7	-1.968182E-7	-1.968259E-7	-1.968266E-7	-1.968224E-7	-1.968223E-7	-3.823120E-7	-2.698466E-6
53	3733745498.571876	1.318699	-20.000000	24.659488	-1.430000E-5	-5.398386E-11	8.052470E-11	-1.967976E-7	-1.968021E-7	-1.968044E-7	-1.968079E-7	-1.968030E-7	-1.968032E-7	-3.825066E-7	-2.699566E-6
54	3733745514.490381	1.312320	-20.000000	24.660953	-1.429900E-5	-5.403392E-11	8.053030E-11	-1.968669E-7	-1.968600E-7	-1.968648E-7	-1.968591E-7	-1.968627E-7	-1.968624E-7	-3.821712E-7	-2.698091E-6
55	3733745530.339979	1.316851	-20.000000	24.658834	-1.429800E-5	-5.333304E-11	8.053250E-11	-1.970642E-7	-1.970570E-7	-1.970495E-7	-1.970481E-7	-1.970547E-7	-1.970532E-7	-3.820490E-7	-2.698202E-6
56	3733745546.415014	1.303612	-20.000000	24.667255	-1.430200E-5	-5.919058E-11	8.053360E-11	-1.972070E-7	-1.972079E-7	-1.972158E-7	-1.972192E-7	-1.972125E-7	-1.972118E-7	-3.821412E-7	-2.699457E-6
57	3733745562.498103	1.352125	-20.000000	24.699855	-1.430500E-5	-5.558593E-11	8.053290E-11	-1.973808E-7	-1.973732E-7	-1.973657E-7	-1.973550E-7	-1.973687E-7	-1.973694E-7	-3.819849E-7	-2.699230E-6
58	3733745578.735274	1.341427	-20.000000	24.682395	-1.430800E-5	-5.748840E-11	8.053530E-11	-1.978647E-7	-1.978699E-7	-1.978789E-7	-1.978862E-7	-1.978749E-7	-1.978744E-7	-3.818838E-7	-2.700532E-6
59	3733745594.759525	1.330997	-20.000000	24.671377	-1.431100E-5	-5.548580E-11	8.053090E-11	-1.991213E-7	-1.991214E-7	-1.991166E-7	-1.991243E-7	-1.991209E-7	-1.991213E-7	-3.799073E-7	-2.695777E-6
60	3733745611.411035	1.322640	-20.000000	24.669852	-1.431200E-5	-4.992865E-11	8.052710E-11	-2.017315E-7	-2.017325E-7	-2.017277E-7	-2.017349E-7	-2.017316E-7	-2.017320E-7	-3.758522E-7	-2.685823E-6
