#Open Capacitance 1000Hz:4.945730E-12
#Open Capacitance 100000Hz:5.042620E-12
#36696_039_PSS_XX_HM
#Date/Time: 8/16/2021 2:35:38 PM
#Sensor Name: 36696_039_PSS_XX_HM
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C
1	3711983810.570444	1.714092	20.000000	26.615010	-5.000000E-11	-6.462174E-6	7.138370E-12	6.189560E-12
#Open Capacitance 1000Hz:4.571320E-12
#Open Capacitance 100000Hz:4.372300E-12
#36696_039_PSS_XX_HM
#Date/Time: 8/16/2021 2:38:09 PM
#Sensor Name: 36696_039_PSS_XX_HM
#Type: P
#Annealing Status: 20 min
#Environment: 20C
#Tester: Eric Spencer

#Notes: Irradiated for 56 min at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Interstrip C	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0	IstripNbr_0	IstripNbr_1	IstripNbr_2	IstripNbr_3	IstripNbr_Mean	IstripNbr_Median	I_RBias Nbr_V-5.0	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
11	3711984487.320407	1.595888	20.000000	26.735278	-2.290000E-9	-5.914120E-11	8.888490E-11	5.181810E-12	-2.762245E-11	-2.779766E-11	-2.784672E-11	-2.956261E-11	-2.820736E-11	-2.782219E-11	-3.230928E-6	-2.778641E-11	-2.702956E-11	-2.671268E-11	-2.601307E-11	-2.688543E-11	-2.687112E-11	-3.226841E-6	-2.598874E-11	-2.966934E-11	-3.187915E-11	-3.502635E-11	-3.638387E-11	-3.909231E-11
12	3711984539.870107	1.596247	20.000000	26.743026	-2.300000E-9	-5.874070E-11	8.888130E-11	5.181860E-12	-2.654606E-11	-2.681940E-11	-2.805343E-11	-2.595297E-11	-2.684297E-11	-2.668273E-11	-3.226997E-6	-3.092605E-11	-2.948533E-11	-2.837091E-11	-2.871519E-11	-2.937437E-11	-2.910026E-11	-3.226728E-6	-2.926656E-11	-3.171233E-11	-3.512671E-11	-3.665556E-11	-4.025048E-11	-4.284751E-11
13	3711984592.264190	1.559435	20.000000	26.751408	-2.290000E-9	-5.683826E-11	8.888850E-11	5.181380E-12	-3.204026E-11	-3.151689E-11	-3.026570E-11	-3.048321E-11	-3.107652E-11	-3.100005E-11	-3.226897E-6	-2.870436E-11	-2.985701E-11	-2.957795E-11	-2.890391E-11	-2.926081E-11	-2.924093E-11	-3.227272E-6	-2.763247E-11	-2.937638E-11	-3.277033E-11	-3.648996E-11	-3.684589E-11	-3.816108E-11
14	3711984644.719357	1.610196	20.000000	26.757670	-2.290000E-9	-6.870372E-11	8.888210E-11	5.182030E-12	-2.641440E-11	-2.822453E-11	-2.724362E-11	-2.708721E-11	-2.724244E-11	-2.716541E-11	-3.227417E-6	-2.766845E-11	-2.717923E-11	-2.685538E-11	-2.716041E-11	-2.721587E-11	-2.716982E-11	-3.230086E-6	-2.724751E-11	-3.026242E-11	-3.283187E-11	-3.499775E-11	-3.882921E-11	-4.019367E-11
15	3711984697.140747	1.593488	20.000000	26.753766	-2.290000E-9	-5.788962E-11	8.887730E-11	5.182150E-12	-2.768707E-11	-2.845147E-11	-2.685416E-11	-2.641747E-11	-2.735254E-11	-2.727061E-11	-3.230235E-6	-2.939703E-11	-2.865509E-11	-2.814235E-11	-2.861564E-11	-2.870253E-11	-2.863537E-11	-3.233474E-6	-2.784366E-11	-3.023196E-11	-3.342047E-11	-3.700253E-11	-3.903427E-11	-4.235217E-11
16	3711984749.551031	1.578895	20.000000	26.767956	-2.290000E-9	-5.758925E-11	8.887200E-11	5.181440E-12	-2.770362E-11	-2.872112E-11	-3.045993E-11	-2.873850E-11	-2.890579E-11	-2.872981E-11	-3.233660E-6	-3.074369E-11	-3.111843E-11	-3.053658E-11	-3.199488E-11	-3.109839E-11	-3.093106E-11	-3.232092E-6	-3.141794E-11	-3.515311E-11	-3.692664E-11	-3.916715E-11	-4.122547E-11	-4.438189E-11
17	3711984801.974235	1.623537	20.000000	26.769501	-2.290000E-9	-5.678817E-11	8.886720E-11	5.180800E-12	-3.169538E-11	-2.991039E-11	-3.302794E-11	-3.089171E-11	-3.138135E-11	-3.129355E-11	-3.232296E-6	-3.002016E-11	-2.925739E-11	-2.892476E-11	-3.126747E-11	-2.986745E-11	-2.963877E-11	-3.232858E-6	-2.946796E-11	-3.175915E-11	-3.582982E-11	-3.773318E-11	-4.040485E-11	-4.343489E-11
18	3711984854.435024	1.617609	20.000000	26.776714	-2.290000E-9	-5.934150E-11	8.886300E-11	5.181940E-12	-2.920240E-11	-3.011380E-11	-2.796491E-11	-3.081382E-11	-2.952373E-11	-2.965810E-11	-3.233008E-6	-3.380830E-11	-3.563009E-11	-3.236554E-11	-3.282758E-11	-3.365788E-11	-3.331794E-11	-3.232808E-6	-3.257019E-11	-3.396470E-11	-3.717955E-11	-4.029731E-11	-4.292093E-11	-4.447082E-11
19	3711984907.182964	1.537558	20.000000	26.778735	-2.300000E-9	-6.339679E-11	8.886500E-11	5.181620E-12	-2.863077E-11	-2.913943E-11	-2.681573E-11	-3.092913E-11	-2.887876E-11	-2.888510E-11	-3.232975E-6	-2.961149E-11	-3.046341E-11	-2.910161E-11	-3.071507E-11	-2.997290E-11	-3.003745E-11	-3.231832E-6	-3.067744E-11	-3.264727E-11	-3.419959E-11	-3.620908E-11	-4.235157E-11	-4.369025E-11
20	3711984959.720629	1.576129	20.000000	26.785888	-2.300000E-9	-5.593712E-11	8.886330E-11	5.181200E-12	-2.981389E-11	-3.083814E-11	-2.985641E-11	-2.881845E-11	-2.983172E-11	-2.983515E-11	-3.232022E-6	-3.078703E-11	-3.273803E-11	-3.316614E-11	-2.981061E-11	-3.162545E-11	-3.176253E-11	-3.232333E-6	-3.081770E-11	-3.348567E-11	-3.649242E-11	-3.923830E-11	-4.206492E-11	-4.346761E-11
21	3711985012.068747	1.575419	20.000000	26.798849	-2.290000E-9	-5.934152E-11	8.886230E-11	5.181180E-12	-2.774554E-11	-2.936840E-11	-2.952562E-11	-2.922529E-11	-2.896621E-11	-2.929684E-11	-3.232497E-6	-3.080503E-11	-3.040718E-11	-3.037590E-11	-3.036466E-11	-3.048819E-11	-3.039154E-11	-3.230418E-6	-2.958367E-11	-3.264623E-11	-3.714398E-11	-3.618433E-11	-4.107072E-11	-4.241330E-11
22	3711985064.573273	1.646674	20.000000	26.801701	-2.300000E-9	-5.773946E-11	8.885270E-11	5.181300E-12	-3.045766E-11	-2.919401E-11	-2.911407E-11	-2.915066E-11	-2.947910E-11	-2.917233E-11	-3.230614E-6	-2.865080E-11	-2.918010E-11	-2.993184E-11	-3.061959E-11	-2.959558E-11	-2.955597E-11	-3.231316E-6	-2.910854E-11	-3.252212E-11	-3.703153E-11	-3.690560E-11	-3.872288E-11	-4.143360E-11
23	3711985117.103557	1.545835	20.000000	26.817021	-2.300000E-9	-5.658791E-11	8.885830E-11	5.181020E-12	-2.811577E-11	-2.923592E-11	-2.960637E-11	-2.932362E-11	-2.907042E-11	-2.927977E-11	-3.231504E-6	-3.029308E-11	-2.794035E-11	-2.914861E-11	-2.793177E-11	-2.882845E-11	-2.854448E-11	-3.228903E-6	-2.736362E-11	-3.122268E-11	-3.485441E-11	-3.797625E-11	-3.952492E-11	-4.168649E-11
24	3711985169.606356	1.593130	20.000000	26.816465	-2.300000E-9	-6.009252E-11	8.884960E-11	5.180380E-12	-2.683167E-11	-2.659861E-11	-2.723728E-11	-2.783773E-11	-2.712632E-11	-2.703448E-11	-3.229066E-6	-2.915741E-11	-3.008027E-11	-2.880964E-11	-2.959594E-11	-2.941082E-11	-2.937667E-11	-3.224111E-6	-3.098513E-11	-3.314528E-11	-3.571963E-11	-3.652901E-11	-4.013560E-11	-4.269952E-11
25	3711985222.025805	1.614744	20.000000	26.822470	-2.300000E-9	-6.044300E-11	8.885060E-11	5.180460E-12	-2.957632E-11	-2.918562E-11	-2.790806E-11	-3.009172E-11	-2.919043E-11	-2.938097E-11	-3.224284E-6	-2.774798E-11	-2.617234E-11	-2.719763E-11	-2.666055E-11	-2.694462E-11	-2.692909E-11	-3.226417E-6	-2.684374E-11	-3.007291E-11	-3.124436E-11	-3.606963E-11	-3.716789E-11	-3.984058E-11
26	3711985274.446288	1.568012	20.000000	26.835688	-2.300000E-9	-6.069330E-11	8.884260E-11	5.180490E-12	-2.766253E-11	-2.510923E-11	-2.828096E-11	-2.706044E-11	-2.702829E-11	-2.736149E-11	-3.226571E-6	-2.920503E-11	-2.892209E-11	-2.707474E-11	-2.554388E-11	-2.768644E-11	-2.799841E-11	-3.222202E-6	-2.784018E-11	-3.116239E-11	-3.175895E-11	-3.624279E-11	-3.723863E-11	-4.004296E-11
27	3711985326.866712	1.624974	20.000000	26.839395	-2.300000E-9	-5.864056E-11	8.884240E-11	5.180200E-12	-2.798656E-11	-2.834004E-11	-2.677667E-11	-2.714180E-11	-2.756127E-11	-2.756418E-11	-3.222374E-6	-3.042230E-11	-2.958020E-11	-3.000319E-11	-2.931667E-11	-2.983059E-11	-2.979169E-11	-3.224858E-6	-2.909487E-11	-3.110002E-11	-3.604857E-11	-3.867076E-11	-4.028587E-11	-4.173270E-11
28	3711985379.274949	1.580614	20.000000	26.844545	-2.300000E-9	-5.453525E-11	8.883870E-11	5.181060E-12	-3.091931E-11	-2.940867E-11	-3.100170E-11	-3.035422E-11	-3.042097E-11	-3.063676E-11	-3.225028E-6	-2.916641E-11	-2.841201E-11	-2.728738E-11	-2.971003E-11	-2.864396E-11	-2.878921E-11	-3.232483E-6	-2.836581E-11	-3.004062E-11	-3.249964E-11	-3.367294E-11	-3.756738E-11	-4.190157E-11
29	3711985431.726907	1.595859	20.000000	26.850135	-2.300000E-9	-5.713868E-11	8.883840E-11	5.179900E-12	-2.969367E-11	-2.925576E-11	-2.783223E-11	-2.883501E-11	-2.890417E-11	-2.904538E-11	-3.232660E-6	-2.705717E-11	-2.813152E-11	-2.828813E-11	-2.619565E-11	-2.741812E-11	-2.759434E-11	-3.232435E-6	-2.963602E-11	-3.192905E-11	-3.364473E-11	-3.574374E-11	-3.807012E-11	-4.202363E-11
30	3711985484.220355	1.584542	20.000000	26.863727	-2.290000E-9	-5.653786E-11	8.882990E-11	5.180670E-12	-2.750532E-11	-2.751227E-11	-2.752106E-11	-2.961026E-11	-2.803723E-11	-2.751666E-11	-3.232622E-6	-3.398717E-11	-3.440895E-11	-3.525636E-11	-3.302057E-11	-3.416826E-11	-3.419806E-11	-3.229477E-6	-3.358258E-11	-3.664249E-11	-3.968028E-11	-4.234950E-11	-4.320898E-11	-4.396849E-11
31	3711985536.934576	1.600520	20.000000	26.871060	-2.300000E-9	-6.139422E-11	8.883240E-11	5.180180E-12	-3.374183E-11	-3.248063E-11	-3.275684E-11	-3.197422E-11	-3.273838E-11	-3.261873E-11	-3.229665E-6	-3.016857E-11	-3.021581E-11	-3.014384E-11	-3.063307E-11	-3.029032E-11	-3.019219E-11	-3.231954E-6	-2.880862E-11	-3.252192E-11	-3.377352E-11	-3.645316E-11	-3.936442E-11	-4.101980E-11
32	3711985589.317767	1.557118	20.000000	26.879145	-2.300000E-9	-5.854051E-11	8.882440E-11	5.181790E-12	-2.962783E-11	-3.142897E-11	-3.088822E-11	-3.136252E-11	-3.082689E-11	-3.112537E-11	-3.232123E-6	-2.754231E-11	-2.599161E-11	-2.938209E-11	-2.773327E-11	-2.766232E-11	-2.763779E-11	-3.230698E-6	-2.831368E-11	-3.204844E-11	-3.445106E-11	-3.638958E-11	-3.847999E-11	-4.066793E-11
33	3711985642.055046	1.599549	20.000000	26.880730	-2.300000E-9	-5.899106E-11	8.882130E-11	5.180910E-12	-2.805771E-11	-2.783057E-11	-2.902840E-11	-2.388339E-11	-2.720002E-11	-2.794414E-11	-3.230880E-6	-2.710195E-11	-2.854306E-11	-2.919073E-11	-2.920301E-11	-2.850969E-11	-2.886690E-11	-3.230831E-6	-2.913655E-11	-3.176959E-11	-3.452669E-11	-3.876460E-11	-4.080207E-11	-4.184822E-11
34	3711985694.765162	1.572055	20.000000	26.879543	-2.300000E-9	-6.369720E-11	8.881730E-11	5.180980E-12	-2.838032E-11	-2.853324E-11	-2.696906E-11	-2.786921E-11	-2.793796E-11	-2.812476E-11	-3.230980E-6	-2.769871E-11	-2.888509E-11	-3.028307E-11	-2.910220E-11	-2.899227E-11	-2.899364E-11	-3.232646E-6	-3.043253E-11	-3.265216E-11	-3.472685E-11	-3.719448E-11	-4.131831E-11	-4.253617E-11
35	3711985747.182752	1.569468	20.000000	26.892166	-2.290000E-9	-6.054311E-11	8.881710E-11	5.180200E-12	-3.092195E-11	-2.965502E-11	-3.042066E-11	-3.042476E-11	-3.035560E-11	-3.042271E-11	-3.232826E-6	-2.749467E-11	-2.862504E-11	-2.933997E-11	-2.770117E-11	-2.829021E-11	-2.816310E-11	-3.227714E-6	-3.035115E-11	-3.257427E-11	-3.386490E-11	-3.756227E-11	-3.678539E-11	-4.100201E-11
36	3711985799.598704	1.565014	20.000000	26.900608	-2.300000E-9	-5.418484E-11	8.880570E-11	5.181530E-12	-2.783711E-11	-2.938761E-11	-2.844718E-11	-2.687399E-11	-2.813647E-11	-2.814214E-11	-3.227898E-6	-3.023257E-11	-3.148663E-11	-3.121001E-11	-2.801559E-11	-3.023620E-11	-3.072129E-11	-3.228576E-6	-3.051449E-11	-3.152629E-11	-3.550637E-11	-3.689252E-11	-4.126022E-11	-4.394130E-11
37	3711985851.998671	1.602626	20.000000	26.903501	-2.300000E-9	-5.793971E-11	8.880460E-11	5.180640E-12	-3.218276E-11	-3.034461E-11	-3.178431E-11	-3.135559E-11	-3.141682E-11	-3.156995E-11	-3.228763E-6	-3.125664E-11	-3.313301E-11	-3.059076E-11	-3.306677E-11	-3.201180E-11	-3.216171E-11	-3.226196E-6	-3.048446E-11	-3.644171E-11	-3.825001E-11	-4.047660E-11	-4.357413E-11	-4.433199E-11
38	3711985904.359259	1.589295	20.000000	26.910436	-2.290000E-9	-5.633763E-11	8.880340E-11	5.179780E-12	-2.985536E-11	-3.156164E-11	-2.970551E-11	-2.943463E-11	-3.013928E-11	-2.978043E-11	-3.226361E-6	-3.072610E-11	-3.035339E-11	-3.087269E-11	-3.076535E-11	-3.067938E-11	-3.074572E-11	-3.225614E-6	-3.063593E-11	-3.327285E-11	-3.815595E-11	-3.747436E-11	-4.065692E-11	-4.309121E-11
39	3711985956.785242	1.520631	20.000000	26.912577	-2.300000E-9	-5.869066E-11	8.878940E-11	5.180610E-12	-3.047442E-11	-3.136170E-11	-3.105401E-11	-3.130383E-11	-3.104849E-11	-3.117892E-11	-3.225801E-6	-3.110614E-11	-2.954829E-11	-2.932811E-11	-2.834351E-11	-2.958151E-11	-2.943820E-11	-3.227595E-6	-3.008435E-11	-3.232504E-11	-3.533894E-11	-3.724496E-11	-3.944761E-11	-4.075319E-11
40	3711986009.371501	1.489382	20.000000	26.937070	-2.290000E-9	-5.959187E-11	8.878700E-11	5.181870E-12	-2.745787E-11	-2.770300E-11	-2.800271E-11	-2.786327E-11	-2.775671E-11	-2.778314E-11	-3.227782E-6	-3.122433E-11	-2.815237E-11	-2.994963E-11	-3.002241E-11	-2.983719E-11	-2.998602E-11	-3.224604E-6	-2.975376E-11	-3.224061E-11	-3.618165E-11	-3.776608E-11	-4.018403E-11	-4.294402E-11
41	3711986062.022310	1.567439	20.000000	26.943016	-2.300000E-9	-6.059315E-11	8.877890E-11	5.180900E-12	-3.047729E-11	-3.078558E-11	-3.096692E-11	-2.991977E-11	-3.053739E-11	-3.063143E-11	-3.224805E-6	-3.082914E-11	-2.880352E-11	-2.867370E-11	-3.093647E-11	-2.981071E-11	-2.981633E-11	-3.233035E-6	-3.018984E-11	-3.186710E-11	-3.388638E-11	-3.638691E-11	-4.068964E-11	-4.106661E-11
42	3711986114.522226	1.579775	20.000000	26.932709	-2.290000E-9	-5.949174E-11	8.877750E-11	5.180690E-12	-2.711972E-11	-3.109083E-11	-2.890084E-11	-3.041903E-11	-2.938260E-11	-2.965993E-11	-3.233213E-6	-2.921323E-11	-2.850789E-11	-2.887303E-11	-2.715305E-11	-2.843680E-11	-2.869046E-11	-3.235247E-6	-2.822209E-11	-3.295473E-11	-3.414295E-11	-3.653228E-11	-3.920433E-11	-4.309510E-11
43	3711986166.916185	1.553542	20.000000	26.939229	-2.290000E-9	-5.598714E-11	8.876850E-11	5.180390E-12	-2.923224E-11	-3.020538E-11	-2.871111E-11	-2.846659E-11	-2.915383E-11	-2.897168E-11	-3.235418E-6	-2.903923E-11	-2.990035E-11	-2.995984E-11	-2.952234E-11	-2.960544E-11	-2.971135E-11	-3.236234E-6	-2.887508E-11	-3.293756E-11	-3.540211E-11	-3.479758E-11	-4.131194E-11	-4.397748E-11
44	3711986219.333818	1.549248	20.000000	26.949971	-2.290000E-9	-5.708857E-11	8.876540E-11	5.181140E-12	-3.097510E-11	-3.016939E-11	-3.050591E-11	-3.068663E-11	-3.058426E-11	-3.059627E-11	-3.236401E-6	-2.772527E-11	-2.858496E-11	-2.938719E-11	-2.842201E-11	-2.852986E-11	-2.850349E-11	-3.235130E-6	-2.970510E-11	-3.164689E-11	-3.315711E-11	-3.695118E-11	-3.814695E-11	-4.193467E-11
45	3711986271.789049	1.541040	20.000000	26.950288	-2.290000E-9	-6.319654E-11	8.875420E-11	5.179890E-12	-2.866327E-11	-2.977114E-11	-3.018104E-11	-2.925534E-11	-2.946770E-11	-2.951324E-11	-3.235336E-6	-3.026036E-11	-3.148110E-11	-2.959696E-11	-3.130058E-11	-3.065975E-11	-3.078047E-11	-3.233492E-6	-3.107609E-11	-3.316878E-11	-3.465283E-11	-3.783661E-11	-3.894021E-11	-4.294379E-11
46	3711986324.200800	1.522861	20.000000	26.956590	-2.290000E-9	-5.803987E-11	8.874990E-11	5.180460E-12	-3.359320E-11	-3.030740E-11	-3.262149E-11	-2.827033E-11	-3.119810E-11	-3.146445E-11	-3.233678E-6	-3.147087E-11	-3.169699E-11	-3.300910E-11	-3.162605E-11	-3.195075E-11	-3.166152E-11	-3.236898E-6	-3.336198E-11	-3.503227E-11	-3.775137E-11	-3.895186E-11	-4.078407E-11	-4.258276E-11
47	3711986376.628298	1.526699	20.000000	26.961681	-2.300000E-9	-5.984217E-11	8.874520E-11	5.182130E-12	-3.270510E-11	-3.200959E-11	-3.068195E-11	-2.999624E-11	-3.134822E-11	-3.134577E-11	-3.237087E-6	-3.052287E-11	-3.034072E-11	-3.088106E-11	-2.984392E-11	-3.039714E-11	-3.043180E-11	-3.234256E-6	-3.004121E-11	-3.416463E-11	-3.561576E-11	-3.711678E-11	-4.095378E-11	-4.388405E-11
48	3711986429.100781	1.530665	20.000000	26.976208	-2.300000E-9	-5.914126E-11	8.872910E-11	5.180690E-12	-2.991324E-11	-2.954605E-11	-3.094751E-11	-2.988583E-11	-3.007316E-11	-2.989954E-11	-3.234410E-6	-3.110717E-11	-2.938699E-11	-3.070545E-11	-3.088536E-11	-3.052124E-11	-3.079541E-11	-3.234941E-6	-3.136007E-11	-3.428503E-11	-3.552356E-11	-3.754938E-11	-4.277229E-11	-4.328646E-11
49	3711986481.532766	1.515239	20.000000	26.990078	-2.300000E-9	-6.069330E-11	8.872200E-11	5.180370E-12	-2.878451E-11	-2.745766E-11	-2.843348E-11	-2.940457E-11	-2.852006E-11	-2.860900E-11	-3.235126E-6	-3.023338E-11	-3.051655E-11	-3.063655E-11	-3.139707E-11	-3.069589E-11	-3.057655E-11	-3.233971E-6	-2.822290E-11	-3.400434E-11	-3.596535E-11	-3.947686E-11	-4.040687E-11	-4.298490E-11
50	3711986534.105474	1.539541	20.000000	26.996242	-2.290000E-9	-6.104374E-11	8.871350E-11	5.180140E-12	-3.108141E-11	-2.899855E-11	-2.960717E-11	-3.246364E-11	-3.053769E-11	-3.034429E-11	-3.234137E-6	-2.880698E-11	-2.948471E-11	-2.876590E-11	-3.023787E-11	-2.932386E-11	-2.914585E-11	-3.230233E-6	-2.792093E-11	-3.140995E-11	-3.310396E-11	-3.434229E-11	-3.883675E-11	-4.129703E-11
51	3711986586.614656	1.510169	20.000000	27.003475	-2.290000E-9	-5.773944E-11	8.870590E-11	5.180470E-12	-2.849298E-11	-2.940825E-11	-2.879493E-11	-2.910690E-11	-2.895076E-11	-2.895091E-11	-3.230416E-6	-2.879472E-11	-2.768521E-11	-2.647899E-11	-2.979302E-11	-2.818799E-11	-2.823997E-11	-3.235436E-6	-2.892660E-11	-3.091725E-11	-3.345380E-11	-3.557528E-11	-3.872125E-11	-4.042057E-11
