Annealing Time (Min),Pin105 Vf (10 min R irad)
9.400585658,	1
18.80117132,	0.9338142188
28.20175697,	0.8989286781
37.60234263,	0.8752637994
47.00292829,	0.8663622007
56.40351395,	0.8506314586
65.80409961,	0.8377604204
75.20468527,	0.8257809647
84.60527092,	0.8142520428
94.00585658,	0.8029128193
103.4064422,	0.7942625711
322.8070279,	0.6943057275
402.2076136,	0.6770905952
461.6081992,	0.6578409474
611.0087849,	0.6344985559
1710.409371,	0.5464737434
