Annealing Time (Min),Pin108 Vf (10 min R irad)
8.880589663,	1
17.76117933,	0.7945290424
26.64176899,	0.7498044577
35.52235865,	0.7200820221
44.40294832,	0.6962716594
53.28353798,	0.6780964394
62.16412764,	0.6656987027
71.0447173,	0.6545608929
79.92530697,	0.6452594195
88.80589663,	0.6367027686
97.68648629,	0.627779696
116.567076,	0.6098877481
135.4476656,	0.5928639378
154.3282553,	0.5803668445
173.2088449,	0.5700661673
192.0894346,	0.5598352512
1300.970024,	0.3989944543
