Annealing Time (Min),Pin108 Vf (10 min R irad)
8.880589663,	14.1913
17.76117933,	11.2754
26.64176899,	10.6407
35.52235865,	10.2189
44.40294832,	9.881
53.28353798,	9.62307
62.16412764,	9.44713
71.0447173,	9.28907
79.92530697,	9.15707
88.80589663,	9.03564
97.68648629,	8.90901
116.567076,	8.6551
135.4476656,	8.41351
154.3282553,	8.23616
173.2088449,	8.08998
192.0894346,	7.94479
1300.970024,	5.66225
