#Open Capacitance 1000Hz:4.458390E-12
#Open Capacitance 1000000Hz:Not Measured
#38696_046_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/29/2022 1:17:59 PM
#Sensor Name: 38696_046_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3734097558.166446	1.288656	-20.000000	24.970569	-1.272500E-5	-5.062957E-11	4.460020E-12	-1.760409E-7	-1.760187E-7	-1.760078E-7	-1.760108E-7	-1.760195E-7	-1.760147E-7	-3.745113E-7	-2.576460E-6
2	3734097574.503195	1.298670	-20.000000	24.969875	-1.272400E-5	-5.248193E-11	4.459380E-12	-1.735996E-7	-1.735989E-7	-1.736001E-7	-1.735950E-7	-1.735984E-7	-1.735992E-7	-3.773062E-7	-2.580551E-6
3	3734097590.601239	1.326157	-20.000000	24.952416	-1.272200E-5
#Open Capacitance 1000Hz:4.464530E-12
#Open Capacitance 1000000Hz:Not Measured
#38696_046_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/29/2022 1:20:48 PM
#Sensor Name: 38696_046_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3734097727.328560	1.310800	-20.000000	24.904361	-1.272000E-5	-5.393379E-11	8.141960E-11	-1.756397E-7	-1.756184E-7	-1.756189E-7	-1.756437E-7	-1.756302E-7	-1.756293E-7	-3.748851E-7	-2.576548E-6
2	3734097743.693394	1.322673	-20.000000	24.917182	-1.271800E-5	-6.024192E-11	8.142220E-11	-1.735009E-7	-1.735034E-7	-1.734978E-7	-1.734893E-7	-1.734978E-7	-1.734993E-7	-3.773967E-7	-2.580437E-6
3	3734097759.800869	1.315794	-20.000000	24.924535	-1.271000E-5	-5.753844E-11	8.142120E-11	-1.720999E-7	-1.720874E-7	-1.720695E-7	-1.720709E-7	-1.720819E-7	-1.720791E-7	-3.779475E-7	-2.577404E-6
4	3734097775.648114	1.349415	-20.000000	24.918452	-1.270800E-5	-5.463472E-11	8.141740E-11	-1.715633E-7	-1.715493E-7	-1.715275E-7	-1.715315E-7	-1.715429E-7	-1.715404E-7	-3.781739E-7	-2.576832E-6
5	3734097791.676742	1.333718	-20.000000	24.907551	-1.270100E-5	-5.353332E-11	8.141600E-11	-1.713309E-7	-1.713444E-7	-1.713459E-7	-1.713274E-7	-1.713372E-7	-1.713376E-7	-3.783072E-7	-2.576341E-6
6	3734097807.718782	1.309210	-20.000000	24.895997	-1.269700E-5	-5.648707E-11	8.141220E-11	-1.713002E-7	-1.712928E-7	-1.712734E-7	-1.712716E-7	-1.712845E-7	-1.712831E-7	-3.787588E-7	-2.578848E-6
7	3734097824.193563	1.302325	-20.000000	24.897169	-1.269000E-5	-5.358336E-11	8.141150E-11	-1.712279E-7	-1.712109E-7	-1.711775E-7	-1.711655E-7	-1.711955E-7	-1.711942E-7	-3.782528E-7	-2.575381E-6
8	3734097840.090705	1.290028	-20.000000	24.894275	-1.269200E-5	-5.263212E-11	8.140320E-11	-1.712875E-7	-1.713147E-7	-1.713099E-7	-1.712828E-7	-1.712987E-7	-1.712987E-7	-3.780989E-7	-2.575077E-6
9	3734097856.381483	1.311783	-20.000000	24.897465	-1.268200E-5	-5.338310E-11	8.140040E-11	-1.712261E-7	-1.712393E-7	-1.712420E-7	-1.712427E-7	-1.712375E-7	-1.712406E-7	-3.779020E-7	-2.573787E-6
10	3734097872.104986	1.290209	-20.000000	24.878818	-1.268900E-5	-5.128040E-11	8.139830E-11	-1.713143E-7	-1.713090E-7	-1.713007E-7	-1.712968E-7	-1.713052E-7	-1.713048E-7	-3.778140E-7	-2.573879E-6
