#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.305920E-12
#37896_044_PSS_HM_XX_Unirrad_Interstrip
#Date/Time: 12/10/2021 12:23:29 PM
#Sensor Name: 37896_044_PSS_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
1	3722001879.636388	1.173057	23.500000	28.573901	-3.260000E-9	5.316990E-12	-3.798027E-11	-4.246100E-11	-4.348466E-11	-4.899804E-11	-5.227195E-11	-5.536126E-11
2	3722001915.596219	1.200480	23.500000	28.566252	-3.250000E-9	5.375390E-12	-3.945513E-11	-4.445065E-11	-4.620475E-11	-5.018298E-11	-5.315986E-11	-5.684944E-11
3	3722001952.020237	1.188342	23.500000	28.573961	-3.250000E-9	5.393180E-12	-4.142921E-11	-4.475200E-11	-4.766120E-11	-5.018872E-11	-5.537846E-11	-5.915939E-11
4	3722001988.322912	1.199452	23.500000	28.571483	-3.250000E-9	5.400750E-12	-3.531252E-11	-4.116938E-11	-4.268980E-11	-4.694036E-11	-5.090548E-11	-5.539666E-11
5	3722002024.625922	1.195127	23.500000	28.575784	-3.240000E-9	5.405250E-12	-3.911474E-11	-4.369586E-11	-4.618165E-11	-4.711002E-11	-5.472097E-11	-5.756823E-11
6	3722002060.940669	1.218381	23.500000	28.583810	-3.250000E-9	5.405660E-12	-3.871769E-11	-4.120004E-11	-4.436292E-11	-4.909391E-11	-5.217976E-11	-5.627247E-11
7	3722002097.237937	1.179739	23.500000	28.581213	-3.240000E-9	5.405020E-12	-3.985236E-11	-4.352943E-11	-4.671524E-11	-5.025085E-11	-5.452757E-11	-5.724826E-11
8	3722002133.645569	1.221904	23.500000	28.569226	-3.240000E-9	5.406680E-12	-3.717824E-11	-3.970127E-11	-4.432409E-11	-4.594449E-11	-5.307092E-11	-5.270314E-11
9	3722002170.072942	1.190433	23.500000	28.580699	-3.250000E-9	5.404710E-12	-3.472292E-11	-3.812236E-11	-4.070117E-11	-4.363900E-11	-4.755957E-11	-5.192277E-11
10	3722002206.384345	1.201340	23.500000	28.586922	-3.240000E-9	5.404940E-12	-3.778953E-11	-3.984334E-11	-4.217481E-11	-4.636729E-11	-4.824469E-11	-5.281537E-11
11	3722002242.656282	1.210077	23.500000	28.588190	-3.240000E-9	5.402300E-12	-3.600579E-11	-3.932019E-11	-4.314100E-11	-4.725333E-11	-5.024777E-11	-5.272523E-11
12	3722002278.940578	1.189178	23.500000	28.602260	-3.250000E-9	5.402600E-12	-3.357189E-11	-3.683397E-11	-3.957123E-11	-4.356092E-11	-4.857873E-11	-5.133194E-11
13	3722002315.234177	1.184079	23.500000	28.603390	-3.240000E-9	5.404830E-12	-3.679330E-11	-3.874570E-11	-4.420386E-11	-4.522446E-11	-5.082862E-11	-5.396863E-11
14	3722002351.785728	1.191963	23.500000	28.608719	-3.240000E-9	5.405640E-12	-3.362404E-11	-3.739986E-11	-4.247288E-11	-4.769268E-11	-4.829415E-11	-5.228607E-11
15	3722002388.363072	1.189448	23.500000	28.604597	-3.240000E-9	5.406690E-12	-3.932017E-11	-4.385387E-11	-4.765382E-11	-5.085354E-11	-5.593390E-11	-5.836022E-11
16	3722002425.052622	1.178059	23.500000	28.618132	-3.240000E-9	5.406020E-12	-3.623005E-11	-3.997317E-11	-4.297069E-11	-4.751236E-11	-5.071963E-11	-5.494035E-11
17	3722002461.649168	1.170514	23.500000	28.612169	-3.240000E-9	5.404180E-12	-3.938785E-11	-4.126524E-11	-4.641306E-11	-5.141250E-11	-5.227156E-11	-5.699968E-11
18	3722002498.250438	1.169847	23.500000	28.613356	-3.240000E-9	5.405700E-12	-3.661705E-11	-3.944265E-11	-4.185056E-11	-4.826777E-11	-5.045302E-11	-5.107392E-11
19	3722002535.012054	1.180863	23.500000	28.624990	-3.240000E-9	5.406650E-12	-3.677264E-11	-4.178126E-11	-4.602893E-11	-4.777774E-11	-5.153351E-11	-5.772299E-11
