File,I(600V),I(800V),I(1000V),DepV,I(DepV)
38694_003_2-S_HM_XX_DIODE,-6.047906e-10,-6.510286e-10,-6.985579e-10,208.4084084084084,6.048395894894885e-10
38694_003_2-S_HM_XX_DIODEHALF,-2.349751e-10,-2.528805e-10,-2.798974e-10,213.2132132132132,4.88188504504498e-11
38694_003_2-S_HM_XX_DIODEHALFPSTOP,-2.228574e-10,-2.440945e-10,-2.848583e-10,212.73273273273273,6.982980450450515e-11
38694_003_2-S_HM_XX_DIODEHALFPSTOP_GR,-9.98784e-11,-1.074852e-10,-1.129506e-10,212.73273273273273,1.4450356105105116e-10
38694_003_2-S_HM_XX_DIODEQUARTER,-1.142757e-10,-1.246277e-10,-1.399404e-10,227.14714714714717,1.932653507507461e-11
38694_003_2-S_HM_XX_IRRADSENSOR,-2.81e-09,-3.01e-09,-3.27e-09,228.5885885885886,2.4958858858858897e-09
