File,I(600V),I(800V),I(1000V),DepV
37398_001_PSS_HM_XX_DIODE,-4.825213e-10,-5.203783e-10,-5.756493e-10,251.010101010101
37398_001_PSS_HM_XX_DIODEHALF,-1.81352e-10,-1.958271e-10,-2.250862e-10,263.13131313131316
37398_001_PSS_HM_XX_DIODEHALFPSTOP,-1.829786e-10,-2.043289e-10,-2.637268e-10,279.29292929292933
37398_001_PSS_HM_XX_DIODEHALFPSTOP_GR,-7.555586e-11,-8.102288e-11,-8.56011e-11,259.0909090909091
37398_001_PSS_HM_XX_DIODEQUARTER,-9.419876e-11,-1.023168e-10,-1.242088e-10,295.4545454545455
37398_001_PSS_HM_XX_IRRADSENSOR,-2.89e-09,-3.09e-09,-3.36e-09,279.29292929292933
