File,I(600V),I(800V),I(1000V),DepV
34254_041_PSS_HM_XX_DIODE,-3.168557e-10,-3.315292e-10,-3.647809e-10,255
34254_041_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-1.357064e-10,-1.364348e-10,-1.378659e-10,255
34254_041_PSS_HM_XX_DIODEHALF,-5.56706e-10,-5.735966e-10,-6.325599e-10,252
34254_041_PSS_HM_XX_DIODEQUARTER,-5.780293e-10,-5.940518e-10,-6.58479e-10,257
34254_041_PSS_HM_XX_DIODEHALFPSTOP,-1.642223e-09,-1.695116e-09,-1.881527e-09,275
34254_041_PSS_HM_XX_IRRADSENSOR,-3.876e-09,-4.031e-09,-4.343e-09,289
