File,I(600V),I(800V),I(1000V),DepV
34253_049_PSS_HM_XX_DIODEHALF,-9.181383e-10,-9.513551e-10,-1.105547e-09,186.4495744502138
34253_049_PSS_HM_XX_DIODE,-2.545836e-09,-2.648591e-09,-3.083608e-09,217.3523193503033
34253_049_PSS_HM_XX_DIODEHALFPSTOP,-2.147049e-10,-2.347339e-10,-3.11433e-10,192.78130754674967
34253_049_PSS_HM_XX_DIODEQUARTER,-6.855767e-10,-7.094458e-10,-8.383241e-10,133.48998889999265
34253_049_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-9.454765e-11,-9.546558e-11,-9.635166e-11,193.97197827694478
34253_049_PSS_HM_XX_IRRADSENSOR,-4.5150E-9,-4.7350E-9,-5.1540E-9,303
