Bias: 5000.000000
IV_34252_008_PSS_HM_XX_IrradSensor
Date/Time: 4/28/2021 4:43:02 PM
Sensor Name: IrradSensor
Type: P
Annealing Status: Unirradiated
Environment: RT
Tester: Andrew Kent

Time Delay per Ramp Step (s): 0.500

CV Time Delay per Measurement (s) :0.500

AC Voltage (V): 0.500

Current Number of measurements per voltage: 1.000

IV Time Delay per Measurement (s) :0.000


BiasVoltage	Bias Current_Avg	Bias Current_0	Temperature	Air_Temp	Humidity	Dewpoint	
   -5.0000	-8.506068E-10	-8.506068E-10	   22.2928	   22.4139	    9.4181	  -11.4289	
  -10.0000	-1.063266E-9	-1.063266E-9	   22.2928	   22.4168	    9.0531	  -11.9184	
  -15.0000	-1.243863E-9	-1.243863E-9	   22.2954	   22.4171	    8.8922	  -12.1408	
  -20.0000	-1.371842E-9	-1.371842E-9	   22.2954	   22.4171	    8.8922	  -12.1408	
  -25.0000	-1.463431E-9	-1.463431E-9	   22.2928	   22.4170	    8.6610	  -12.4668	
  -30.0000	-1.525285E-9	-1.525285E-9	   22.2928	   22.4170	    8.6610	  -12.4668	
  -35.0000	-1.582953E-9	-1.582953E-9	   22.2928	   22.4145	    8.3767	  -12.8804	
  -40.0000	-1.635529E-9	-1.635529E-9	   22.2928	   22.4145	    8.3767	  -12.8804	
  -45.0000	-1.688911E-9	-1.688911E-9	   22.2928	   22.4137	    8.1613	  -13.2011	
  -50.0000	-1.726568E-9	-1.726568E-9	   22.2928	   22.4137	    8.1613	  -13.2011	
  -55.0000	-1.753785E-9	-1.753785E-9	   22.2902	   22.4130	    8.0044	  -13.4397	
  -60.0000	-1.782159E-9	-1.782159E-9	   22.2902	   22.4130	    7.9213	  -13.5676	
  -65.0000	-1.811606E-9	-1.811606E-9	   22.2902	   22.4130	    7.9213	  -13.5676	
  -70.0000	-1.833438E-9	-1.833438E-9	   22.2902	   22.4107	    7.7799	  -13.7894	
  -75.0000	-1.850397E-9	-1.850397E-9	   22.2902	   22.4107	    7.7799	  -13.7894	
  -80.0000	-1.867409E-9	-1.867409E-9	   22.2902	   22.4086	    7.6401	  -14.0121	
  -85.0000	-1.881084E-9	-1.881084E-9	   22.2902	   22.4086	    7.6401	  -14.0121	
  -90.0000	-1.893638E-9	-1.893638E-9	   22.2902	   22.4123	    7.5136	  -14.2127	
  -95.0000	-1.904580E-9	-1.904580E-9	   22.2902	   22.4148	    7.4231	  -14.3581	
 -100.0000	-1.915178E-9	-1.915178E-9	   22.2902	   22.4148	    7.4231	  -14.3581	
 -105.0000	-1.923180E-9	-1.923180E-9	   22.2902	   22.4140	    7.3672	  -14.4506	
 -110.0000	-1.931413E-9	-1.931413E-9	   22.2902	   22.4140	    7.3672	  -14.4506	
 -115.0000	-1.934846E-9	-1.934846E-9	   22.2902	   22.4140	    7.2767	  -14.6005	
 -120.0000	-1.937895E-9	-1.937895E-9	   22.2902	   22.4140	    7.2767	  -14.6005	
 -125.0000	-1.946633E-9	-1.946633E-9	   22.2877	   22.4129	    7.1970	  -14.7347	
 -130.0000	-1.948804E-9	-1.948804E-9	   22.2902	   22.4190	    7.1252	  -14.8516	
 -135.0000	-1.953996E-9	-1.953996E-9	   22.2902	   22.4190	    7.1252	  -14.8516	
 -140.0000	-1.961956E-9	-1.961956E-9	   22.2877	   22.4190	    7.0813	  -14.9265	
 -145.0000	-1.964885E-9	-1.964885E-9	   22.2877	   22.4190	    7.0813	  -14.9265	
 -150.0000	-1.972344E-9	-1.972344E-9	   22.2902	   22.4144	    7.0228	  -15.0300	
 -155.0000	-1.968091E-9	-1.968091E-9	   22.2902	   22.4144	    7.0228	  -15.0300	
 -160.0000	-1.973546E-9	-1.973546E-9	   22.2877	   22.4109	    6.9608	  -15.1396	
 -165.0000	-1.973311E-9	-1.973311E-9	   22.2877	   22.4105	    6.9213	  -15.2086	
 -170.0000	-1.977059E-9	-1.977059E-9	   22.2877	   22.4105	    6.9213	  -15.2086	
 -175.0000	-1.974801E-9	-1.974801E-9	   22.2877	   22.4133	    6.8688	  -15.2984	
 -180.0000	-1.977299E-9	-1.977299E-9	   22.2877	   22.4133	    6.8688	  -15.2984	
 -185.0000	-1.983351E-9	-1.983351E-9	   22.2877	   22.4132	    6.8125	  -15.3975	
 -190.0000	-1.991076E-9	-1.991076E-9	   22.2877	   22.4082	    6.7973	  -15.4281	
 -195.0000	-1.988403E-9	-1.988403E-9	   22.2877	   22.4082	    6.7973	  -15.4281	
 -200.0000	-1.989253E-9	-1.989253E-9	   22.2877	   22.4137	    6.7612	  -15.4880	
 -205.0000	-1.994980E-9	-1.994980E-9	   22.2877	   22.4137	    6.7612	  -15.4880	
 -210.0000	-2.000135E-9	-2.000135E-9	   22.2877	   22.4133	    6.7144	  -15.5718	
 -215.0000	-2.009009E-9	-2.009009E-9	   22.2877	   22.4090	    6.6733	  -15.6488	
 -220.0000	-2.012841E-9	-2.012841E-9	   22.2877	   22.4090	    6.6733	  -15.6488	
 -225.0000	-2.021386E-9	-2.021386E-9	   22.2851	   22.4142	    6.6676	  -15.6553	
 -230.0000	-2.025373E-9	-2.025373E-9	   22.2851	   22.4142	    6.6676	  -15.6553	
 -235.0000	-2.039930E-9	-2.039930E-9	   22.2877	   22.4127	    6.6319	  -15.7208	
 -240.0000	-2.047403E-9	-2.047403E-9	   22.2877	   22.4127	    6.6319	  -15.7208	
 -245.0000	-2.058101E-9	-2.058101E-9	   22.2877	   22.4096	    6.6012	  -15.7788	
 -250.0000	-2.069419E-9	-2.069419E-9	   22.2877	   22.4128	    6.5825	  -15.8104	
 -255.0000	-2.081088E-9	-2.081088E-9	   22.2877	   22.4128	    6.5825	  -15.8104	
 -260.0000	-2.094822E-9	-2.094822E-9	   22.2851	   22.4127	    6.5566	  -15.8578	
 -265.0000	-2.108671E-9	-2.108671E-9	   22.2851	   22.4127	    6.5566	  -15.8578	
 -270.0000	-2.117680E-9	-2.117680E-9	   22.2851	   22.4136	    6.5361	  -15.8948	
 -275.0000	-2.128645E-9	-2.128645E-9	   22.2851	   22.4136	    6.5361	  -15.8948	
 -280.0000	-2.139099E-9	-2.139099E-9	   22.2851	   22.4071	    6.5044	  -15.9576	
 -285.0000	-2.147280E-9	-2.147280E-9	   22.2851	   22.4071	    6.5044	  -15.9576	
 -290.0000	-2.155458E-9	-2.155458E-9	   22.2851	   22.4090	    6.4807	  -16.0000	
 -295.0000	-2.164829E-9	-2.164829E-9	   22.2851	   22.4081	    6.4744	  -16.0123	
 -300.0000	-2.170227E-9	-2.170227E-9	   22.2851	   22.4081	    6.4744	  -16.0123	
 -305.0000	-2.176556E-9	-2.176556E-9	   22.2851	   22.4091	    6.4497	  -16.0573	
 -310.0000	-2.183623E-9	-2.183623E-9	   22.2851	   22.4091	    6.4497	  -16.0573	
 -315.0000	-2.187669E-9	-2.187669E-9	   22.2825	   22.4102	    6.4349	  -16.0841	
 -320.0000	-2.195284E-9	-2.195284E-9	   22.2825	   22.4102	    6.4349	  -16.0841	
 -325.0000	-2.198302E-9	-2.198302E-9	   22.2851	   22.4101	    6.4061	  -16.1378	
 -330.0000	-2.204118E-9	-2.204118E-9	   22.2825	   22.4052	    6.3928	  -16.1661	
 -335.0000	-2.210105E-9	-2.210105E-9	   22.2825	   22.4052	    6.3928	  -16.1661	
 -340.0000	-2.212995E-9	-2.212995E-9	   22.2851	   22.4157	    6.3703	  -16.2006	
 -345.0000	-2.216676E-9	-2.216676E-9	   22.2851	   22.4157	    6.3703	  -16.2006	
 -350.0000	-2.221951E-9	-2.221951E-9	   22.2825	   22.4128	    6.3634	  -16.2158	
 -355.0000	-2.223870E-9	-2.223870E-9	   22.2851	   22.4125	    6.3514	  -16.2386	
 -360.0000	-2.230090E-9	-2.230090E-9	   22.2851	   22.4125	    6.3514	  -16.2386	
 -365.0000	-2.231407E-9	-2.231407E-9	   22.2851	   22.4084	    6.3425	  -16.2582	
 -370.0000	-2.232801E-9	-2.232801E-9	   22.2851	   22.4084	    6.3425	  -16.2582	
 -375.0000	-2.239434E-9	-2.239434E-9	   22.2825	   22.4063	    6.3251	  -16.2925	
 -380.0000	-2.240213E-9	-2.240213E-9	   22.2825	   22.4080	    6.3150	  -16.3104	
 -385.0000	-2.246452E-9	-2.246452E-9	   22.2825	   22.4080	    6.3150	  -16.3104	
 -390.0000	-2.250577E-9	-2.250577E-9	   22.2851	   22.4080	    6.3150	  -16.3104	
 -395.0000	-2.257737E-9	-2.257737E-9	   22.2851	   22.4080	    6.3150	  -16.3104	
 -400.0000	-2.254980E-9	-2.254980E-9	   22.2825	   22.4113	    6.3046	  -16.3278	
 -410.0000	-2.263766E-9	-2.263766E-9	   22.2825	   22.4113	    6.3046	  -16.3278	
 -420.0000	-2.271614E-9	-2.271614E-9	   22.2825	   22.4087	    6.2925	  -16.3524	
 -430.0000	-2.274106E-9	-2.274106E-9	   22.2825	   22.4104	    6.2834	  -16.3686	
 -440.0000	-2.284471E-9	-2.284471E-9	   22.2825	   22.4104	    6.2834	  -16.3686	
 -450.0000	-2.291017E-9	-2.291017E-9	   22.2825	   22.4104	    6.2685	  -16.3969	
 -460.0000	-2.296936E-9	-2.296936E-9	   22.2825	   22.4104	    6.2685	  -16.3969	
 -470.0000	-2.308463E-9	-2.308463E-9	   22.2825	   22.4133	    6.2663	  -16.3990	
 -480.0000	-2.304630E-9	-2.304630E-9	   22.2825	   22.4133	    6.2663	  -16.3990	
 -490.0000	-2.315398E-9	-2.315398E-9	   22.2825	   22.4045	    6.2432	  -16.4494	
 -500.0000	-2.318550E-9	-2.318550E-9	   22.2825	   22.4098	    6.2277	  -16.4752	
 -510.0000	-2.327666E-9	-2.327666E-9	   22.2825	   22.4098	    6.2277	  -16.4752	
 -520.0000	-2.331300E-9	-2.331300E-9	   22.2825	   22.4095	    6.2324	  -16.4663	
 -530.0000	-2.341088E-9	-2.341088E-9	   22.2825	   22.4095	    6.2324	  -16.4663	
 -540.0000	-2.348405E-9	-2.348405E-9	   22.2825	   22.4066	    6.2125	  -16.5066	
 -550.0000	-2.351411E-9	-2.351411E-9	   22.2825	   22.4066	    6.2125	  -16.5066	
 -560.0000	-2.355711E-9	-2.355711E-9	   22.2799	   22.4093	    6.2166	  -16.4967	
 -570.0000	-2.358374E-9	-2.358374E-9	   22.2825	   22.4093	    6.2154	  -16.4991	
 -580.0000	-2.362342E-9	-2.362342E-9	   22.2825	   22.4093	    6.2154	  -16.4991	
 -590.0000	-2.372285E-9	-2.372285E-9	   22.2799	   22.4141	    6.2176	  -16.4915	
 -600.0000	-2.375203E-9	-2.375203E-9	   22.2799	   22.4075	    6.2005	  -16.5290	
 -610.0000	-2.380525E-9	-2.380525E-9	   22.2799	   22.4075	    6.2005	  -16.5290	
 -620.0000	-2.386917E-9	-2.386917E-9	   22.2825	   22.4069	    6.2040	  -16.5228	
 -630.0000	-2.396181E-9	-2.396181E-9	   22.2825	   22.4069	    6.2040	  -16.5228	
 -640.0000	-2.397071E-9	-2.397071E-9	   22.2799	   22.4098	    6.1935	  -16.5407	
 -650.0000	-2.403216E-9	-2.403216E-9	   22.2825	   22.4135	    6.1951	  -16.5350	
 -660.0000	-2.409049E-9	-2.409049E-9	   22.2825	   22.4135	    6.1951	  -16.5350	
 -670.0000	-2.414497E-9	-2.414497E-9	   22.2799	   22.4135	    6.1920	  -16.5411	
 -680.0000	-2.420379E-9	-2.420379E-9	   22.2799	   22.4135	    6.1920	  -16.5411	
 -690.0000	-2.424741E-9	-2.424741E-9	   22.2825	   22.4104	    6.1837	  -16.5592	
 -700.0000	-2.431108E-9	-2.431108E-9	   22.2825	   22.4104	    6.1837	  -16.5592	
 -710.0000	-2.435684E-9	-2.435684E-9	   22.2799	   22.4114	    6.1762	  -16.5730	
 -720.0000	-2.442015E-9	-2.442015E-9	   22.2799	   22.4124	    6.1698	  -16.5845	
 -730.0000	-2.448686E-9	-2.448686E-9	   22.2799	   22.4124	    6.1698	  -16.5845	
 -740.0000	-2.456135E-9	-2.456135E-9	   22.2799	   22.4140	    6.1711	  -16.5810	
 -750.0000	-2.465829E-9	-2.465829E-9	   22.2799	   22.4140	    6.1711	  -16.5810	
 -760.0000	-2.467079E-9	-2.467079E-9	   22.2799	   22.4114	    6.1682	  -16.5883	
 -770.0000	-2.473968E-9	-2.473968E-9	   22.2799	   22.4114	    6.1682	  -16.5883	
 -780.0000	-2.480159E-9	-2.480159E-9	   22.2799	   22.4095	    6.1537	  -16.6178	
 -790.0000	-2.486220E-9	-2.486220E-9	   22.2799	   22.4095	    6.1537	  -16.6178	
 -800.0000	-2.492794E-9	-2.492794E-9	   22.2799	   22.4097	    6.1429	  -16.6385	
 -810.0000	-2.501132E-9	-2.501132E-9	   22.2799	   22.4097	    6.1429	  -16.6385	
 -820.0000	-2.507828E-9	-2.507828E-9	   22.2799	   22.4082	    6.1410	  -16.6433	
 -830.0000	-2.515626E-9	-2.515626E-9	   22.2799	   22.4122	    6.1392	  -16.6440	
 -840.0000	-2.524881E-9	-2.524881E-9	   22.2799	   22.4122	    6.1392	  -16.6440	
 -850.0000	-2.528878E-9	-2.528878E-9	   22.2799	   22.4110	    6.1325	  -16.6578	
 -860.0000	-2.539370E-9	-2.539370E-9	   22.2799	   22.4110	    6.1325	  -16.6578	
 -870.0000	-2.548664E-9	-2.548664E-9	   22.2799	   22.4123	    6.1335	  -16.6550	
 -880.0000	-2.558779E-9	-2.558779E-9	   22.2799	   22.4123	    6.1335	  -16.6550	
 -890.0000	-2.567760E-9	-2.567760E-9	   22.2799	   22.4126	    6.1211	  -16.6788	
 -900.0000	-2.582259E-9	-2.582259E-9	   22.2774	   22.4132	    6.1316	  -16.6580	
 -910.0000	-2.587430E-9	-2.587430E-9	   22.2774	   22.4132	    6.1316	  -16.6580	
 -920.0000	-2.600117E-9	-2.600117E-9	   22.2774	   22.4100	    6.1218	  -16.6794	
 -930.0000	-2.605748E-9	-2.605748E-9	   22.2774	   22.4088	    6.1192	  -16.6852	
 -940.0000	-2.623524E-9	-2.623524E-9	   22.2774	   22.4088	    6.1192	  -16.6852	
 -950.0000	-2.631828E-9	-2.631828E-9	   22.2774	   22.4098	    6.1104	  -16.7017	
 -960.0000	-2.650372E-9	-2.650372E-9	   22.2774	   22.4098	    6.1104	  -16.7017	
 -970.0000	-2.658739E-9	-2.658739E-9	   22.2799	   22.4133	    6.1059	  -16.7078	
 -980.0000	-2.675647E-9	-2.675647E-9	   22.2774	   22.4121	    6.1047	  -16.7111	
 -990.0000	-2.690177E-9	-2.690177E-9	   22.2774	   22.4121	    6.1047	  -16.7111	
-1000.0000	-2.705583E-9	-2.705583E-9	   22.2774	   22.4122	    6.0908	  -16.7382	
