File,I(600V),I(800V),I(1000V),DepV,I(DepV)
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_0min,-1.310616e-05,-1.522222e-05,-1.798702e-05,554.8148148148148,1.2649471296296296e-05
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_10min,-1.251052e-05,-1.446944e-05,-1.702291e-05,472.2222222222222,1.1352969722222222e-05
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_20min,-1.17652e-05,-1.361893e-05,-1.611662e-05,449.25925925925924,1.0524879814814815e-05
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_30min,-1.149432e-05,-1.330107e-05,-1.580041e-05,442.5925925925926,1.0250876574074074e-05
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_40min,-1.118173e-05,-1.297322e-05,-1.548284e-05,430.3703703703704,9.892723481481482e-06
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_50min,-1.09291e-05,-1.264602e-05,-1.498515e-05,438.5185185185185,9.730554259259259e-06
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_60min,-1.065739e-05,-1.233187e-05,-1.458021e-05,443.3333333333333,9.513130083333333e-06
N4789_21_LL_DIODEQUARTER_GR_Irradiated_60C_70min,-1.02939e-05,-1.18796e-05,-1.408429e-05,449.25925925925924,9.25408463888889e-06
