File,I(600V),I(800V),I(1000V),DepV
37398_012_PSS_HM_XX_DIODEHALFPSTOP,-1.647729e-10,-1.857175e-10,-2.44892e-10,278.60253478401853
37398_012_PSS_HM_XX_DIODE,-4.062692e-10,-4.400346e-10,-5.015012e-10,259.71395331713717
37398_012_PSS_HM_XX_DIODEQUARTER,-8.869761e-11,-9.66505e-11,-1.177171e-10,285.82923294370244
37398_012_PSS_HM_XX_DIODEHALF,-1.613415e-10,-1.749356e-10,-2.048537e-10,266.4901304991275
37398_012_PSS_HM_XX_DIODEHALFPSTOP_GR,-6.413014e-11,-6.882774e-11,-7.29374e-11,261.2153563485586
37398_012_PSS_HM_XX_IRRADSENSOR,-2.5900E-9,-2.7800E-9,-3.0300E-9,295
