#Open Capacitance 1000Hz:4.464170E-12
#Open Capacitance 1000000Hz:Not Measured
#38202_001_2-S_HM_XX_Unirrad_Single
#Date/Time: 4/15/2022 1:53:34 PM
#Sensor Name: 38202_001_2-S_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: Diced at Fermilab

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3732890094.284602	1.290105	23.500000	27.475210	-2.980000E-9	-6.024221E-11	7.939020E-11	-3.064703E-11	-3.012101E-11	-3.050843E-11	-3.312508E-11	-3.110039E-11	-3.057773E-11	-6.820472E-7	-3.409205E-6
2	3732890110.697680	1.343501	23.500000	27.486127	-2.970000E-9	-4.972860E-11	7.940560E-11	-2.985196E-11	-2.975054E-11	-3.094551E-11	-3.000611E-11	-3.013853E-11	-2.992903E-11	-6.840806E-7	-3.419396E-6
3	3732890127.442334	1.250536	23.500000	27.491538	-2.970000E-9	-5.083002E-11	7.942430E-11	-3.019235E-11	-2.765400E-11	-2.858729E-11	-2.648521E-11	-2.822971E-11	-2.812064E-11	-6.843036E-7	-3.420548E-6
4	3732890144.175054	1.315410	23.500000	27.504042	-2.970000E-9	-5.753871E-11	7.944780E-11	-2.949806E-11	-2.961930E-11	-3.047223E-11	-2.821028E-11	-2.944997E-11	-2.955868E-11	-6.843389E-7	-3.420682E-6
5	3732890160.889280	1.287688	23.500000	27.509332	-2.970000E-9	-5.288266E-11	7.946740E-11	-3.403810E-11	-3.269963E-11	-3.170727E-11	-2.975730E-11	-3.205057E-11	-3.220345E-11	-6.837982E-7	-3.417987E-6
6	3732890177.617050	1.331813	23.500000	27.517636	-2.970000E-9	-5.193145E-11	7.948380E-11	-3.244673E-11	-3.116774E-11	-2.963524E-11	-2.988077E-11	-3.078262E-11	-3.052426E-11	-6.830862E-7	-3.414458E-6
7	3732890194.360470	1.305894	23.500000	27.522849	-2.960000E-9	-5.653739E-11	7.949810E-11	-2.918875E-11	-2.939932E-11	-3.033260E-11	-3.078646E-11	-2.992678E-11	-2.986596E-11	-6.829964E-7	-3.413936E-6
8	3732890211.081786	1.297829	23.500000	27.527029	-2.970000E-9	-5.508551E-11	7.950820E-11	-2.731626E-11	-2.432568E-11	-2.624457E-11	-2.733098E-11	-2.630437E-11	-2.678041E-11	-6.823096E-7	-3.410534E-6
9	3732890227.890658	1.350219	23.500000	27.526634	-2.970000E-9	-5.313300E-11	7.953080E-11	-2.934759E-11	-2.936477E-11	-2.591501E-11	-2.777463E-11	-2.810050E-11	-2.856111E-11	-6.826464E-7	-3.412229E-6
10	3732890244.645787	1.389174	23.500000	27.529823	-2.960000E-9	-5.163105E-11	7.954980E-11	-2.864247E-11	-2.799338E-11	-2.824647E-11	-3.006968E-11	-2.873800E-11	-2.844447E-11	-6.826982E-7	-3.412483E-6
11	3732890261.368445	1.285853	23.500000	27.523779	-2.960000E-9	-5.057971E-11	7.956610E-11	-2.681231E-11	-2.648213E-11	-2.743544E-11	-2.790913E-11	-2.715975E-11	-2.712388E-11	-6.824210E-7	-3.411036E-6
12	3732890278.165653	1.344683	23.500000	27.534639	-2.970000E-9	-5.283260E-11	7.958130E-11	-3.050269E-11	-2.789483E-11	-2.990285E-11	-3.040312E-11	-2.967587E-11	-3.015298E-11	-6.807310E-7	-3.402625E-6
13	3732890294.998063	1.297634	23.500000	27.545499	-2.960000E-9	-4.847695E-11	7.960160E-11	-2.824340E-11	-2.963687E-11	-3.047999E-11	-3.024754E-11	-2.965195E-11	-2.994221E-11	-6.799413E-7	-3.398666E-6
14	3732890311.738485	1.308236	23.500000	27.537078	-2.960000E-9	-5.283260E-11	7.962050E-11	-2.885835E-11	-3.028657E-11	-2.911085E-11	-2.981556E-11	-2.951783E-11	-2.946321E-11	-6.784235E-7	-3.391089E-6
15	3732890328.493929	1.243314	23.500000	27.544309	-2.960000E-9	-5.473507E-11	7.964270E-11	-2.856497E-11	-3.083530E-11	-2.900085E-11	-2.951747E-11	-2.947965E-11	-2.925916E-11	-6.758500E-7	-3.378176E-6
16	3732890345.268745	1.258262	23.500000	27.541377	-2.950000E-9	-5.483521E-11	7.966070E-11	-3.215641E-11	-3.366784E-11	-3.222899E-11	-3.038799E-11	-3.211031E-11	-3.219270E-11	-6.692433E-7	-3.345133E-6
17	3732890362.037234	1.281885	23.500000	27.549642	-2.960000E-9	-4.101731E-11	7.968020E-11	-3.025448E-11	-2.935145E-11	-3.219297E-11	-3.105936E-11	-3.071457E-11	-3.065692E-11	-6.694654E-7	-3.346254E-6
18	3732890378.774320	1.352488	23.500000	27.547322	-2.960000E-9	-5.158093E-11	7.969080E-11	-2.876061E-11	-2.792035E-11	-2.759162E-11	-2.915049E-11	-2.835577E-11	-2.834048E-11	-6.738443E-7	-3.368195E-6
19	3732890395.521974	1.305597	23.500000	27.553268	-2.960000E-9	-5.798928E-11	7.970590E-11	-2.378370E-11	-2.674217E-11	-2.800706E-11	-2.567335E-11	-2.605157E-11	-2.620776E-11	-6.823383E-7	-3.410644E-6
20	3732890412.234598	1.345729	23.500000	27.547044	-2.960000E-9	-5.874024E-11	7.972160E-11	-2.915335E-11	-2.966957E-11	-2.820924E-11	-3.051760E-11	-2.938744E-11	-2.941146E-11	-6.806430E-7	-3.402178E-6
21	3732890428.909768	1.313332	23.500000	27.561709	-2.960000E-9	-5.423438E-11	7.974130E-11	-2.988136E-11	-2.918218E-11	-3.364166E-11	-3.183909E-11	-3.113607E-11	-3.086023E-11	-6.806767E-7	-3.402402E-6
22	3732890445.609491	1.300147	23.500000	27.564265	-2.960000E-9	-5.263234E-11	7.975890E-11	-2.957042E-11	-2.707050E-11	-2.919015E-11	-3.140405E-11	-2.930878E-11	-2.938028E-11	-6.804288E-7	-3.401098E-6
23	3732890462.451899	1.285784	23.500000	27.555545	-2.960000E-9	-5.273249E-11	7.977460E-11	-2.531189E-11	-2.352732E-11	-2.726983E-11	-2.428804E-11	-2.509927E-11	-2.479997E-11	-6.805624E-7	-3.401796E-6
24	3732890479.361162	1.256127	23.500000	27.551364	-2.960000E-9	-5.848994E-11	7.979500E-11	-2.845967E-11	-2.569113E-11	-2.504591E-11	-2.802564E-11	-2.680559E-11	-2.685838E-11	-6.812861E-7	-3.405383E-6
25	3732890496.237662	1.274435	23.500000	27.547501	-2.960000E-9	-4.977866E-11	7.981160E-11	-2.794817E-11	-2.810087E-11	-2.791547E-11	-2.599165E-11	-2.748904E-11	-2.793182E-11	-6.809439E-7	-3.403704E-6
26	3732890512.963792	1.274588	23.500000	27.549719	-2.950000E-9	-4.902772E-11	7.982240E-11	-2.633594E-11	-2.742193E-11	-2.714573E-11	-2.557889E-11	-2.662062E-11	-2.674084E-11	-6.807745E-7	-3.402849E-6
27	3732890529.698205	1.287815	23.500000	27.548769	-2.960000E-9	-5.728834E-11	7.984060E-11	-2.593258E-11	-2.905562E-11	-2.604379E-11	-2.729660E-11	-2.708215E-11	-2.667019E-11	-6.812829E-7	-3.405408E-6
28	3732890546.585626	1.298373	23.500000	27.555803	-2.950000E-9	-5.568625E-11	7.986110E-11	-2.365836E-11	-2.659660E-11	-2.365550E-11	-2.548976E-11	-2.485005E-11	-2.457406E-11	-6.815612E-7	-3.406776E-6
29	3732890563.484171	1.254601	23.500000	27.552356	-2.960000E-9	-4.997891E-11	7.987730E-11	-2.409320E-11	-2.490607E-11	-2.413430E-11	-2.666795E-11	-2.495038E-11	-2.452018E-11	-6.810147E-7	-3.404035E-6
30	3732890580.162534	1.265718	23.500000	27.556239	-2.950000E-9	-5.869016E-11	7.989300E-11	-3.123374E-11	-3.183747E-11	-3.102952E-11	-3.052598E-11	-3.115668E-11	-3.113163E-11	-6.805453E-7	-3.401687E-6
31	3732890596.927563	1.259219	23.500000	27.565138	-2.950000E-9	-4.942820E-11	7.991020E-11	-3.240070E-11	-3.253747E-11	-3.269080E-11	-3.319905E-11	-3.270700E-11	-3.261414E-11	-6.807620E-7	-3.402766E-6
32	3732890613.782324	1.257971	23.500000	27.568130	-2.950000E-9	-5.002899E-11	7.992970E-11	-2.720400E-11	-2.729027E-11	-2.645350E-11	-2.554005E-11	-2.662196E-11	-2.682875E-11	-6.818199E-7	-3.408033E-6
33	3732890630.801337	1.271619	23.500000	27.563057	-2.950000E-9	-4.782611E-11	7.994120E-11	-2.733668E-11	-2.805877E-11	-2.783123E-11	-2.655143E-11	-2.744453E-11	-2.758395E-11	-6.804606E-7	-3.401240E-6
34	3732890647.562555	1.289121	23.500000	27.573875	-2.950000E-9	-5.203156E-11	7.995440E-11	-2.784533E-11	-2.679715E-11	-2.925495E-11	-2.590640E-11	-2.745096E-11	-2.732124E-11	-6.800939E-7	-3.399416E-6
35	3732890664.417926	1.222336	23.500000	27.580951	-2.950000E-9	-4.712521E-11	7.996610E-11	-2.613007E-11	-2.838220E-11	-2.639175E-11	-2.843249E-11	-2.733413E-11	-2.738698E-11	-6.809568E-7	-3.403706E-6
36	3732890681.278701	1.242130	23.500000	27.572668	-2.950000E-9	-5.077995E-11	7.998020E-11	-2.517960E-11	-2.420565E-11	-2.574509E-11	-2.380167E-11	-2.473300E-11	-2.469262E-11	-6.809467E-7	-3.403696E-6
37	3732890698.417826	1.266295	23.500000	27.579683	-2.960000E-9	-4.797630E-11	7.999250E-11	-2.480405E-11	-2.605524E-11	-2.536177E-11	-2.581400E-11	-2.550877E-11	-2.558788E-11	-6.813733E-7	-3.405827E-6
38	3732890715.312426	1.334158	23.500000	27.597042	-2.950000E-9	-5.683777E-11	8.000060E-11	-2.626724E-11	-2.626356E-11	-2.869560E-11	-2.746547E-11	-2.717297E-11	-2.686635E-11	-6.808889E-7	-3.403403E-6
39	3732890732.077054	1.245895	23.500000	27.586836	-2.950000E-9	-5.123054E-11	8.001320E-11	-2.329261E-11	-2.618484E-11	-2.756279E-11	-2.589863E-11	-2.573472E-11	-2.604174E-11	-6.807188E-7	-3.402561E-6
40	3732890748.998668	1.234547	23.500000	27.583429	-2.950000E-9	-5.568623E-11	8.002310E-11	-2.462230E-11	-2.380311E-11	-2.497190E-11	-2.580807E-11	-2.480134E-11	-2.479710E-11	-6.808465E-7	-3.403186E-6
41	3732890765.899429	1.227104	23.500000	27.600966	-2.950000E-9	-5.133063E-11	8.002980E-11	-2.624639E-11	-2.949251E-11	-2.807349E-11	-2.625559E-11	-2.751699E-11	-2.716454E-11	-6.817793E-7	-3.407889E-6
42	3732890782.678903	1.236412	23.500000	27.604613	-2.950000E-9	-5.158100E-11	8.004350E-11	-2.159780E-11	-2.550283E-11	-2.493040E-11	-2.434345E-11	-2.409362E-11	-2.463693E-11	-6.809233E-7	-3.403566E-6
43	3732890799.421103	1.231800	23.500000	27.605127	-2.950000E-9	-4.947827E-11	8.005340E-11	-2.284162E-11	-2.228308E-11	-2.790542E-11	-2.623555E-11	-2.481642E-11	-2.453859E-11	-6.815470E-7	-3.406671E-6
44	3732890816.322540	1.239439	23.500000	27.613034	-2.950000E-9	-4.912782E-11	8.006440E-11	-2.421690E-11	-2.380291E-11	-2.779994E-11	-2.640177E-11	-2.555538E-11	-2.530933E-11	-6.815209E-7	-3.406553E-6
45	3732890833.271262	1.242886	23.500000	27.604275	-2.950000E-9	-5.188135E-11	8.007300E-11	-2.840039E-11	-2.591030E-11	-2.505920E-11	-2.852817E-11	-2.697452E-11	-2.715535E-11	-6.826260E-7	-3.412113E-6
46	3732890849.980671	1.241333	23.500000	27.601540	-2.950000E-9	-5.183129E-11	8.008730E-11	-2.403618E-11	-2.352650E-11	-2.632817E-11	-2.506636E-11	-2.473930E-11	-2.455127E-11	-6.823742E-7	-3.410803E-6
47	3732890866.760590	1.270811	23.500000	27.604494	-2.950000E-9	-5.052958E-11	8.009800E-11	-2.303870E-11	-2.467812E-11	-2.409873E-11	-2.368556E-11	-2.387528E-11	-2.389214E-11	-6.814192E-7	-3.406035E-6
48	3732890883.779555	1.304758	23.500000	27.619356	-2.950000E-9	-5.538588E-11	8.010590E-11	-2.690696E-11	-2.762168E-11	-2.609696E-11	-2.700467E-11	-2.690757E-11	-2.695582E-11	-6.822600E-7	-3.410353E-6
49	3732890900.658199	1.289698	23.500000	27.615413	-2.950000E-9	-5.062973E-11	8.011560E-11	-3.125868E-11	-3.125235E-11	-3.089396E-11	-3.080585E-11	-3.105271E-11	-3.107316E-11	-6.820926E-7	-3.409371E-6
