#Open Capacitance 1000Hz:4.467450E-12
#Open Capacitance 1000000Hz:Not Measured
#38202_031_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/29/2022 10:16:02 AM
#Sensor Name: 38202_031_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3734086641.854458	1.257834	-20.000000	26.915429	-1.619500E-5	-5.428429E-11	8.137210E-11	-2.266661E-7	-2.266590E-7	-2.266593E-7	-2.266603E-7	-2.266612E-7	-2.266598E-7	-3.448894E-7	-2.630661E-6
2	3734086658.123559	1.234788	-20.000000	26.922384	-1.617700E-5	-5.238181E-11	8.137570E-11	-2.239259E-7	-2.239301E-7	-2.239304E-7	-2.239325E-7	-2.239297E-7	-2.239303E-7	-3.486134E-7	-2.638339E-6
3	3734086674.281075	1.233547	-20.000000	26.917610	-1.617800E-5	-5.393385E-11	8.137380E-11	-2.223958E-7	-2.223949E-7	-2.223909E-7	-2.223933E-7	-2.223937E-7	-2.223941E-7	-3.488723E-7	-2.633698E-6
4	3734086690.240501	1.231310	-20.000000	26.901657	-1.617200E-5	-5.213152E-11	8.137210E-11	-2.217749E-7	-2.217656E-7	-2.217704E-7	-2.217723E-7	-2.217708E-7	-2.217714E-7	-3.497248E-7	-2.635577E-6
5	3734086706.321859	1.220422	-20.000000	26.879125	-1.617300E-5	-5.238184E-11	8.136950E-11	-2.216866E-7	-2.216849E-7	-2.216791E-7	-2.216836E-7	-2.216836E-7	-2.216842E-7	-3.503819E-7	-2.638340E-6
6	3734086722.649927	1.230843	-20.000000	26.888319	-1.617000E-5	-5.518544E-11	8.136090E-11	-2.214910E-7	-2.214908E-7	-2.214897E-7	-2.214902E-7	-2.214904E-7	-2.214905E-7	-3.497804E-7	-2.634553E-6
7	3734086738.727981	1.211257	-20.000000	26.879047	-1.617000E-5	-5.448453E-11	8.136230E-11	-2.215255E-7	-2.215259E-7	-2.215426E-7	-2.215594E-7	-2.215384E-7	-2.215343E-7	-3.499564E-7	-2.635714E-6
8	3734086754.578131	1.213547	-20.000000	26.860340	-1.616700E-5	-5.508531E-11	8.135630E-11	-2.215185E-7	-2.215098E-7	-2.215045E-7	-2.214954E-7	-2.215071E-7	-2.215072E-7	-3.489799E-7	-2.630519E-6
9	3734086770.545914	1.218665	-20.000000	26.847023	-1.616600E-5	-5.293254E-11	8.135060E-11	-2.214573E-7	-2.214382E-7	-2.214248E-7	-2.214388E-7	-2.214398E-7	-2.214385E-7	-3.500940E-7	-2.635949E-6
10	3734086786.574873	1.219726	-20.000000	26.837234	-1.616100E-5	-4.962829E-11	8.134920E-11	-2.214512E-7	-2.214536E-7	-2.214445E-7	-2.214436E-7	-2.214482E-7	-2.214478E-7	-3.505883E-7	-2.638596E-6
11	3734086802.612473	1.199594	-20.000000	26.830218	-1.616100E-5	-5.723809E-11	8.134600E-11	-2.212893E-7	-2.212902E-7	-2.213021E-7	-2.213089E-7	-2.212976E-7	-2.212962E-7	-3.501813E-7	-2.635884E-6
12	3734086818.657659	1.202094	-20.000000	26.831348	-1.615600E-5	-5.573613E-11	8.134100E-11	-2.212600E-7	-2.212753E-7	-2.212892E-7	-2.212853E-7	-2.212774E-7	-2.212803E-7	-3.500291E-7	-2.634994E-6
13	3734086834.707430	1.221458	-20.000000	26.830060	-1.615700E-5	-5.298256E-11	8.134390E-11	-2.212069E-7	-2.212062E-7	-2.212088E-7	-2.211954E-7	-2.212043E-7	-2.212066E-7	-3.505280E-7	-2.636999E-6
14	3734086850.754208	1.224344	-20.000000	26.815595	-1.615200E-5	-5.418416E-11	8.133730E-11	-2.211434E-7	-2.211477E-7	-2.211521E-7	-2.211605E-7	-2.211509E-7	-2.211499E-7	-3.502783E-7	-2.635595E-6
15	3734086866.782749	1.227766	-20.000000	26.813236	-1.615400E-5	-5.223161E-11	8.133520E-11	-2.210725E-7	-2.210720E-7	-2.210685E-7	-2.210647E-7	-2.210694E-7	-2.210703E-7	-3.501866E-7	-2.635025E-6
16	3734086882.891931	1.206755	-20.000000	26.810956	-1.615000E-5	-5.303267E-11	8.133020E-11	-2.209972E-7	-2.209929E-7	-2.209980E-7	-2.210022E-7	-2.209976E-7	-2.209976E-7	-3.498194E-7	-2.632898E-6
17	3734086899.066064	1.223505	-20.000000	26.808481	-1.614500E-5	-5.243188E-11	8.133080E-11	-2.209170E-7	-2.209228E-7	-2.209279E-7	-2.209362E-7	-2.209260E-7	-2.209254E-7	-3.499108E-7	-2.633036E-6
18	3734086914.950578	1.212598	-20.000000	26.796787	-1.614500E-5	-5.027911E-11	8.132730E-11	-2.208107E-7	-2.208089E-7	-2.208027E-7	-2.207953E-7	-2.208044E-7	-2.208058E-7	-3.505322E-7	-2.635545E-6
19	3734086931.020436	1.217102	-20.000000	26.797917	-1.613500E-5	-5.223165E-11	8.132650E-11	-2.206576E-7	-2.206556E-7	-2.206532E-7	-2.206480E-7	-2.206536E-7	-2.206544E-7	-3.507530E-7	-2.635997E-6
20	3734086947.103359	1.223752	-20.000000	26.786325	-1.613100E-5	-5.643704E-11	8.132800E-11	-2.205749E-7	-2.205629E-7	-2.205601E-7	-2.205641E-7	-2.205655E-7	-2.205635E-7	-3.499039E-7	-2.631510E-6
21	3734086963.231349	1.214911	-20.000000	26.777229	-1.612400E-5	-5.223164E-11	8.132280E-11	-2.205391E-7	-2.205381E-7	-2.205298E-7	-2.205255E-7	-2.205331E-7	-2.205340E-7	-3.500633E-7	-2.632231E-6
22	3734086979.204963	1.216774	-20.000000	26.769639	-1.612700E-5	-5.012891E-11	8.132870E-11	-2.204877E-7	-2.204850E-7	-2.204768E-7	-2.204720E-7	-2.204804E-7	-2.204809E-7	-3.501175E-7	-2.632278E-6
23	3734086995.233091	1.220027	-20.000000	26.783036	-1.612400E-5	-4.972842E-11	8.132250E-11	-2.203886E-7	-2.203809E-7	-2.203851E-7	-2.203871E-7	-2.203854E-7	-2.203861E-7	-3.509161E-7	-2.635833E-6
24	3734087011.323806	1.225791	-20.000000	26.794252	-1.611800E-5	-5.573613E-11	8.132220E-11	-2.203464E-7	-2.203427E-7	-2.203325E-7	-2.203204E-7	-2.203355E-7	-2.203376E-7	-3.514828E-7	-2.638411E-6
25	3734087027.343362	1.225148	-20.000000	26.783945	-1.612000E-5	-5.428425E-11	8.132180E-11	-2.202281E-7	-2.202316E-7	-2.202286E-7	-2.202292E-7	-2.202294E-7	-2.202289E-7	-3.512214E-7	-2.636623E-6
26	3734087043.533758	1.212471	-20.000000	26.767143	-1.611200E-5	-5.238185E-11	8.132420E-11	-2.201625E-7	-2.201654E-7	-2.201686E-7	-2.201711E-7	-2.201669E-7	-2.201670E-7	-3.513576E-7	-2.637153E-6
27	3734087059.535446	1.202914	-20.000000	26.749506	-1.611200E-5	-5.518539E-11	8.132320E-11	-2.201122E-7	-2.201112E-7	-2.201052E-7	-2.201040E-7	-2.201082E-7	-2.201082E-7	-3.516075E-7	-2.638169E-6
28	3734087075.581223	1.211340	-20.000000	26.744987	-1.611000E-5	-5.213153E-11	8.132250E-11	-2.200343E-7	-2.200397E-7	-2.200446E-7	-2.200499E-7	-2.200421E-7	-2.200421E-7	-3.515809E-7	-2.637812E-6
29	3734087091.472815	1.215827	-20.000000	26.746156	-1.610400E-5	-5.198130E-11	8.132110E-11	-2.198940E-7	-2.199064E-7	-2.199048E-7	-2.198949E-7	-2.199000E-7	-2.198998E-7	-3.512608E-7	-2.635717E-6
30	3734087107.685824	1.208611	-20.000000	26.732106	-1.609700E-5	-5.198131E-11	8.132340E-11	-2.199204E-7	-2.199203E-7	-2.199140E-7	-2.199102E-7	-2.199162E-7	-2.199172E-7	-3.517878E-7	-2.638445E-6
31	3734087123.644492	1.188387	-20.000000	26.721306	-1.609100E-5	-5.543576E-11	8.132520E-11	-2.197960E-7	-2.197876E-7	-2.197803E-7	-2.197758E-7	-2.197849E-7	-2.197840E-7	-3.522939E-7	-2.640288E-6
32	3734087139.556973	1.195516	-20.000000	26.736208	-1.609300E-5	-5.423423E-11	8.132070E-11	-2.196868E-7	-2.196883E-7	-2.196816E-7	-2.196734E-7	-2.196825E-7	-2.196842E-7	-3.526137E-7	-2.641471E-6
33	3734087155.618389	1.232411	-20.000000	26.735356	-1.608300E-5	-5.057951E-11	8.132040E-11	-2.195351E-7	-2.195390E-7	-2.195344E-7	-2.195323E-7	-2.195352E-7	-2.195348E-7	-3.520658E-7	-2.638240E-6
34	3734087171.747383	1.214278	-20.000000	26.726974	-1.608200E-5	-5.098002E-11	8.131450E-11	-2.195352E-7	-2.195464E-7	-2.195420E-7	-2.195399E-7	-2.195409E-7	-2.195409E-7	-3.516092E-7	-2.635865E-6
35	3734087187.862954	1.218455	-20.000000	26.722694	-1.608300E-5	-5.473484E-11	8.131650E-11	-2.194055E-7	-2.194107E-7	-2.193931E-7	-2.193778E-7	-2.193968E-7	-2.193993E-7	-3.529842E-7	-2.642309E-6
36	3734087203.696383	1.211581	-20.000000	26.721644	-1.607600E-5	-5.092994E-11	8.131490E-11	-2.193863E-7	-2.193770E-7	-2.193824E-7	-2.193790E-7	-2.193812E-7	-2.193807E-7	-3.532374E-7	-2.643361E-6
