#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.284810E-12
#38202_031_2-S_HM_XX_Irrad_20min_Interstrip
#Date/Time: 4/29/2022 9:47:21 AM
#Sensor Name: 38202_031_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3734084920.267506	1.258719	-20.000000	27.580278	-1.629800E-5	5.280200E-12	-2.257460E-7	-2.279509E-7	-2.301899E-7
2	3734084942.206977	1.236329	-20.000000	27.552712	-1.619600E-5	5.349530E-12	-2.240207E-7	-2.262480E-7	-2.285487E-7
3	3734084963.078499	1.244495	-20.000000	27.525483	-1.625400E-5	5.371950E-12	-2.234498E-7	-2.256976E-7	-2.279242E-7
4	3734084983.965766	1.242654	-20.000000	27.499979	-1.626900E-5	5.380850E-12	-2.232519E-7	-2.254782E-7	-2.276879E-7
5	3734085005.084718	1.238424	-20.000000	27.489974	-1.625700E-5	5.384920E-12	-2.229954E-7	-2.253143E-7	-2.276146E-7
6	3734085026.116102	1.248299	-20.000000	27.496571	-1.626300E-5	5.384940E-12	-2.230554E-7	-2.253113E-7	-2.276248E-7
7	3734085047.529195	1.248515	-20.000000	27.489795	-1.625800E-5	5.387990E-12	-2.229777E-7	-2.252440E-7	-2.275565E-7
8	3734085069.294321	1.221520	-20.000000	27.476816	-1.623800E-5	5.386440E-12	-2.229918E-7	-2.253651E-7	-2.276300E-7
9	3734085090.227170	1.235781	-20.000000	27.470592	-1.626100E-5	5.386730E-12	-2.230772E-7	-2.254131E-7	-2.276867E-7
10	3734085111.271250	1.215507	-20.000000	27.446377	-1.626300E-5	5.387850E-12	-2.230256E-7	-2.253673E-7	-2.277217E-7
11	3734085132.287791	1.220258	-20.000000	27.436665	-1.626800E-5	5.388890E-12	-2.230735E-7	-2.253997E-7	-2.277032E-7
12	3734085153.301195	1.209552	-20.000000	27.427829	-1.626700E-5	5.388790E-12	-2.230125E-7	-2.253363E-7	-2.276864E-7
13	3734085174.295968	1.219942	-20.000000	27.427234	-1.627200E-5	5.388130E-12	-2.230016E-7	-2.253995E-7	-2.277461E-7
14	3734085195.332226	1.237872	-20.000000	27.432603	-1.627900E-5	5.386960E-12	-2.230925E-7	-2.253465E-7	-2.277530E-7
15	3734085216.422732	1.210281	-20.000000	27.403909	-1.628000E-5	5.387110E-12	-2.230368E-7	-2.253827E-7	-2.277681E-7
16	3734085237.422041	1.223264	-20.000000	27.392317	-1.628500E-5	5.387390E-12	-2.231015E-7	-2.255009E-7	-2.278576E-7
17	3734085258.589041	1.266576	-20.000000	27.402145	-1.626600E-5	5.387220E-12	-2.231674E-7	-2.255022E-7	-2.278576E-7
18	3734085279.517810	1.279092	-20.000000	27.380584	-1.628500E-5	5.387700E-12	-2.230541E-7	-2.253218E-7	-2.277003E-7
19	3734085300.545000	1.268446	-20.000000	27.367982	-1.627900E-5	5.386230E-12	-2.228976E-7	-2.251925E-7	-2.275651E-7
20	3734085321.593039	1.252236	-20.000000	27.379296	-1.627600E-5	5.386340E-12	-2.227770E-7	-2.251600E-7	-2.275078E-7
21	3734085342.896796	1.260110	-20.000000	27.368636	-1.620500E-5	5.386590E-12	-2.227155E-7	-2.251244E-7	-2.275121E-7
22	3734085363.743304	1.241447	-20.000000	27.374125	-1.625200E-5	5.386350E-12	-2.227744E-7	-2.251524E-7	-2.275144E-7
23	3734085384.699801	1.224992	-20.000000	27.353457	-1.628400E-5	5.386980E-12	-2.227819E-7	-2.251534E-7	-2.275358E-7
24	3734085406.138969	1.219965	-20.000000	27.333917	-1.628700E-5	5.386390E-12	-2.228350E-7	-2.251764E-7	-2.276052E-7
25	3734085427.871731	1.238681	-20.000000	27.333203	-1.627100E-5	5.386830E-12	-2.228020E-7	-2.251929E-7	-2.275973E-7
26	3734085448.803690	1.230154	-20.000000	27.313943	-1.628700E-5	5.387240E-12	-2.227443E-7	-2.251071E-7	-2.274660E-7
27	3734085469.812781	1.243910	-20.000000	27.318182	-1.628200E-5	5.386940E-12	-2.226845E-7	-2.250917E-7	-2.274714E-7
28	3734085490.824093	1.274549	-20.000000	27.326901	-1.627500E-5	5.386100E-12	-2.226401E-7	-2.249923E-7	-2.273823E-7
29	3734085512.135643	1.261532	-20.000000	27.299257	-1.621200E-5	5.386380E-12	-2.226310E-7	-2.249934E-7	-2.274135E-7
30	3734085532.980516	1.245116	-20.000000	27.289330	-1.624900E-5	5.386540E-12	-2.224704E-7	-2.248719E-7	-2.273039E-7
31	3734085554.035565	1.246036	-20.000000	27.277678	-1.626600E-5	5.386780E-12	-2.224304E-7	-2.247768E-7	-2.271629E-7
32	3734085574.976364	1.233582	-20.000000	27.243792	-1.626900E-5	5.387160E-12	-2.222753E-7	-2.246564E-7	-2.270188E-7
33	3734085595.990358	1.227587	-20.000000	27.268244	-1.626400E-5	5.387510E-12	-2.222296E-7	-2.246131E-7	-2.270209E-7
34	3734085617.119034	1.230802	-20.000000	27.270958	-1.624100E-5	5.388030E-12	-2.220989E-7	-2.244670E-7	-2.269267E-7
35	3734085638.229078	1.236481	-20.000000	27.259545	-1.624700E-5	5.387250E-12	-2.221729E-7	-2.245922E-7	-2.270256E-7
36	3734085659.047042	1.259306	-20.000000	27.269810	-1.626900E-5	5.387520E-12	-2.222552E-7	-2.246302E-7	-2.270138E-7
37	3734085680.071569	1.254159	-20.000000	27.229543	-1.627500E-5	5.387140E-12	-2.223316E-7	-2.247104E-7	-2.271573E-7
