#Open Capacitance 1000Hz:4.464570E-12
#Open Capacitance 1000000Hz:Not Measured
#38202_028_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/27/2022 4:57:47 PM
#Sensor Name: 38202_028_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
1	3733937946.847903	1.347247	-20.000000	26.257636	-1.423100E-5	-5.118024E-11	8.093530E-11	-1.944694E-7	-1.944494E-7	-1.944416E-7	-1.944385E-7	-1.944497E-7	-1.944455E-7	-3.858687E-7	-2.706902E-6
2	3733937963.111562	1.312312	-20.000000	26.231322	-1.422000E-5	-5.548577E-11	8.094310E-11	-1.920146E-7	-1.920055E-7	-1.920077E-7	-1.920130E-7	-1.920102E-7	-1.920103E-7	-3.892524E-7	-2.713955E-6
3	3733937979.168035	1.324104	-20.000000	26.258569	-1.421700E-5	-5.248190E-11	8.094160E-11	-1.907644E-7	-1.907574E-7	-1.907440E-7	-1.907347E-7	-1.907501E-7	-1.907507E-7	-3.898521E-7	-2.711928E-6
4	3733937995.213796	1.311226	-20.000000	26.246699	-1.421400E-5	-5.283233E-11	8.094370E-11	-1.902218E-7	-1.902269E-7	-1.902262E-7	-1.902236E-7	-1.902246E-7	-1.902249E-7	-3.902038E-7	-2.711654E-6
5	3733938011.240718	1.324691	-20.000000	26.244538	-1.421100E-5	-5.473484E-11	8.094460E-11	-1.900354E-7	-1.900318E-7	-1.900252E-7	-1.900221E-7	-1.900286E-7	-1.900285E-7	-3.910086E-7	-2.714854E-6
6	3733938027.347991	1.319343	-20.000000	26.234512	-1.420900E-5	-5.453454E-11	8.094170E-11	-1.900975E-7	-1.901017E-7	-1.901111E-7	-1.901166E-7	-1.901067E-7	-1.901064E-7	-3.901213E-7	-2.710793E-6
7	3733938043.302784	1.322418	-20.000000	26.245431	-1.421000E-5	-5.338308E-11	8.093920E-11	-1.902118E-7	-1.902143E-7	-1.901977E-7	-1.901918E-7	-1.902039E-7	-1.902047E-7	-3.891636E-7	-2.706472E-6
8	3733938059.376251	1.336479	-20.000000	26.270101	-1.421100E-5	-5.378359E-11	8.093800E-11	-1.902433E-7	-1.902302E-7	-1.902304E-7	-1.902381E-7	-1.902355E-7	-1.902342E-7	-3.888972E-7	-2.705170E-6
9	3733938075.363617	1.314627	-20.000000	26.254823	-1.421100E-5	-5.703774E-11	8.094180E-11	-1.904425E-7	-1.904273E-7	-1.904125E-7	-1.904042E-7	-1.904216E-7	-1.904199E-7	-3.893884E-7	-2.708431E-6
10	3733938091.486043	1.295940	-20.000000	26.250899	-1.421400E-5	-5.488496E-11	8.093950E-11	-1.905564E-7	-1.905442E-7	-1.905386E-7	-1.905450E-7	-1.905460E-7	-1.905446E-7	-3.894585E-7	-2.709271E-6
11	3733938107.544776	1.315398	-20.000000	26.253595	-1.420900E-5	-5.758844E-11	8.093790E-11	-1.906833E-7	-1.906859E-7	-1.906738E-7	-1.906646E-7	-1.906769E-7	-1.906785E-7	-3.892804E-7	-2.709012E-6
12	3733938123.924911	1.315510	-20.000000	26.249177	-1.420300E-5	-5.338304E-11	8.093880E-11	-1.907894E-7	-1.907873E-7	-1.907928E-7	-1.907874E-7	-1.907892E-7	-1.907884E-7	-3.881568E-7	-2.703624E-6
13	3733938139.676435	1.278156	-20.000000	26.230844	-1.420900E-5	-5.378359E-11	8.093610E-11	-1.909657E-7	-1.909597E-7	-1.909702E-7	-1.909648E-7	-1.909651E-7	-1.909652E-7	-3.890642E-7	-2.708932E-6
14	3733938155.656993	1.332895	-20.000000	26.257478	-1.420500E-5	-5.463468E-11	8.093530E-11	-1.910504E-7	-1.910420E-7	-1.910460E-7	-1.910528E-7	-1.910478E-7	-1.910482E-7	-3.883640E-7	-2.705773E-6
15	3733938171.861288	1.340476	-20.000000	26.254725	-1.420200E-5	-5.553579E-11	8.093540E-11	-1.911143E-7	-1.911067E-7	-1.911109E-7	-1.911066E-7	-1.911096E-7	-1.911088E-7	-3.882869E-7	-2.705502E-6
16	3733938187.795391	1.295651	-20.000000	26.219470	-1.419600E-5	-5.238177E-11	8.093310E-11	-1.911740E-7	-1.911605E-7	-1.911395E-7	-1.911401E-7	-1.911535E-7	-1.911503E-7	-3.874902E-7	-2.701661E-6
17	3733938203.849587	1.307943	-20.000000	26.212930	-1.419700E-5	-5.067960E-11	8.093380E-11	-1.912406E-7	-1.912360E-7	-1.912325E-7	-1.912289E-7	-1.912345E-7	-1.912343E-7	-3.878430E-7	-2.703914E-6
