File,I(600V),I(800V),I(1000V),DepV
34330_048_2-S_HM_XX_DIODE,-2.208093e-10,-2.36409e-10,-2.853448e-10,295.4545454545455
34330_048_2-S_HM_XX_DIODEHALF,-1.046773e-10,-1.138824e-10,-1.481471e-10,295.4545454545455
34330_048_2-S_HM_XX_DIODEHALFPSTOP,-1.020221e-10,-1.092451e-10,-1.276858e-10,295.4545454545455
34330_048_2-S_HM_XX_DIODEHALFPSTOP_GRConnected,-2.145948e-11,-2.1872e-11,-2.248416e-11,291.41414141414145
34330_048_2-S_HM_XX_DIODEQUARTER,-6.623737e-11,-6.90696e-11,-7.41877e-11,291.41414141414145
34330_048_2-S_HM_XX_IRRADSENSOR,-2.28e-09,-2.42e-09,-2.69e-09,319.69696969696975
