File,I(600V),I(800V),I(1000V),DepV
36696_010_PSS_HM_XX_DIODE,-3.673148e-10,-3.995173e-10,-4.585963e-10,295.4545454545455
36696_010_PSS_HM_XX_DIODEHALF,-1.473868e-10,-1.59285e-10,-1.870798e-10,295.4545454545455
36696_010_PSS_HM_XX_DIODEHALFPSTOP,-1.501898e-10,-1.651717e-10,-1.985209e-10,303.5353535353536
36696_010_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-5.9349e-11,-6.392618e-11,-6.632995e-11,287.3737373737374
36696_010_PSS_HM_XX_DIODEQUARTER,-7.775033e-11,-8.479361e-11,-1.044539e-10,295.4545454545455
36696_010_PSS_HM_XX_IRRADSENSOR,-2.46e-09,-2.643e-09,-2.895e-09,319.69696969696975
