File,I(600V),I(800V),I(1000V),DepV,I(DepV)
N4789_20_UR_DIODEQUARTER_GR_Irradiated_60C_0min,-4.040004e-06,-4.593898e-06,-5.192625e-06,510.3103103103103,3.914501448448449e-06
N4789_20_UR_DIODEQUARTER_GR_Irradiated_60C_10min,-4.082791e-06,-4.585252e-06,-5.23947e-06,529.7097097097097,3.905169831831832e-06
N4789_20_UR_DIODEQUARTER_GR_Irradiated_60C_20min,-4.036221e-06,-4.539927e-06,-5.179512e-06,536.1761761761761,3.884609284284284e-06
N4789_20_UR_DIODEQUARTER_GR_Irradiated_60C_30min,-6.94572e-06,-7.916207e-06,-9.234714e-06,369.42,2.4420467460000166e-06
