#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 100000Hz:4.864590E-12
#34253_036_PSS_HM_XX_IrradSensor_Interstrip_b
#Date/Time: 4/20/2021 2:48:38 PM
#Sensor Name: 34253_036_PSS_HM_XX_IrradSensor
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
1	3701789387.507389	3.427353	31.002966	29.040166	-4.420000E-9	5.912260E-12	-2.927973E-10	-2.927973E-10	-2.987013E-10	-3.014071E-10	-3.061092E-10	-3.068917E-10
2	3701789424.044926	3.425198	31.003343	29.027029	-4.420000E-9	5.968430E-12	-2.921760E-10	-2.937713E-10	-2.972983E-10	-3.005839E-10	-3.018437E-10	-3.077457E-10
3	3701789460.352845	3.434716	31.002590	29.014049	-4.420000E-9	5.981220E-12	-2.938971E-10	-2.961693E-10	-2.987677E-10	-3.022790E-10	-3.052655E-10	-3.081782E-10
4	3701789496.636726	3.461611	31.003343	29.034995	-4.420000E-9	5.984890E-12	-2.927746E-10	-2.971952E-10	-3.008008E-10	-3.048473E-10	-3.064582E-10	-3.094179E-10
5	3701789533.052573	3.425270	31.003857	29.010522	-4.420000E-9	5.985160E-12	-2.912435E-10	-2.944195E-10	-2.957991E-10	-2.977152E-10	-3.052627E-10	-3.072133E-10
6	3701789569.352613	3.430235	31.005127	29.039135	-4.420000E-9	5.987020E-12	-2.924103E-10	-2.942245E-10	-2.975260E-10	-3.008805E-10	-3.050933E-10	-3.082851E-10
7	3701789605.606970	3.416170	31.001143	29.060301	-4.420000E-9	5.984190E-12	-2.899384E-10	-2.926864E-10	-2.947761E-10	-3.001379E-10	-3.040171E-10	-3.071290E-10
8	3701789641.920856	3.437874	31.004114	29.058278	-4.430000E-9	5.984620E-12	-2.906068E-10	-2.946079E-10	-3.012216E-10	-2.984082E-10	-3.024481E-10	-3.053436E-10
9	3701789678.185106	3.432822	31.003797	29.034161	-4.420000E-9	5.985940E-12	-2.920479E-10	-2.924734E-10	-2.965667E-10	-2.985816E-10	-3.036371E-10	-3.064922E-10
10	3701789714.489832	3.442104	31.011447	29.038205	-4.420000E-9	5.986560E-12	-2.929291E-10	-2.944950E-10	-2.987637E-10	-3.032841E-10	-3.037817E-10	-3.089984E-10
11	3701789750.752840	3.445785	31.018265	29.037948	-4.420000E-9	5.986850E-12	-2.923273E-10	-2.944623E-10	-2.973322E-10	-3.015720E-10	-3.037823E-10	-3.075313E-10
12	3701789787.009876	3.427708	31.015273	29.042247	-4.420000E-9	5.985450E-12	-2.944077E-10	-2.935522E-10	-2.974161E-10	-3.010305E-10	-3.040791E-10	-3.071276E-10
13	3701789823.279757	3.429330	31.011091	29.028218	-4.410000E-9	5.985290E-12	-2.916686E-10	-2.933867E-10	-2.975604E-10	-3.019413E-10	-3.054751E-10	-3.092773E-10
14	3701789859.709389	3.416545	31.013410	29.049977	-4.420000E-9	5.985630E-12	-2.903919E-10	-2.968474E-10	-2.980529E-10	-3.018492E-10	-3.052162E-10	-3.097673E-10
15	3701789895.972283	3.388151	31.014361	29.044052	-4.430000E-9	5.985620E-12	-2.883048E-10	-2.938552E-10	-2.952302E-10	-2.977010E-10	-3.041279E-10	-3.060187E-10
16	3701789932.254019	3.408101	31.014875	29.063987	-4.420000E-9	5.986690E-12	-2.933836E-10	-2.964847E-10	-2.971346E-10	-3.020549E-10	-3.060010E-10	-3.091461E-10
17	3701789968.522885	3.428892	31.014857	29.074132	-4.430000E-9	5.986850E-12	-2.915979E-10	-2.948768E-10	-2.998233E-10	-3.014066E-10	-3.068592E-10	-3.098966E-10
18	3701790004.751415	3.425432	31.017234	29.060836	-4.420000E-9	5.987520E-12	-2.916739E-10	-2.941405E-10	-2.986253E-10	-3.016750E-10	-3.065338E-10	-3.083631E-10
19	3701790041.009147	3.402428	31.017332	29.084595	-4.420000E-9	5.986580E-12	-2.915747E-10	-2.947048E-10	-3.009644E-10	-3.021893E-10	-3.057186E-10	-3.082299E-10
20	3701790077.317192	3.391922	31.019473	29.079008	-4.430000E-9	5.986080E-12	-2.940881E-10	-2.966780E-10	-2.996097E-10	-3.035704E-10	-3.037369E-10	-3.080678E-10
21	3701790113.600112	3.447137	31.019156	29.069514	-4.420000E-9	5.986030E-12	-2.907981E-10	-2.956895E-10	-2.966619E-10	-3.030287E-10	-3.041032E-10	-3.094245E-10
22	3701790149.919664	3.434485	31.018483	29.076174	-4.410000E-9	5.987320E-12	-2.891736E-10	-2.912389E-10	-2.960110E-10	-2.996269E-10	-3.024334E-10	-3.033973E-10
23	3701790186.161424	3.430000	31.020423	29.090343	-4.430000E-9	5.987110E-12	-2.886539E-10	-2.916184E-10	-2.944713E-10	-2.968884E-10	-3.006526E-10	-3.055481E-10
24	3701790222.456409	3.442631	31.027717	29.085865	-4.420000E-9	5.985470E-12	-2.901728E-10	-2.933857E-10	-2.948027E-10	-2.991945E-10	-3.024443E-10	-3.071327E-10
25	3701790258.741097	3.433429	31.032335	29.099577	-4.420000E-9	5.986080E-12	-2.919386E-10	-2.940029E-10	-2.972350E-10	-3.007587E-10	-3.025332E-10	-3.075501E-10
26	3701790295.002556	3.386911	31.030392	29.082377	-4.430000E-9	5.985930E-12	-2.907362E-10	-2.932795E-10	-2.975976E-10	-2.999609E-10	-3.035298E-10	-3.075277E-10
27	3701790331.278621	3.408070	31.026369	29.078114	-4.420000E-9	5.985020E-12	-2.903747E-10	-2.938028E-10	-2.964879E-10	-2.993987E-10	-3.030605E-10	-3.063865E-10
28	3701790367.557904	3.399714	31.033364	29.091631	-4.430000E-9	5.985480E-12	-2.915725E-10	-2.947702E-10	-3.021731E-10	-3.005781E-10	-3.057467E-10	-3.069274E-10
29	3701790403.832903	3.370921	31.029956	29.112756	-4.430000E-9	5.986410E-12	-2.865929E-10	-2.896154E-10	-2.938559E-10	-2.965313E-10	-3.002924E-10	-3.025493E-10
30	3701790440.222134	3.372740	31.026231	29.103995	-4.430000E-9	5.986930E-12	-2.901221E-10	-2.931935E-10	-2.951280E-10	-2.996731E-10	-3.038752E-10	-3.048985E-10
31	3701790476.504993	3.405842	31.030571	29.087587	-4.430000E-9	5.986390E-12	-2.895320E-10	-2.918432E-10	-2.969235E-10	-3.002453E-10	-3.033317E-10	-3.063591E-10
32	3701790512.794998	3.378728	31.027696	29.071735	-4.420000E-9	5.986060E-12	-2.920947E-10	-2.930179E-10	-2.952826E-10	-2.998248E-10	-3.041660E-10	-3.052955E-10
33	3701790549.076286	3.408570	31.028530	29.089629	-4.430000E-9	5.985750E-12	-2.900624E-10	-2.935747E-10	-2.980390E-10	-2.981030E-10	-3.034209E-10	-3.052780E-10
34	3701790585.330938	3.361858	31.032592	29.102649	-4.430000E-9	5.986500E-12	-2.935473E-10	-2.949957E-10	-2.982215E-10	-3.015918E-10	-3.059954E-10	-3.080410E-10
35	3701790621.732761	3.427914	31.036496	29.087291	-4.430000E-9	5.986590E-12	-2.919554E-10	-2.960608E-10	-2.986402E-10	-3.043585E-10	-3.043464E-10	-3.088059E-10
