#Open Capacitance 1000Hz:4.467000E-12
#Open Capacitance 1000000Hz:Not Measured
#38873_003_2-S_HM_XX_Irrad_20min_Single
#Date/Time: 4/21/2022 3:35:24 PM
#Sensor Name: 38873_003_2-S_HM_XX
#Station: Tesla
#Annealing Status: 20 min
#Environment: -20C
#Tester: Eric Spencer

#Notes: Irradiated at RINSC

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
20	3733415092.400227	1.400048	-20.000000	24.661034	-1.167800E-5	-5.964117E-11	8.016890E-11	-1.580503E-7	-1.580559E-7	-1.580581E-7	-1.580555E-7	-1.580549E-7	-1.580557E-7	-3.984748E-7	-2.624193E-6
21	3733415108.868686	1.403613	-20.000000	24.658218	-1.167600E-5	-5.017900E-11	8.018740E-11	-1.579989E-7	-1.579992E-7	-1.580038E-7	-1.580007E-7	-1.580007E-7	-1.579999E-7	-3.976065E-7	-2.619578E-6
22	3733415124.424197	1.419238	-20.000000	24.660418	-1.167300E-5	-5.693767E-11	8.020350E-11	-1.579955E-7	-1.579972E-7	-1.579918E-7	-1.579892E-7	-1.579934E-7	-1.579937E-7	-3.979453E-7	-2.621103E-6
23	3733415140.382762	1.420411	-20.000000	24.654197	-1.167200E-5	-5.508530E-11	8.022020E-11	-1.579272E-7	-1.579286E-7	-1.579382E-7	-1.579401E-7	-1.579335E-7	-1.579334E-7	-3.983527E-7	-2.622931E-6
24	3733415156.681107	1.461639	-20.000000	24.646369	-1.166700E-5	-5.363345E-11	8.023550E-11	-1.577978E-7	-1.577891E-7	-1.577933E-7	-1.578010E-7	-1.577953E-7	-1.577956E-7	-3.986198E-7	-2.623905E-6
25	3733415172.545161	1.423631	-20.000000	24.650847	-1.165900E-5	-5.758850E-11	8.024650E-11	-1.577232E-7	-1.577072E-7	-1.576941E-7	-1.576857E-7	-1.577026E-7	-1.577007E-7	-3.985156E-7	-2.623055E-6
26	3733415188.505353	1.459110	-20.000000	24.644566	-1.165800E-5	-5.463470E-11	8.026170E-11	-1.577071E-7	-1.577053E-7	-1.577129E-7	-1.577221E-7	-1.577118E-7	-1.577100E-7	-3.985736E-7	-2.623461E-6
27	3733415204.585743	1.481847	-20.000000	24.664343	-1.166100E-5	-5.478492E-11	8.027260E-11	-1.576803E-7	-1.576838E-7	-1.576901E-7	-1.576999E-7	-1.576885E-7	-1.576869E-7	-3.988684E-7	-2.624833E-6
28	3733415220.613516	1.443654	-20.000000	24.660935	-1.166500E-5	-5.778879E-11	8.028520E-11	-1.577481E-7	-1.577525E-7	-1.577579E-7	-1.577605E-7	-1.577548E-7	-1.577552E-7	-3.988072E-7	-2.624621E-6
29	3733415236.670527	1.434318	-20.000000	24.663629	-1.167300E-5	-5.298259E-11	8.029260E-11	-1.577827E-7	-1.577857E-7	-1.577954E-7	-1.577774E-7	-1.577853E-7	-1.577842E-7	-3.979308E-7	-2.620355E-6
30	3733415252.766559	1.398268	-20.000000	24.659309	-1.167100E-5	-5.278236E-11	8.030600E-11	-1.576716E-7	-1.576630E-7	-1.576650E-7	-1.576618E-7	-1.576654E-7	-1.576640E-7	-3.978329E-7	-2.619625E-6
31	3733415268.685856	1.428112	-20.000000	24.666582	-1.167100E-5	-5.353331E-11	8.031220E-11	-1.576599E-7	-1.576538E-7	-1.576588E-7	-1.576707E-7	-1.576608E-7	-1.576594E-7	-3.987670E-7	-2.624267E-6
32	3733415284.739625	1.419788	-20.000000	24.644704	-1.167000E-5	-5.558593E-11	8.032230E-11	-1.576410E-7	-1.576406E-7	-1.576323E-7	-1.576231E-7	-1.576343E-7	-1.576365E-7	-3.984143E-7	-2.622149E-6
33	3733415300.770982	1.431710	-20.000000	24.655345	-1.166300E-5	-5.248194E-11	8.033700E-11	-1.575416E-7	-1.575305E-7	-1.575048E-7	-1.574855E-7	-1.575156E-7	-1.575176E-7	-3.978729E-7	-2.618935E-6
34	3733415316.789150	1.431735	-20.000000	24.671496	-1.165900E-5	-5.228172E-11	8.034300E-11	-1.574869E-7	-1.574842E-7	-1.574872E-7	-1.575048E-7	-1.574908E-7	-1.574871E-7	-3.981274E-7	-2.620283E-6
35	3733415332.871555	1.411721	-20.000000	24.651481	-1.166200E-5	-5.428430E-11	8.035410E-11	-1.574802E-7	-1.574669E-7	-1.574664E-7	-1.574662E-7	-1.574699E-7	-1.574667E-7	-3.984488E-7	-2.621837E-6
36	3733415348.942640	1.417921	-20.000000	24.626987	-1.166100E-5	-5.553590E-11	8.036480E-11	-1.574236E-7	-1.574329E-7	-1.574561E-7	-1.574678E-7	-1.574451E-7	-1.574445E-7	-3.991515E-7	-2.625286E-6
37	3733415365.001565	1.417605	-20.000000	24.647855	-1.166100E-5	-5.773868E-11	8.037490E-11	-1.574556E-7	-1.574543E-7	-1.574596E-7	-1.574665E-7	-1.574590E-7	-1.574576E-7	-3.989418E-7	-2.624207E-6
38	3733415381.074726	1.402504	-20.000000	24.647855	-1.166800E-5	-5.203140E-11	8.038160E-11	-1.574027E-7	-1.573967E-7	-1.573882E-7	-1.573721E-7	-1.573899E-7	-1.573925E-7	-3.983087E-7	-2.620603E-6
39	3733415397.120912	1.411611	-20.000000	24.653938	-1.166400E-5	-5.658723E-11	8.038860E-11	-1.573263E-7	-1.573305E-7	-1.573428E-7	-1.573404E-7	-1.573350E-7	-1.573355E-7	-3.983340E-7	-2.620654E-6
40	3733415413.159486	1.447032	-20.000000	24.658834	-1.165800E-5	-5.693768E-11	8.039160E-11	-1.573661E-7	-1.573590E-7	-1.573522E-7	-1.573395E-7	-1.573542E-7	-1.573556E-7	-3.987493E-7	-2.622681E-6
41	3733415429.230190	1.432009	-20.000000	24.650551	-1.165800E-5	-5.108015E-11	8.039300E-11	-1.572096E-7	-1.572019E-7	-1.572085E-7	-1.572196E-7	-1.572099E-7	-1.572091E-7	-3.985191E-7	-2.621200E-6
42	3733415445.281750	1.411551	-20.000000	24.646210	-1.165800E-5	-5.338313E-11	8.039970E-11	-1.572846E-7	-1.572804E-7	-1.572744E-7	-1.572616E-7	-1.572753E-7	-1.572774E-7	-3.980099E-7	-2.618651E-6
43	3733415461.360680	1.413374	-20.000000	24.636836	-1.166000E-5	-5.363341E-11	8.040390E-11	-1.571118E-7	-1.571093E-7	-1.571075E-7	-1.571115E-7	-1.571100E-7	-1.571104E-7	-3.983972E-7	-2.620097E-6
44	3733415477.435526	1.436629	-20.000000	24.637392	-1.166100E-5	-5.553591E-11	8.040730E-11	-1.571256E-7	-1.571427E-7	-1.571595E-7	-1.571646E-7	-1.571481E-7	-1.571511E-7	-3.991662E-7	-2.624049E-6
45	3733415493.477570	1.432842	-20.000000	24.635984	-1.165800E-5	-5.548584E-11	8.041660E-11	-1.571382E-7	-1.571224E-7	-1.571075E-7	-1.571022E-7	-1.571176E-7	-1.571149E-7	-3.993757E-7	-2.625177E-6
46	3733415509.535445	1.443446	-20.000000	24.643317	-1.165600E-5	-5.553592E-11	8.041960E-11	-1.570775E-7	-1.570812E-7	-1.570820E-7	-1.570761E-7	-1.570792E-7	-1.570793E-7	-3.990432E-7	-2.623053E-6
47	3733415525.589809	1.449848	-20.000000	24.638184	-1.165200E-5	-5.688765E-11	8.042520E-11	-1.570771E-7	-1.570639E-7	-1.570513E-7	-1.570415E-7	-1.570584E-7	-1.570576E-7	-3.982974E-7	-2.619456E-6
48	3733415541.629895	1.437971	-20.000000	24.634678	-1.165500E-5	-5.208146E-11	8.042870E-11	-1.570434E-7	-1.570412E-7	-1.570500E-7	-1.570595E-7	-1.570485E-7	-1.570467E-7	-3.984549E-7	-2.619985E-6
49	3733415557.686067	1.401067	-20.000000	24.618823	-1.165600E-5	-5.473489E-11	8.043810E-11	-1.570507E-7	-1.570465E-7	-1.570399E-7	-1.570342E-7	-1.570428E-7	-1.570432E-7	-3.986627E-7	-2.621091E-6
50	3733415573.765179	1.432811	-20.000000	24.628434	-1.165500E-5	-5.248198E-11	8.044610E-11	-1.570060E-7	-1.570175E-7	-1.570209E-7	-1.570247E-7	-1.570173E-7	-1.570192E-7	-3.992361E-7	-2.623777E-6
51	3733415589.812940	1.402602	-20.000000	24.623065	-1.165500E-5	-5.473488E-11	8.045380E-11	-1.570635E-7	-1.570658E-7	-1.570734E-7	-1.570681E-7	-1.570677E-7	-1.570670E-7	-3.984766E-7	-2.620098E-6
52	3733415605.763522	1.377506	-20.000000	24.615732	-1.165700E-5	-5.373358E-11	8.046130E-11	-1.569757E-7	-1.569738E-7	-1.569762E-7	-1.569624E-7	-1.569720E-7	-1.569748E-7	-3.998091E-7	-2.626342E-6
53	3733415621.778146	1.459852	-20.000000	24.590010	-1.165400E-5	-5.413410E-11	8.047100E-11	-1.569767E-7	-1.569767E-7	-1.569769E-7	-1.569605E-7	-1.569727E-7	-1.569767E-7	-4.000710E-7	-2.627645E-6
54	3733415637.862012	1.454968	-20.000000	24.590525	-1.164700E-5	-5.303270E-11	8.047870E-11	-1.568554E-7	-1.568460E-7	-1.568436E-7	-1.568419E-7	-1.568467E-7	-1.568448E-7	-4.002857E-7	-2.628504E-6
55	3733415653.876300	1.419399	-20.000000	24.571740	-1.164300E-5	-5.924074E-11	8.048670E-11	-1.567785E-7	-1.567777E-7	-1.567788E-7	-1.567911E-7	-1.567815E-7	-1.567786E-7	-3.991935E-7	-2.622759E-6
56	3733415669.898339	1.403918	-20.000000	24.588366	-1.164300E-5	-5.508533E-11	8.049400E-11	-1.568936E-7	-1.568917E-7	-1.568973E-7	-1.568889E-7	-1.568929E-7	-1.568927E-7	-3.996652E-7	-2.625310E-6
57	3733415685.969549	1.389464	-20.000000	24.597621	-1.164100E-5	-5.703786E-11	8.050120E-11	-1.570611E-7	-1.570461E-7	-1.570419E-7	-1.570454E-7	-1.570486E-7	-1.570458E-7	-3.995490E-7	-2.625548E-6
58	3733415701.964566	1.427009	-20.000000	24.603506	-1.164400E-5	-5.413413E-11	8.050860E-11	-1.574324E-7	-1.574263E-7	-1.574262E-7	-1.574210E-7	-1.574265E-7	-1.574263E-7	-4.001948E-7	-2.630440E-6
59	3733415717.942856	1.427682	-20.000000	24.606914	-1.164500E-5	-5.378362E-11	8.051180E-11	-1.584596E-7	-1.584514E-7	-1.584483E-7	-1.584553E-7	-1.584536E-7	-1.584533E-7	-3.981573E-7	-2.624215E-6
60	3733415734.067405	1.456089	-20.000000	24.573187	-1.164200E-5	-5.543576E-11	8.051470E-11	-1.605976E-7	-1.605997E-7	-1.606079E-7	-1.606180E-7	-1.606058E-7	-1.606038E-7	-3.954885E-7	-2.619420E-6
