#Open Capacitance 1000Hz:6.264920E-12
#Open Capacitance 100000Hz:Not Measured
#34252_018_PSS_HM_XX_IrradSensor
#Date/Time: 4/19/2021 5:33:45 PM
#Sensor Name: 34252_018_PSS_HM_XX_IrradSensor
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3701712893.869931	3.594867	28.144322	27.248171	-3.640000E-9	-6.008119E-11	8.922190E-11	-2.692921E-10	-2.698194E-10	-2.685005E-10	-2.683106E-10	-2.689807E-10	-2.688963E-10	-2.608856E-6
2	3701712910.823255	3.592803	28.147491	27.275597	-3.650000E-9	-6.789375E-11	8.921930E-11	-2.692921E-10	-2.698194E-10	-2.685005E-10	-2.683106E-10	-2.689807E-10	-2.688963E-10	-2.610523E-6
3	3701712927.758692	3.650498	28.147491	27.272187	-3.640000E-9	-6.418777E-11	8.922300E-11	-2.713878E-10	-2.727004E-10	-2.682504E-10	-2.712743E-10	-2.709032E-10	-2.713311E-10	-2.613759E-6
4	3701712944.448755	3.607112	28.151119	27.258553	-3.640000E-9	-6.914573E-11	8.922510E-11	-2.681684E-10	-2.679568E-10	-2.684043E-10	-2.686975E-10	-2.683067E-10	-2.682863E-10	-2.614998E-6
5	3701712961.157222	3.613864	28.150208	27.251618	-3.640000E-9	-6.559008E-11	8.922860E-11	-2.695212E-10	-2.704831E-10	-2.695540E-10	-2.732721E-10	-2.707076E-10	-2.700186E-10	-2.618252E-6
6	3701712977.895778	3.604514	28.152862	27.265153	-3.650000E-9	-6.328636E-11	8.922940E-11	-2.697808E-10	-2.672249E-10	-2.704932E-10	-2.692473E-10	-2.691866E-10	-2.695140E-10	-2.618300E-6
7	3701712994.604898	3.624587	28.156964	27.267512	-3.640000E-9	-7.380320E-11	8.923510E-11	-2.674493E-10	-2.672181E-10	-2.652136E-10	-2.674815E-10	-2.668406E-10	-2.673337E-10	-2.619960E-6
8	3701713011.308852	3.652312	28.162553	27.254868	-3.640000E-9	-6.784358E-11	8.923640E-11	-2.679776E-10	-2.660500E-10	-2.647845E-10	-2.652969E-10	-2.660272E-10	-2.656734E-10	-2.622753E-6
9	3701713027.961569	3.594853	28.163901	27.268106	-3.640000E-9	-6.498911E-11	8.924180E-11	-2.652130E-10	-2.674933E-10	-2.685945E-10	-2.663338E-10	-2.669086E-10	-2.669136E-10	-2.621880E-6
10	3701713044.652569	3.629182	28.165049	27.281106	-3.650000E-9	-6.523943E-11	8.924620E-11	-2.651602E-10	-2.639595E-10	-2.646205E-10	-2.667573E-10	-2.651244E-10	-2.648904E-10	-2.619485E-6
11	3701713061.329726	3.589921	28.166932	27.259130	-3.650000E-9	-6.383722E-11	8.925020E-11	-2.669283E-10	-2.723961E-10	-2.662991E-10	-2.646668E-10	-2.675726E-10	-2.666137E-10	-2.621597E-6
12	3701713078.009842	3.610745	28.170777	27.274725	-3.650000E-9	-5.943016E-11	8.925350E-11	-2.648377E-10	-2.647466E-10	-2.674676E-10	-2.653902E-10	-2.656105E-10	-2.651139E-10	-2.622444E-6
