#Open Capacitance 1000Hz:4.479480E-12
#Open Capacitance 1000000Hz:Not Measured
#38875_048_2-S_HM_XX_Unirrad_Single
#Date/Time: 3/7/2022 4:56:33 PM
#Sensor Name: 38875_048_2-S_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: Cleaved at Brown

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3729535072.591567	1.297331	20.000000	28.367216	-2.400000E-9	-5.423423E-11	8.006900E-11	-2.390198E-11	-2.499042E-11	-2.282682E-11	-2.243307E-11	-2.353807E-11	-2.336440E-11	-4.437462E-6
2	3729535089.116214	1.265946	20.000000	28.383842	-2.400000E-9	-5.158084E-11	8.008060E-11	-2.157585E-11	-2.032160E-11	-2.120887E-11	-2.126653E-11	-2.109321E-11	-2.123770E-11	-3.812815E-6
3	3729535105.597273	1.255552	20.000000	28.394008	-2.400000E-9	-5.578622E-11	8.008410E-11	-2.207079E-11	-2.527152E-11	-2.485202E-11	-2.338780E-11	-2.389553E-11	-2.411991E-11	-3.844182E-6
4	3729535121.937070	1.262664	20.000000	28.407561	-2.390000E-9	-5.458467E-11	8.009210E-11	-2.201886E-11	-2.148589E-11	-2.323939E-11	-2.200006E-11	-2.218605E-11	-2.200946E-11	-4.518501E-6
5	3729535138.274426	1.276833	20.000000	28.411109	-2.390000E-9	-5.368355E-11	8.009990E-11	-2.089649E-11	-1.979332E-11	-2.340763E-11	-2.087093E-11	-2.124209E-11	-2.088371E-11	-3.865096E-6
6	3729535154.768348	1.262888	20.000000	28.412197	-2.400000E-9	-5.368353E-11	8.011080E-11	-2.045551E-11	-1.913604E-11	-2.029154E-11	-1.907104E-11	-1.973853E-11	-1.971379E-11	-3.454767E-6
7	3729535171.101161	1.261175	20.000000	28.423057	-2.400000E-9	-5.017899E-11	8.011640E-11	-2.318296E-11	-2.325022E-11	-2.457071E-11	-2.229793E-11	-2.332545E-11	-2.321659E-11	-3.730245E-6
8	3729535187.554284	1.255193	20.000000	28.434413	-2.390000E-9	-4.977849E-11	8.012070E-11	-2.351660E-11	-2.411786E-11	-2.429328E-11	-2.449015E-11	-2.410447E-11	-2.420557E-11	-3.798986E-6
9	3729535204.034729	1.249971	20.000000	28.433382	-2.390000E-9	-5.363343E-11	8.012600E-11	-2.411725E-11	-2.359245E-11	-2.156481E-11	-2.210330E-11	-2.284445E-11	-2.284787E-11	-4.297881E-6
10	3729535220.404211	1.240708	20.000000	28.442239	-2.390000E-9	-5.278236E-11	8.013380E-11	-2.567590E-11	-2.539746E-11	-2.596498E-11	-2.656809E-11	-2.590161E-11	-2.582044E-11	-3.706728E-6
11	3729535236.766520	1.251613	20.000000	28.452623	-2.400000E-9	-5.428426E-11	8.014050E-11	-2.149611E-11	-2.302390E-11	-2.091121E-11	-2.312429E-11	-2.213888E-11	-2.226000E-11	-3.454250E-6
12	3729535253.353143	1.246460	20.000000	28.446519	-2.390000E-9	-5.473487E-11	8.015080E-11	-2.169176E-11	-2.225050E-11	-2.129372E-11	-2.234066E-11	-2.189416E-11	-2.197113E-11	-3.451974E-6
13	3729535269.837113	1.263081	20.000000	28.438257	-2.390000E-9	-5.513541E-11	8.015910E-11	-2.333812E-11	-2.225255E-11	-2.075808E-11	-2.409230E-11	-2.261026E-11	-2.279534E-11	-3.457998E-6
14	3729535286.200798	1.259989	20.000000	28.449314	-2.400000E-9	-5.693770E-11	8.015990E-11	-2.334793E-11	-2.052399E-11	-2.389584E-11	-2.501065E-11	-2.319460E-11	-2.362189E-11	-3.456054E-6
15	3729535302.517731	1.266769	20.000000	28.440556	-2.390000E-9	-5.473487E-11	8.016580E-11	-2.558187E-11	-2.472976E-11	-2.374843E-11	-2.203932E-11	-2.402485E-11	-2.423909E-11	-3.456566E-6
16	3729535318.984494	1.268164	20.000000	28.446104	-2.390000E-9	-4.842674E-11	8.016930E-11	-2.515049E-11	-2.349043E-11	-2.066996E-11	-2.274463E-11	-2.301388E-11	-2.311753E-11	-3.450866E-6
17	3729535335.519012	1.264113	20.000000	28.443668	-2.400000E-9	-5.533567E-11	8.017180E-11	-2.140739E-11	-2.122462E-11	-2.284072E-11	-2.533122E-11	-2.270099E-11	-2.212405E-11	-3.451046E-6
18	3729535351.802865	1.254493	20.000000	28.439387	-2.390000E-9	-5.403395E-11	8.018010E-11	-2.115306E-11	-2.334856E-11	-2.469602E-11	-2.223538E-11	-2.285826E-11	-2.279197E-11	-3.454265E-6
