#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:5.422640E-12
#38873_035_2-S_HM_XX_Unirrad
#Date/Time: 3/7/2022 10:54:38 AM
#Sensor Name: 38873_035_2-S_HM_XX
#Station: Tesla 2
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: Cleaved at Brown

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
1	3729513358.412426	3.553485	26.168229	28.273642	-4.740000E-9	6.497770E-12	-6.013568E-11	-6.516866E-11	-6.865638E-11	-7.252886E-11	-7.638344E-11	-8.006325E-11
2	3729513394.194825	3.542812	26.157408	28.222673	-4.730000E-9	6.578100E-12	-6.572472E-11	-6.866448E-11	-7.630387E-11	-7.795894E-11	-8.491861E-11	-8.794329E-11
3	3729513430.601933	3.541697	26.139039	28.175569	-4.730000E-9	6.606530E-12	-6.579499E-11	-6.975476E-11	-7.401030E-11	-7.758113E-11	-8.184382E-11	-8.726498E-11
4	3729513466.957157	3.533049	26.117083	28.094717	-4.720000E-9	6.611950E-12	-6.431435E-11	-7.069131E-11	-7.334890E-11	-7.760532E-11	-8.515271E-11	-8.856775E-11
5	3729513503.381054	3.540051	26.101844	28.166987	-4.720000E-9	6.620430E-12	-6.493743E-11	-6.962322E-11	-7.406923E-11	-7.807451E-11	-8.131455E-11	-8.645652E-11
6	3729513539.509097	3.520828	26.088506	28.158803	-4.710000E-9	6.625380E-12	-6.174853E-11	-6.785082E-11	-7.079385E-11	-7.670285E-11	-7.984200E-11	-8.541929E-11
7	3729513575.782902	3.519937	26.068966	28.170475	-4.710000E-9	6.628010E-12	-6.273463E-11	-6.908844E-11	-7.331157E-11	-7.591980E-11	-8.135050E-11	-8.617473E-11
8	3729513612.172816	3.520956	26.054956	28.137481	-4.690000E-9	6.629560E-12	-5.990466E-11	-6.465403E-11	-6.989587E-11	-7.323540E-11	-7.617133E-11	-8.248149E-11
9	3729513648.242679	3.516895	26.033338	28.030410	-4.690000E-9	6.631030E-12	-6.347040E-11	-6.764823E-11	-7.191497E-11	-7.710144E-11	-8.188323E-11	-8.742822E-11
10	3729513684.320796	3.519260	26.021486	28.081696	-4.680000E-9	6.629390E-12	-6.342085E-11	-7.060424E-11	-7.542360E-11	-7.969340E-11	-8.251705E-11	-8.710783E-11
