#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 100000Hz:4.918310E-12
#34343_036_PSS_HM_XX_Interstrip
#Date/Time: 7/13/2021 3:32:27 PM
#Sensor Name: 34343_036_PSS_HM_XX
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3709049615.680153	1.506373	22.240816	21.769413	-2.040000E-9	5.946110E-12	-2.510552E-10	-2.510552E-10	-2.578580E-10
2	3709049639.079517	1.497342	22.238714	21.719930	-2.040000E-9	5.998640E-12	-2.534209E-10	-2.572552E-10	-2.602447E-10
3	3709049662.534742	1.511707	22.236652	21.655070	-2.030000E-9	6.008520E-12	-2.539484E-10	-2.576991E-10	-2.623402E-10
4	3709049685.986216	1.512830	22.231244	21.671301	-2.030000E-9	6.011080E-12	-2.517622E-10	-2.554974E-10	-2.589732E-10
5	3709049709.403559	1.512985	22.229023	21.644766	-2.020000E-9	6.012290E-12	-2.529902E-10	-2.552793E-10	-2.583888E-10
6	3709049732.835993	1.500841	22.225278	21.632164	-2.030000E-9	6.011110E-12	-2.516296E-10	-2.549411E-10	-2.588775E-10
7	3709049756.251574	1.520357	22.220423	21.706514	-2.020000E-9	6.011670E-12	-2.518422E-10	-2.564559E-10	-2.607215E-10
8	3709049779.683864	1.499674	22.213865	21.722348	-2.030000E-9	6.011550E-12	-2.528205E-10	-2.571320E-10	-2.594082E-10
9	3709049803.133659	1.487802	22.210873	21.746426	-2.020000E-9	6.011000E-12	-2.521881E-10	-2.537138E-10	-2.619218E-10
10	3709049826.574401	1.505346	22.206730	21.705603	-2.020000E-9	6.012800E-12	-2.520284E-10	-2.556075E-10	-2.606506E-10
11	3709049849.986281	1.508898	22.204273	21.683784	-2.010000E-9	6.012940E-12	-2.499570E-10	-2.549075E-10	-2.589164E-10
12	3709049873.539139	1.507165	22.199221	21.653486	-2.020000E-9	6.012990E-12	-2.502179E-10	-2.539863E-10	-2.589456E-10
13	3709049896.946260	1.501922	22.197197	21.696527	-2.020000E-9	6.012390E-12	-2.507664E-10	-2.558072E-10	-2.611350E-10
14	3709049920.348398	1.490270	22.194919	21.686026	-2.020000E-9	6.012160E-12	-2.513735E-10	-2.546865E-10	-2.567278E-10
15	3709049943.794012	1.496215	22.189787	21.726213	-2.020000E-9	6.012740E-12	-2.522023E-10	-2.542640E-10	-2.578285E-10
16	3709049967.236157	1.502026	22.185070	21.686719	-2.020000E-9	6.012490E-12	-2.493376E-10	-2.530193E-10	-2.571289E-10
17	3709049990.703732	1.490657	22.182613	21.688065	-2.020000E-9	6.012110E-12	-2.489334E-10	-2.538957E-10	-2.575112E-10
18	3709050014.122195	1.482968	22.179265	21.716621	-2.010000E-9	6.012340E-12	-2.504402E-10	-2.537000E-10	-2.569067E-10
19	3709050037.543029	1.497515	22.176808	21.739945	-2.010000E-9	6.012350E-12	-2.497205E-10	-2.545099E-10	-2.581357E-10
20	3709050060.966083	1.472843	22.172982	21.759268	-2.010000E-9	6.012710E-12	-2.511442E-10	-2.532195E-10	-2.578564E-10
21	3709050084.388806	1.485258	22.170683	21.717870	-2.020000E-9	6.012870E-12	-2.522477E-10	-2.552882E-10	-2.584340E-10
22	3709050107.844205	1.481530	22.169673	21.663712	-2.010000E-9	6.012560E-12	-2.497812E-10	-2.535520E-10	-2.561443E-10
23	3709050131.283731	1.498403	22.165156	21.706081	-2.010000E-9	6.012670E-12	-2.501579E-10	-2.556553E-10	-2.567858E-10
24	3709050154.713942	1.489103	22.160340	21.780512	-2.000000E-9	6.011860E-12	-2.510473E-10	-2.541401E-10	-2.573170E-10
25	3709050178.300522	1.497448	22.159130	21.797096	-2.000000E-9	6.011970E-12	-2.512000E-10	-2.548599E-10	-2.576304E-10
26	3709050201.758837	1.489301	22.160517	21.832629	-2.010000E-9	6.012320E-12	-2.499821E-10	-2.547728E-10	-2.570034E-10
27	3709050225.197117	1.498013	22.157665	21.833242	-2.000000E-9	6.012450E-12	-2.506959E-10	-2.548970E-10	-2.581550E-10
28	3709050248.626014	1.492285	22.153662	21.829538	-2.000000E-9	6.010880E-12	-2.561816E-10	-2.549746E-10	-2.596044E-10
29	3709050272.072653	1.489901	22.149044	21.818636	-2.010000E-9	6.011360E-12	-2.514619E-10	-2.541214E-10	-2.586748E-10
30	3709050296.079173	1.485187	22.146190	21.701265	-2.000000E-9	6.011440E-12	-2.529645E-10	-2.570700E-10	-2.601458E-10
