File,I(600V),I(800V),I(1000V),DepV
34341_041_PSS_HM_XX_DIODE,-2.42e-10,0,0,234.84848484848487
34341_041_PSS_HM_XX_DIODEHALF,-1.090698e-10,0,0,238.8888888888889
34341_041_PSS_HM_XX_DIODEHALFPSTOP,-1.160377e-10,0,0,255.05050505050505
34341_041_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-1.869324e-11,0,0,238.8888888888889
34341_041_PSS_HM_XX_DIODEQUARTER,-7.496728e-11,0,0,246.96969696969697
