#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.335600E-12
#strips_36795_024_2-S_MAIN0
#Date/Time: 10/1/2021 4:02:36 PM
#Sensor Name: 36795_024_2-S_MAIN0
#Type: P
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Farrah Simpson

#Notes: Notes

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3715963425.634124	1.299092	-20.000000	24.828405	-1.158700E-5	5.335000E-12	-1.623335E-7	-1.640340E-7	-1.657987E-7
2	3715963447.774268	1.305030	-20.000000	24.825927	-1.158800E-5	5.423230E-12	-1.939337E-7	-1.627308E-7	-1.658260E-7
3	3715963472.437818	1.317304	-20.000000	24.815522	-1.156300E-5	5.441760E-12	-1.652215E-7	-1.626877E-7	-1.648363E-7
4	3715963494.255778	1.307159	-20.000000	24.815940	-1.158200E-5	5.428960E-12	-1.609305E-7	-1.627060E-7	-1.645328E-7
5	3715963515.845200	1.292748	-20.000000	24.798660	-1.158300E-5	5.431600E-12	-1.614432E-7	-1.632094E-7	-1.651844E-7
6	3715963537.964147	1.306801	-20.000000	24.794517	-1.158500E-5	5.433660E-12	-1.598406E-7	-1.615957E-7	-1.633300E-7
7	3715963559.958509	1.311575	-20.000000	24.783657	-1.158000E-5	5.433180E-12	-1.604088E-7	-1.625403E-7	-1.652204E-7
8	3715963582.031231	1.299256	-20.000000	24.783083	-1.158500E-5	5.433230E-12	-1.599067E-7	-1.616908E-7	-1.634842E-7
9	3715963604.322875	1.295728	-20.000000	24.790574	-1.158200E-5	5.433950E-12	-1.596862E-7	-1.614616E-7	-1.632389E-7
10	3715963626.499128	1.287726	-20.000000	24.768717	-1.158800E-5	5.433470E-12	-1.592585E-7	-1.610156E-7	-1.627065E-7
11	3715963648.405301	1.296077	-20.000000	24.758016	-1.158600E-5	5.434560E-12	-1.592675E-7	-1.609848E-7	-1.627518E-7
12	3715963670.513852	1.287605	-20.000000	24.765525	-1.158100E-5	5.435570E-12	-1.590593E-7	-1.608036E-7	-1.625446E-7
13	3715963692.267369	1.286260	-20.000000	24.762177	-1.158000E-5	5.435120E-12	-1.589950E-7	-1.607368E-7	-1.624708E-7
14	3715963714.174098	1.287204	-20.000000	24.753021	-1.157900E-5	5.435610E-12	-1.587503E-7	-1.604839E-7	-1.622607E-7
15	3715963736.459085	1.303747	-20.000000	24.746343	-1.157900E-5	5.435570E-12	-1.586088E-7	-1.603682E-7	-1.621223E-7
16	3715963758.493288	1.311048	-20.000000	24.750088	-1.157500E-5	5.435440E-12	-1.585342E-7	-1.602748E-7	-1.620446E-7
17	3715963780.691846	1.296889	-20.000000	24.746184	-1.157600E-5	5.434570E-12	-1.585109E-7	-1.601980E-7	-1.619507E-7
18	3715963802.732670	1.309426	-20.000000	24.746382	-1.157400E-5	5.434480E-12	-1.582115E-7	-1.599677E-7	-1.617478E-7
19	3715963824.484632	1.308971	-20.000000	24.736475	-1.157300E-5	5.434290E-12	-1.583889E-7	-1.601481E-7	-1.618895E-7
20	3715963846.787581	1.308043	-20.000000	24.736335	-1.157400E-5	5.435410E-12	-1.582401E-7	-1.600346E-7	-1.618066E-7
21	3715963868.591150	1.323703	-20.000000	24.736971	-1.157100E-5	5.434230E-12	-1.582591E-7	-1.600300E-7	-1.618457E-7
22	3715963890.492404	1.302873	-20.000000	24.739249	-1.157200E-5	5.434060E-12	-1.578307E-7	-1.596334E-7	-1.614133E-7
23	3715963912.792769	1.296401	-20.000000	24.714855	-1.156800E-5	5.442840E-12	-2.021624E-7	-2.048099E-7	-2.074776E-7
24	3715963934.994816	1.300491	-20.000000	24.722821	-1.156500E-5	5.437600E-12	-1.640794E-7	-1.666126E-7	-1.684334E-7
25	3715963956.877341	1.292371	-20.000000	24.727834	-1.156000E-5	5.436900E-12	-1.799956E-7	-2.389874E-7	-1.612654E-7
26	3715963978.965037	1.296721	-20.000000	24.713130	-1.156100E-5	5.435720E-12	-1.573586E-7	-1.591663E-7	-1.609529E-7
27	3715964001.096539	1.304848	-20.000000	24.692540	-1.156200E-5	5.435330E-12	-1.573557E-7	-1.591776E-7	-1.609945E-7
28	3715964023.123500	1.302989	-20.000000	24.689590	-1.156200E-5	5.436110E-12	-1.574956E-7	-1.592770E-7	-1.611322E-7
29	3715964045.018373	1.291295	-20.000000	24.693532	-1.156000E-5	5.434410E-12	-1.572842E-7	-1.591262E-7	-1.609655E-7
30	3715964067.228079	1.292883	-20.000000	24.691530	-1.156000E-5	5.432940E-12	-1.570143E-7	-1.588404E-7	-1.606571E-7
31	3715964089.103493	1.299634	-20.000000	24.688579	-1.155900E-5	5.433240E-12	-1.569968E-7	-1.587681E-7	-1.606037E-7
32	3715964111.200201	1.304158	-20.000000	24.671852	-1.156100E-5	5.443740E-12	-2.111173E-7	-2.280018E-7	-2.393659E-7
33	3715964133.379226	1.299993	-20.000000	24.660636	-1.156200E-5	5.435770E-12	-1.613591E-7	-1.641899E-7	-1.685251E-7
34	3715964155.405013	1.295230	-20.000000	24.657725	-1.156000E-5	5.443140E-12	-2.937895E-7	-1.584003E-7	-1.602326E-7
35	3715964177.165134	1.310045	-20.000000	24.647242	-1.155800E-5	5.436680E-12	-1.570753E-7	-1.591857E-7	-1.615072E-7
36	3715964199.475812	1.295653	-20.000000	24.667018	-1.156100E-5	5.436160E-12	-1.562808E-7	-1.580786E-7	-1.598511E-7
37	3715964221.496121	1.298816	-20.000000	24.643613	-1.155100E-5	5.436840E-12	-1.561963E-7	-1.579985E-7	-1.598446E-7
38	3715964243.373281	1.293508	-20.000000	24.644049	-1.154700E-5	5.435960E-12	-1.557271E-7	-1.574618E-7	-1.592633E-7
39	3715964265.515806	1.301747	-20.000000	24.648153	-1.154900E-5	5.438290E-12	-1.626044E-7	-1.654990E-7	-1.679332E-7
40	3715964287.550559	1.301353	-20.000000	24.632914	-1.154400E-5	5.440190E-12	-1.725933E-7	-1.767752E-7	-1.835435E-7
41	3715964309.456108	1.319355	-20.000000	24.625343	-1.153500E-5	5.434360E-12	-1.554839E-7	-1.573209E-7	-1.591127E-7
42	3715964331.478887	1.323813	-20.000000	24.620468	-1.154400E-5	5.433490E-12	-1.552881E-7	-1.571221E-7	-1.589056E-7
43	3715964353.556804	1.314953	-20.000000	24.622291	-1.154100E-5	5.434700E-12	-1.552176E-7	-1.570356E-7	-1.588319E-7
44	3715964375.532454	1.325655	-20.000000	24.636558	-1.154500E-5	5.434620E-12	-1.553171E-7	-1.571221E-7	-1.589524E-7
45	3715964397.453941	1.310385	-20.000000	24.615197	-1.154700E-5	5.441570E-12	-1.948031E-7	-2.104372E-7	-2.043487E-7
46	3715964419.779465	1.310198	-20.000000	24.611590	-1.154000E-5	5.434740E-12	-1.548139E-7	-1.565934E-7	-1.583992E-7
47	3715964441.803989	1.307547	-20.000000	24.602099	-1.153600E-5	5.435280E-12	-1.595084E-7	-1.567235E-7	-1.585866E-7
48	3715964463.961557	1.331560	-20.000000	24.614166	-1.153100E-5	5.438670E-12	-1.888776E-7	-1.848134E-7	-1.587702E-7
49	3715964485.890843	1.334687	-20.000000	24.615930	-1.152800E-5	5.436840E-12	-2.773926E-7	-1.564145E-7	-1.582387E-7
50	3715964507.488036	1.352422	-20.000000	24.599265	-1.152800E-5	5.435460E-12	-1.569121E-7	-1.592305E-7	-1.615033E-7
51	3715964529.784701	1.368111	-20.000000	24.591616	-1.152700E-5	5.436020E-12	-1.559935E-7	-1.580222E-7	-1.601062E-7
52	3715964551.754987	1.324222	-20.000000	24.589356	-1.153000E-5	5.435020E-12	-1.539307E-7	-1.557286E-7	-1.575360E-7
53	3715964574.196270	1.316305	-20.000000	24.579982	-1.152600E-5	5.447310E-12	-3.496357E-7	-3.979423E-7	-2.536025E-7
54	3715964596.000793	1.308730	-20.000000	24.578735	-1.152900E-5	5.448040E-12	-3.569446E-7	-3.136160E-7	-2.833317E-7
55	3715964618.147446	1.327752	-20.000000	24.577584	-1.153200E-5	5.433680E-12	-1.538170E-7	-1.556350E-7	-1.574472E-7
56	3715964640.178004	1.334442	-20.000000	24.577468	-1.152900E-5	5.430170E-12	-1.539324E-7	-1.557746E-7	-1.576471E-7
57	3715964661.936297	1.349859	-20.000000	24.574870	-1.153000E-5	5.422830E-12	-1.540631E-7	-1.558859E-7	-1.577074E-7
58	3715964683.984861	1.362228	-20.000000	24.579883	-1.153100E-5	5.401900E-12	-1.550339E-7	-1.567905E-7	-1.586264E-7
59	3715964706.289967	1.355752	-20.000000	24.568590	-1.153300E-5	5.342200E-12	-1.763008E-7	-2.681535E-7	-1.613364E-7
