#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.330000E-12
#34330_048_2-S_HM_XX_Interstrip
#Date/Time: 9/2/2021 4:49:14 PM
#Sensor Name: 34330_048_2-S_HM_XX
#Type: P
#Annealing Status: Not Irradiated
#Environment: RT
#Tester: Eric Spencer

#Notes: Diced at Fermilab

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
1	3713460623.836405	1.490889	23.500000	27.054860	-2.320000E-9	5.341670E-12	-2.232969E-11	-3.618617E-11	-5.021294E-11
2	3713460646.931785	1.638950	23.500000	27.054423	-2.280000E-9	5.403950E-12	-2.437353E-11	-3.840849E-11	-5.282800E-11
3	3713460670.620433	1.588832	23.500000	27.062706	-2.280000E-9	5.423190E-12	-2.578481E-11	-3.811205E-11	-5.164693E-11
4	3713460694.309851	1.633445	23.500000	27.046161	-2.270000E-9	5.431720E-12	-2.223789E-11	-3.625649E-11	-4.949719E-11
5	3713460718.128937	1.692114	23.500000	27.066195	-2.270000E-9	5.434450E-12	-2.237813E-11	-3.851275E-11	-5.114193E-11
6	3713460741.820178	1.621498	23.500000	27.068494	-2.270000E-9	5.435960E-12	-2.464584E-11	-3.845426E-11	-5.089193E-11
7	3713460765.514170	1.622754	23.500000	27.068831	-2.270000E-9	5.435600E-12	-2.576926E-11	-3.764816E-11	-5.138094E-11
8	3713460789.302701	1.551696	23.500000	27.059119	-2.270000E-9	5.436460E-12	-2.348949E-11	-3.662428E-11	-5.137950E-11
9	3713460813.091042	1.551792	23.500000	27.072218	-2.260000E-9	5.436570E-12	-2.384297E-11	-3.870554E-11	-5.133758E-11
10	3713460836.586555	1.723943	23.500000	27.078836	-2.270000E-9	5.437090E-12	-2.371295E-11	-3.638509E-11	-5.027980E-11
11	3713460860.388113	1.662529	23.500000	27.081613	-2.270000E-9	5.436900E-12	-2.275615E-11	-3.740075E-11	-5.157086E-11
12	3713460884.250979	1.620300	23.500000	27.072714	-2.260000E-9	5.437020E-12	-2.166747E-11	-3.601278E-11	-5.088781E-11
13	3713460908.083954	1.653514	23.500000	27.093758	-2.260000E-9	5.437180E-12	-2.317361E-11	-3.783542E-11	-5.037771E-11
14	3713460931.786252	1.698646	23.500000	27.119086	-2.260000E-9	5.436970E-12	-2.372929E-11	-3.674958E-11	-5.032270E-11
15	3713460955.614334	1.633223	23.500000	27.091104	-2.260000E-9	5.437190E-12	-2.512341E-11	-3.794252E-11	-5.121427E-11
16	3713460979.182106	1.540459	23.500000	27.078857	-2.260000E-9	5.437590E-12	-2.577210E-11	-3.894265E-11	-5.249635E-11
17	3713461002.582826	1.515374	23.500000	27.093501	-2.260000E-9	5.437420E-12	-2.210825E-11	-3.741893E-11	-5.040959E-11
18	3713461025.979487	1.561505	23.500000	27.092174	-2.260000E-9	5.437620E-12	-2.367737E-11	-3.776936E-11	-4.985981E-11
19	3713461049.782662	1.518825	23.500000	27.098655	-2.260000E-9	5.436880E-12	-2.061783E-11	-3.397484E-11	-4.975820E-11
20	3713461073.328640	1.640582	23.500000	27.097169	-2.260000E-9	5.437340E-12	-2.096374E-11	-3.479241E-11	-4.957482E-11
21	3713461097.148381	1.504733	23.500000	27.114506	-2.260000E-9	5.436040E-12	-2.320610E-11	-3.770554E-11	-4.926302E-11
22	3713461120.708841	1.508138	23.500000	27.120117	-2.260000E-9	5.436990E-12	-2.224418E-11	-3.520048E-11	-4.994465E-11
23	3713461144.418643	1.566293	23.500000	27.118075	-2.260000E-9	5.436400E-12	-2.334166E-11	-3.702455E-11	-5.058394E-11
24	3713461167.993361	1.493105	23.500000	27.133649	-2.250000E-9	5.436620E-12	-2.100075E-11	-3.361420E-11	-4.710389E-11
25	3713461191.943975	1.528339	23.500000	27.105470	-2.260000E-9	5.436450E-12	-2.285037E-11	-3.687633E-11	-5.188953E-11
26	3713461215.472678	1.477048	23.500000	27.120512	-2.250000E-9	5.436420E-12	-2.286551E-11	-3.662424E-11	-4.937447E-11
27	3713461239.331953	1.549153	23.500000	27.129192	-2.250000E-9	5.436990E-12	-2.226526E-11	-3.611968E-11	-5.072687E-11
28	3713461262.881349	1.521940	23.500000	27.142449	-2.260000E-9	5.437520E-12	-2.390961E-11	-3.892364E-11	-5.078923E-11
29	3713461286.748917	1.546314	23.500000	27.116629	-2.250000E-9	5.437580E-12	-2.510827E-11	-3.772744E-11	-5.223057E-11
30	3713461310.317622	1.474160	23.500000	27.117678	-2.260000E-9	5.436690E-12	-2.228059E-11	-3.584757E-11	-4.984470E-11
31	3713461334.126549	1.545926	23.500000	27.102003	-2.260000E-9	5.437010E-12	-2.286264E-11	-3.736578E-11	-4.975616E-11
32	3713461357.688249	1.498844	23.500000	27.112049	-2.260000E-9	5.439210E-12	-2.187170E-11	-3.631677E-11	-4.812039E-11
33	3713461381.126570	1.611832	23.500000	27.118410	-2.260000E-9	5.437280E-12	-2.320693E-11	-3.886885E-11	-5.171109E-11
34	3713461404.551281	1.592499	23.500000	27.119839	-2.260000E-9	5.434680E-12	-2.149717E-11	-3.662692E-11	-4.893759E-11
35	3713461427.974856	1.535050	23.500000	27.143678	-2.260000E-9	5.437100E-12	-2.188131E-11	-3.699165E-11	-5.026074E-11
36	3713461451.408963	1.507066	23.500000	27.148829	-2.260000E-9	5.437860E-12	-2.265820E-11	-3.598313E-11	-4.983490E-11
37	3713461474.847204	1.515648	23.500000	27.147304	-2.260000E-9	5.438710E-12	-2.120970E-11	-3.603750E-11	-4.915248E-11
38	3713461498.381720	1.472158	23.500000	27.167397	-2.260000E-9	5.437950E-12	-2.157791E-11	-3.482043E-11	-4.875214E-11
39	3713461521.790709	1.476903	23.500000	27.121919	-2.260000E-9	5.436420E-12	-2.160654E-11	-3.614033E-11	-5.029798E-11
40	3713461545.228122	1.467418	23.500000	27.146491	-2.250000E-9	5.438240E-12	-2.220577E-11	-3.491838E-11	-4.780741E-11
