#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.311570E-12
#34330_048_2-S_HM_XX_Irrad_1100min_Interstrip
#Date/Time: 11/17/2021 9:53:48 AM
#Sensor Name: 34330_048_2-S_HM_XX_Irrad_1100min
#Type: P
#Annealing Status: 1100 min
#Environment: -20.0C
#Tester: Eric Spencer

#Notes: After Alibava

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-1.0	I_InterstripR_V-2.0	I_InterstripR_V-3.0	I_InterstripR_V-4.0	I_InterstripR_V-5.0
1	3720005697.322647	1.235469	-20.000000	26.280883	-5.912000E-6	5.321010E-12	-8.346833E-8	-8.367098E-8	-8.389781E-8	-8.409751E-8	-8.429944E-8	-8.453972E-8
2	3720005731.056337	1.261117	-20.000000	26.272875	-5.896000E-6	5.387230E-12	-8.317708E-8	-8.338116E-8	-8.360536E-8	-8.382898E-8	-8.407760E-8	-8.427674E-8
3	3720005764.167179	1.253303	-20.000000	26.250226	-5.894000E-6	5.413070E-12	-8.293929E-8	-8.325215E-8	-8.351784E-8	-8.376580E-8	-8.405891E-8	-8.438030E-8
4	3720005797.213838	1.245546	-20.000000	26.233719	-5.882000E-6	5.421330E-12	-8.271952E-8	-8.305542E-8	-8.332869E-8	-8.356265E-8	-8.386762E-8	-8.423095E-8
5	3720005830.553406	1.237932	-20.000000	26.206629	-5.900000E-6	5.421870E-12	-8.248427E-8	-8.269401E-8	-8.294559E-8	-8.316781E-8	-8.341542E-8	-8.362165E-8
6	3720005864.477467	1.250471	-20.000000	26.199852	-5.859000E-6	5.423740E-12	-8.251988E-8	-8.270159E-8	-8.293284E-8	-8.312391E-8	-8.331172E-8	-8.352210E-8
7	3720005897.541370	1.233032	-20.000000	26.183979	-5.859000E-6	5.424970E-12	-8.230104E-8	-8.250525E-8	-8.270625E-8	-8.292747E-8	-8.312416E-8	-8.334290E-8
8	3720005930.781731	1.233389	-20.000000	26.163865	-5.896000E-6	5.426430E-12	-8.260263E-8	-8.279373E-8	-8.300607E-8	-8.322240E-8	-8.341678E-8	-8.362314E-8
9	3720005964.834285	1.229246	-20.000000	26.143810	-5.898000E-6	5.424610E-12	-8.218501E-8	-8.237470E-8	-8.259946E-8	-8.282141E-8	-8.305160E-8	-8.327179E-8
10	3720005998.578398	1.239201	-20.000000	26.143455	-5.883000E-6	5.424330E-12	-8.230079E-8	-8.254808E-8	-8.275382E-8	-8.298216E-8	-8.316822E-8	-8.338070E-8
11	3720006031.656166	1.244981	-20.000000	26.130216	-5.886000E-6	5.424330E-12	-8.226979E-8	-8.247900E-8	-8.271014E-8	-8.291382E-8	-8.315645E-8	-8.344772E-8
12	3720006064.679449	1.223038	-20.000000	26.123418	-5.885000E-6	5.425130E-12	-8.204307E-8	-8.226213E-8	-8.248675E-8	-8.270210E-8	-8.288700E-8	-8.310572E-8
13	3720006097.607405	1.240519	-20.000000	26.102057	-5.894000E-6	5.425740E-12	-8.210372E-8	-8.232409E-8	-8.253738E-8	-8.277377E-8	-8.299469E-8	-8.318133E-8
14	3720006130.640846	1.236960	-20.000000	26.078951	-5.891000E-6	5.426840E-12	-8.200792E-8	-8.220938E-8	-8.243151E-8	-8.264650E-8	-8.285737E-8	-8.308456E-8
15	3720006163.663627	1.235017	-20.000000	26.065257	-5.893000E-6	5.425910E-12	-8.195063E-8	-8.215791E-8	-8.243521E-8	-8.258726E-8	-8.278919E-8	-8.301197E-8
16	3720006196.773318	1.233794	-20.000000	26.055468	-5.893000E-6	5.425650E-12	-8.177936E-8	-8.199863E-8	-8.222197E-8	-8.244110E-8	-8.262543E-8	-8.283133E-8
17	3720006229.774174	1.225841	-20.000000	26.051127	-5.894000E-6	5.424070E-12	-8.187499E-8	-8.207876E-8	-8.230954E-8	-8.249278E-8	-8.272210E-8	-8.293400E-8
18	3720006262.792184	1.227378	-20.000000	26.028478	-5.891000E-6	5.423420E-12	-8.179971E-8	-8.200696E-8	-8.226156E-8	-8.248989E-8	-8.269997E-8	-8.290911E-8
19	3720006295.777007	1.223131	-20.000000	26.021106	-5.889000E-6	5.424930E-12	-8.171457E-8	-8.192909E-8	-8.216232E-8	-8.235711E-8	-8.258488E-8	-8.280272E-8
20	3720006328.903153	1.214060	-20.000000	26.015597	-5.893000E-6	5.424240E-12	-8.165395E-8	-8.187887E-8	-8.209921E-8	-8.230460E-8	-8.250761E-8	-8.272627E-8
21	3720006361.941767	1.213881	-20.000000	26.001291	-5.883000E-6	5.425320E-12	-8.154594E-8	-8.177059E-8	-8.199601E-8	-8.222636E-8	-8.242505E-8	-8.264066E-8
22	3720006394.929842	1.218509	-20.000000	25.989101	-5.889000E-6	5.426080E-12	-8.149242E-8	-8.171455E-8	-8.192666E-8	-8.210932E-8	-8.236698E-8	-8.259208E-8
23	3720006427.974969	1.217264	-20.000000	25.970296	-5.891000E-6	5.425150E-12	-8.147679E-8	-8.169878E-8	-8.191659E-8	-8.213441E-8	-8.234763E-8	-8.254065E-8
24	3720006460.971083	1.237448	-20.000000	25.964826	-5.892000E-6	5.424090E-12	-8.139316E-8	-8.162873E-8	-8.183031E-8	-8.204556E-8	-8.226633E-8	-8.247716E-8
25	3720006494.052353	1.214141	-20.000000	25.954642	-5.892000E-6	5.424800E-12	-8.134803E-8	-8.155112E-8	-8.179870E-8	-8.200156E-8	-8.224628E-8	-8.244943E-8
26	3720006527.079835	1.205906	-20.000000	25.941821	-5.891000E-6	5.425850E-12	-8.133431E-8	-8.152875E-8	-8.172454E-8	-8.195493E-8	-8.218545E-8	-8.239267E-8
27	3720006560.149646	1.215939	-20.000000	25.920577	-5.892000E-6	5.425600E-12	-8.121312E-8	-8.144230E-8	-8.163701E-8	-8.187813E-8	-8.207704E-8	-8.228805E-8
28	3720006593.253968	1.219398	-20.000000	25.911956	-5.891000E-6	5.424910E-12	-8.110568E-8	-8.131583E-8	-8.154581E-8	-8.174862E-8	-8.197355E-8	-8.215683E-8
29	3720006626.289774	1.213310	-20.000000	25.892535	-5.884000E-6	5.427130E-12	-8.103419E-8	-8.124745E-8	-8.144416E-8	-8.166322E-8	-8.187939E-8	-8.209565E-8
30	3720006659.330911	1.216308	-20.000000	25.874543	-5.879000E-6	5.425220E-12	-8.089168E-8	-8.112564E-8	-8.133789E-8	-8.152489E-8	-8.177146E-8	-8.197237E-8
31	3720006692.362089	1.204847	-20.000000	25.872005	-5.885000E-6	5.426130E-12	-8.083515E-8	-8.105263E-8	-8.125415E-8	-8.149938E-8	-8.169810E-8	-8.192116E-8
32	3720006725.353047	1.245540	-20.000000	25.871610	-5.882000E-6	5.425140E-12	-8.074311E-8	-8.096210E-8	-8.117736E-8	-8.137685E-8	-8.160465E-8	-8.180402E-8
33	3720006758.456720	1.227774	-20.000000	25.842083	-5.882000E-6	5.426050E-12	-8.070646E-8	-8.093217E-8	-8.116171E-8	-8.138819E-8	-8.159547E-8	-8.180589E-8
34	3720006791.449789	1.212745	-20.000000	25.847712	-5.883000E-6	5.424010E-12	-8.050643E-8	-8.071422E-8	-8.090660E-8	-8.113073E-8	-8.132922E-8	-8.156556E-8
35	3720006824.583498	1.228933	-20.000000	25.852288	-5.880000E-6	5.423900E-12	-8.060070E-8	-8.081214E-8	-8.102612E-8	-8.124791E-8	-8.144725E-8	-8.166987E-8
36	3720006857.711761	1.219651	-20.000000	25.835761	-5.876000E-6	5.425320E-12	-8.050253E-8	-8.070023E-8	-8.092562E-8	-8.113104E-8	-8.132812E-8	-8.157047E-8
37	3720006890.730381	1.235139	-20.000000	25.833660	-5.878000E-6	5.424700E-12	-8.039078E-8	-8.062145E-8	-8.082582E-8	-8.105902E-8	-8.126631E-8	-8.145025E-8
38	3720006923.720870	1.225067	-20.000000	25.825260	-5.880000E-6	5.424890E-12	-8.037892E-8	-8.060579E-8	-8.081556E-8	-8.102023E-8	-8.125377E-8	-8.145444E-8
39	3720006956.816307	1.218406	-20.000000	25.799932	-5.878000E-6	5.424480E-12	-8.027046E-8	-8.047384E-8	-8.068599E-8	-8.088105E-8	-8.111704E-8	-8.131564E-8
40	3720006989.853058	1.207997	-20.000000	25.792265	-5.877000E-6	5.423200E-12	-8.014651E-8	-8.036277E-8	-8.056526E-8	-8.078445E-8	-8.100498E-8	-8.120030E-8
41	3720007022.876119	1.214380	-20.000000	25.791174	-5.878000E-6	5.424220E-12	-8.008310E-8	-8.027952E-8	-8.049714E-8	-8.074602E-8	-8.095597E-8	-8.115460E-8
42	3720007056.112820	1.226381	-20.000000	25.774844	-5.864000E-6	5.424990E-12	-8.000317E-8	-8.022291E-8	-8.043253E-8	-8.063837E-8	-8.086219E-8	-8.109276E-8
43	3720007089.029414	1.205547	-20.000000	25.768881	-5.877000E-6	5.425530E-12	-7.994659E-8	-8.013988E-8	-8.038583E-8	-8.059067E-8	-8.083553E-8	-8.102768E-8
44	3720007122.138929	1.234446	-20.000000	25.749143	-5.877000E-6	5.427010E-12	-7.985651E-8	-8.005115E-8	-8.026242E-8	-8.047396E-8	-8.069156E-8	-8.093059E-8
45	3720007155.151643	1.212903	-20.000000	25.743436	-5.876000E-6	5.426170E-12	-7.980834E-8	-8.002592E-8	-8.021926E-8	-8.046552E-8	-8.066410E-8	-8.084854E-8
46	3720007188.547340	1.232702	-20.000000	25.736083	-5.875000E-6	5.426640E-12	-7.965583E-8	-7.985685E-8	-8.007348E-8	-8.031071E-8	-8.050603E-8	-8.071438E-8
47	3720007222.523763	1.213296	-20.000000	25.726909	-5.876000E-6	5.426560E-12	-7.953829E-8	-7.978817E-8	-7.999185E-8	-8.018594E-8	-8.038445E-8	-8.057554E-8
48	3720007256.400320	1.223916	-20.000000	25.720449	-5.858000E-6	5.426170E-12	-7.950403E-8	-7.972013E-8	-7.990657E-8	-8.014284E-8	-8.036071E-8	-8.056852E-8
49	3720007289.300634	1.233322	-20.000000	25.715494	-5.871000E-6	5.423780E-12	-7.944777E-8	-7.964892E-8	-7.986596E-8	-8.006007E-8	-8.029108E-8	-8.053428E-8
50	3720007322.699795	1.223833	-20.000000	25.708281	-5.874000E-6	5.424850E-12	-7.941240E-8	-7.963945E-8	-7.982840E-8	-8.003850E-8	-8.024405E-8	-8.045873E-8
51	3720007356.578245	1.238646	-20.000000	25.695618	-5.875000E-6	5.424850E-12	-7.933564E-8	-7.951632E-8	-7.972843E-8	-7.996589E-8	-8.017740E-8	-8.034998E-8
52	3720007390.426670	1.227270	-20.000000	25.682481	-5.852000E-6	5.424820E-12	-7.919440E-8	-7.943001E-8	-7.964601E-8	-7.985945E-8	-8.004818E-8	-8.026612E-8
53	3720007423.448525	1.228472	-20.000000	25.670649	-5.858000E-6	5.427760E-12	-7.912598E-8	-7.935567E-8	-7.958107E-8	-7.977713E-8	-7.998786E-8	-8.018903E-8
54	3720007456.502446	1.230370	-20.000000	25.687197	-5.851000E-6	5.425910E-12	-7.904290E-8	-7.926364E-8	-7.945730E-8	-7.967459E-8	-7.988726E-8	-8.010543E-8
55	3720007489.403925	1.211796	-20.000000	25.687216	-5.870000E-6	5.423620E-12	-7.901426E-8	-7.922361E-8	-7.944354E-8	-7.961772E-8	-7.981760E-8	-8.002294E-8
56	3720007522.559822	1.222893	-20.000000	25.674039	-5.856000E-6	5.419760E-12	-7.895418E-8	-7.914749E-8	-7.937257E-8	-7.958058E-8	-7.976664E-8	-7.996772E-8
57	3720007555.602621	1.248274	-20.000000	25.653488	-5.852000E-6	5.410330E-12	-7.900768E-8	-7.920460E-8	-7.943269E-8	-7.963678E-8	-7.983290E-8	-8.001403E-8
58	3720007588.968327	1.246300	-20.000000	25.645047	-5.866000E-6	5.391890E-12	-7.935585E-8	-7.955416E-8	-7.975900E-8	-7.997289E-8	-8.018439E-8	-8.038002E-8
59	3720007622.994178	1.240835	-20.000000	25.648236	-5.871000E-6	5.328670E-12	-8.023907E-8	-8.041926E-8	-8.062323E-8	-8.082884E-8	-8.104597E-8	-8.123725E-8
