File,I(600V),I(800V),I(1000V),DepV
34253_037_PSS_HM_XX_DIODE,-6.775961e-06,-7.691898e-06,-8.517258e-06,89.1919191919192
34253_037_PSS_HM_XX_DIODEHALF,-2.160857e-06,-2.436098e-06,-2.764049e-06,55.25252525252525
34253_037_PSS_HM_XX_DIODEHALFPSTOP,-2.087459e-06,-2.402852e-06,-2.641457e-06,63.73737373737374
34253_037_PSS_HM_XX_DIODEHALFPSTOP_GRConnected,-1.514541e-06,-1.674005e-06,-1.723152e-06,571
34253_037_PSS_HM_XX_DIODEQUARTER,-8.260925e-07,-9.577526e-07,-1.134051e-06,49.5959595959596
34253_037_PSS_XX_HM_IRRADSENSOR_1100min,-1.301e-05,-1.583e-05,-1.849e-05,1000.0
34253_037_PSS_XX_HM_IRRADSENSOR_20min,-2.802e-05,-3.197e-05,-3.555e-05,1000.0
