#Open Capacitance 1000Hz:4.503800E-12
#Open Capacitance 1000000Hz:Not Measured
#36696_039_PSS_HM_XX_1100min_Single
#Date/Time: 11/19/2021 1:35:26 PM
#Sensor Name: 36696_039_PSS_HM_XX_1100min
#Type: P
#Annealing Status: 1100 min
#Environment: -20.0C
#Tester: Eric Spencer

#Notes: After Alibava

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-5.0
1	3720191796.554012	1.262118	-20.000000	27.561787	-1.470100E-5	-4.822656E-11	8.881080E-11	-2.135903E-7	-2.136012E-7	-2.136117E-7	-2.136100E-7	-2.136033E-7	-2.136056E-7	-2.375521E-6
2	3720191813.175241	1.264863	-20.000000	27.549325	-1.469800E-5	-5.313288E-11	8.883230E-11	-2.128751E-7	-2.128566E-7	-2.128346E-7	-2.128192E-7	-2.128464E-7	-2.128456E-7	-2.378787E-6
3	3720191828.981270	1.252905	-20.000000	27.554060	-1.469800E-5	-5.173104E-11	8.882220E-11	-2.118870E-7	-2.118717E-7	-2.118658E-7	-2.118618E-7	-2.118716E-7	-2.118687E-7	-2.381157E-6
4	3720191844.831387	1.224136	-20.000000	27.551603	-1.469400E-5	-5.383378E-11	8.881880E-11	-2.118613E-7	-2.118577E-7	-2.118615E-7	-2.118769E-7	-2.118643E-7	-2.118614E-7	-2.381908E-6
5	3720191861.304440	1.224211	-20.000000	27.546132	-1.469500E-5	-5.333313E-11	8.880810E-11	-2.112191E-7	-2.112118E-7	-2.111998E-7	-2.112013E-7	-2.112080E-7	-2.112065E-7	-2.381090E-6
6	3720191877.172968	1.211686	-20.000000	27.529665	-1.468700E-5	-5.363352E-11	8.879710E-11	-2.108518E-7	-2.108523E-7	-2.108578E-7	-2.108557E-7	-2.108544E-7	-2.108540E-7	-2.382197E-6
7	3720191893.034395	1.206489	-20.000000	27.527169	-1.468900E-5	-5.333313E-11	8.880170E-11	-2.110728E-7	-2.110707E-7	-2.110896E-7	-2.111090E-7	-2.110855E-7	-2.110812E-7	-2.381731E-6
8	3720191909.067543	1.200048	-20.000000	27.550036	-1.468600E-5	-5.413415E-11	8.880150E-11	-2.112902E-7	-2.113077E-7	-2.113129E-7	-2.113070E-7	-2.113044E-7	-2.113073E-7	-2.381668E-6
9	3720191925.106559	1.202806	-20.000000	27.540545	-1.469100E-5	-5.603663E-11	8.878940E-11	-2.107577E-7	-2.107654E-7	-2.107715E-7	-2.107664E-7	-2.107653E-7	-2.107659E-7	-2.380564E-6
10	3720191941.158090	1.197532	-20.000000	27.550236	-1.468900E-5	-5.268233E-11	8.877400E-11	-2.105922E-7	-2.105927E-7	-2.106060E-7	-2.106154E-7	-2.106016E-7	-2.105994E-7	-2.381441E-6
11	3720191957.192853	1.213468	-20.000000	27.536919	-1.468700E-5	-5.508543E-11	8.877380E-11	-2.107353E-7	-2.107395E-7	-2.107399E-7	-2.107351E-7	-2.107375E-7	-2.107374E-7	-2.380852E-6
12	3720191973.435493	1.211522	-20.000000	27.512008	-1.468000E-5	-5.658731E-11	8.877700E-11	-2.104191E-7	-2.104173E-7	-2.104290E-7	-2.104446E-7	-2.104275E-7	-2.104241E-7	-2.377878E-6
