#Open Capacitance 1000Hz:4.470360E-12
#Open Capacitance 1000000Hz:Not Measured
#38696_001_2-S_HM_XX_Unirrad_Single
#Date/Time: 4/1/2022 11:36:04 AM
#Sensor Name: 38696_001_2-S_HM_XX
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Eric Spencer

#Notes: Cleaved at Brown

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
22	3731672660.547007	1.252043	20.000000	26.942023	-2.910000E-9	-5.173103E-11	7.989020E-11	-3.264942E-11	-3.205655E-11	-3.208884E-11	-3.315153E-11	-3.248659E-11	-3.236913E-11	-6.758388E-7	-3.378215E-6
23	3731672677.293783	1.247971	20.000000	26.944758	-2.910000E-9	-5.463479E-11	7.989890E-11	-2.970895E-11	-2.984368E-11	-2.802885E-11	-2.860087E-11	-2.904559E-11	-2.915491E-11	-6.759832E-7	-3.378949E-6
24	3731672694.027074	1.239043	20.000000	26.957301	-2.920000E-9	-5.323299E-11	7.990270E-11	-2.914735E-11	-2.899933E-11	-2.905842E-11	-3.205329E-11	-2.981460E-11	-2.910288E-11	-6.765450E-7	-3.381758E-6
25	3731672710.768333	1.239028	20.000000	26.946325	-2.910000E-9	-5.368354E-11	7.990780E-11	-2.991441E-11	-3.093722E-11	-3.095419E-11	-3.145509E-11	-3.081523E-11	-3.094571E-11	-6.758926E-7	-3.378504E-6
26	3731672727.575265	1.232338	20.000000	26.954429	-2.910000E-9	-5.293257E-11	7.992000E-11	-3.102166E-11	-2.921195E-11	-2.897582E-11	-2.951043E-11	-2.967997E-11	-2.936119E-11	-6.763445E-7	-3.380776E-6
27	3731672744.601048	1.247770	20.000000	26.953122	-2.910000E-9	-5.348328E-11	7.992520E-11	-3.206821E-11	-2.970363E-11	-2.867407E-11	-3.037400E-11	-3.020498E-11	-3.003882E-11	-6.761226E-7	-3.379638E-6
28	3731672761.488973	1.241964	20.000000	26.952745	-2.910000E-9	-5.458469E-11	7.993600E-11	-2.620442E-11	-2.655177E-11	-2.751796E-11	-2.575424E-11	-2.650710E-11	-2.637809E-11	-6.753896E-7	-3.375978E-6
29	3731672778.257273	1.239014	20.000000	26.962930	-2.910000E-9	-5.793903E-11	7.993790E-11	-2.773323E-11	-2.605538E-11	-2.590062E-11	-2.621444E-11	-2.647592E-11	-2.613491E-11	-6.746421E-7	-3.372209E-6
30	3731672795.015481	1.232012	20.000000	26.956132	-2.910000E-9	-5.077982E-11	7.994460E-11	-2.665502E-11	-3.103885E-11	-2.989644E-11	-3.063712E-11	-2.955686E-11	-3.026678E-11	-6.747503E-7	-3.372782E-6
31	3731672811.733265	1.243468	20.000000	26.965031	-2.910000E-9	-4.627400E-11	7.995310E-11	-2.884765E-11	-2.982897E-11	-2.873949E-11	-2.968687E-11	-2.927575E-11	-2.926726E-11	-6.746210E-7	-3.372123E-6
32	3731672828.621292	1.231128	20.000000	26.974086	-2.920000E-9	-5.558599E-11	7.995880E-11	-2.838848E-11	-2.775061E-11	-2.640151E-11	-2.725647E-11	-2.744927E-11	-2.750354E-11	-6.751933E-7	-3.374993E-6
33	3731672845.358758	1.232633	20.000000	26.973096	-2.920000E-9	-5.258212E-11	7.996210E-11	-2.883007E-11	-2.953294E-11	-2.965826E-11	-2.822758E-11	-2.906221E-11	-2.918150E-11	-6.735881E-7	-3.366972E-6
34	3731672862.069822	1.235527	20.000000	26.978922	-2.920000E-9	-5.163096E-11	7.997240E-11	-3.151807E-11	-3.231396E-11	-3.152277E-11	-3.036379E-11	-3.142965E-11	-3.152042E-11	-6.741263E-7	-3.369676E-6
35	3731672878.984887	1.239589	20.000000	26.982429	-2.910000E-9	-5.563605E-11	7.997850E-11	-2.622263E-11	-2.692182E-11	-2.622958E-11	-2.704735E-11	-2.660535E-11	-2.657570E-11	-6.749401E-7	-3.373680E-6
36	3731672895.919031	1.224062	20.000000	26.984392	-2.910000E-9	-5.293259E-11	7.998290E-11	-2.973165E-11	-2.815787E-11	-3.098918E-11	-2.957567E-11	-2.961359E-11	-2.965366E-11	-6.744383E-7	-3.371218E-6
37	3731672912.606773	1.229597	20.000000	26.986532	-2.910000E-9	-5.098006E-11	7.999170E-11	-2.674803E-11	-2.807732E-11	-2.643422E-11	-2.493178E-11	-2.654784E-11	-2.659112E-11	-6.748282E-7	-3.373150E-6
38	3731672929.351164	1.224068	20.000000	26.982073	-2.920000E-9	-5.198135E-11	7.999730E-11	-2.790211E-11	-2.749814E-11	-2.856838E-11	-2.805401E-11	-2.800566E-11	-2.797806E-11	-6.744075E-7	-3.371050E-6
39	3731672946.393952	1.221948	20.000000	26.982213	-2.910000E-9	-5.453465E-11	8.000700E-11	-3.346294E-11	-3.308757E-11	-3.248303E-11	-3.322720E-11	-3.306519E-11	-3.315739E-11	-6.736568E-7	-3.367339E-6
40	3731672963.453027	1.226366	20.000000	26.987068	-2.910000E-9	-5.648715E-11	8.001270E-11	-2.978911E-11	-2.678240E-11	-2.696945E-11	-2.630031E-11	-2.746032E-11	-2.687593E-11	-6.743649E-7	-3.370862E-6
41	3731672980.207560	1.226896	20.000000	26.989068	-2.920000E-9	-5.348329E-11	8.001870E-11	-2.666975E-11	-2.642278E-11	-2.689258E-11	-2.729328E-11	-2.681960E-11	-2.678117E-11	-6.746544E-7	-3.372306E-6
42	3731672996.916930	1.229008	20.000000	26.989782	-2.910000E-9	-5.598652E-11	8.002940E-11	-3.185989E-11	-3.334864E-11	-3.263657E-11	-2.975048E-11	-3.189890E-11	-3.224823E-11	-6.737229E-7	-3.367672E-6
43	3731673013.903660	1.229236	20.000000	26.989306	-2.910000E-9	-5.353334E-11	8.003650E-11	-2.753003E-11	-2.769296E-11	-2.880227E-11	-2.809264E-11	-2.802947E-11	-2.789280E-11	-6.737142E-7	-3.367624E-6
44	3731673030.786407	1.225442	20.000000	26.998660	-2.920000E-9	-5.193130E-11	8.003920E-11	-2.963679E-11	-2.734030E-11	-2.727202E-11	-2.883825E-11	-2.827184E-11	-2.808927E-11	-6.747017E-7	-3.372567E-6
45	3731673047.547982	1.216381	20.000000	26.985561	-2.910000E-9	-5.573616E-11	8.004490E-11	-2.864321E-11	-3.011846E-11	-2.985904E-11	-2.918478E-11	-2.945137E-11	-2.952191E-11	-6.751144E-7	-3.374595E-6
46	3731673064.327847	1.224577	20.000000	26.998343	-2.910000E-9	-5.598650E-11	8.005140E-11	-2.884683E-11	-3.108812E-11	-3.019307E-11	-3.089329E-11	-3.025533E-11	-3.054318E-11	-6.739047E-7	-3.368548E-6
47	3731673081.222647	1.215289	20.000000	26.998579	-2.910000E-9	-5.498523E-11	8.005400E-11	-3.342653E-11	-3.322782E-11	-3.150049E-11	-3.223954E-11	-3.259859E-11	-3.273368E-11	-6.743213E-7	-3.370634E-6
48	3731673098.103277	1.219350	20.000000	27.005795	-2.910000E-9	-5.478496E-11	8.006570E-11	-3.608324E-11	-3.630302E-11	-3.542331E-11	-3.712140E-11	-3.623274E-11	-3.619313E-11	-6.736872E-7	-3.367492E-6
49	3731673114.871811	1.216529	20.000000	27.000106	-2.910000E-9	-5.423425E-11	8.007340E-11	-3.276701E-11	-3.146349E-11	-3.009046E-11	-3.222831E-11	-3.163732E-11	-3.184590E-11	-6.739545E-7	-3.368813E-6
50	3731673131.656182	1.208283	20.000000	26.999532	-2.910000E-9	-5.833951E-11	8.007600E-11	-3.585121E-11	-3.315768E-11	-3.631610E-11	-3.649744E-11	-3.545561E-11	-3.608366E-11	-6.749322E-7	-3.373687E-6
51	3731673148.405338	1.210943	20.000000	27.012016	-2.910000E-9	-5.308279E-11	8.008050E-11	-2.633876E-11	-2.758667E-11	-2.868800E-11	-3.069172E-11	-2.832629E-11	-2.813733E-11	-6.739429E-7	-3.368729E-6
52	3731673165.314097	1.210893	20.000000	27.005200	-2.910000E-9	-5.338315E-11	8.008410E-11	-3.220153E-11	-3.247141E-11	-3.026548E-11	-3.304158E-11	-3.199500E-11	-3.233647E-11	-6.738108E-7	-3.368081E-6
53	3731673182.097610	1.217733	20.000000	27.009361	-2.910000E-9	-5.473494E-11	8.008980E-11	-2.945282E-11	-3.201630E-11	-2.994204E-11	-3.048564E-11	-3.047420E-11	-3.021384E-11	-6.743639E-7	-3.370896E-6
54	3731673198.984523	1.214265	20.000000	27.017405	-2.920000E-9	-5.343321E-11	8.010050E-11	-2.822657E-11	-2.648923E-11	-2.747606E-11	-2.873481E-11	-2.773167E-11	-2.785131E-11	-6.748277E-7	-3.373155E-6
55	3731673215.906326	1.217482	20.000000	27.015722	-2.910000E-9	-5.293257E-11	8.010490E-11	-3.195723E-11	-3.175379E-11	-3.114477E-11	-3.239533E-11	-3.181278E-11	-3.185551E-11	-6.741128E-7	-3.369589E-6
56	3731673232.798531	1.219190	20.000000	27.019369	-2.910000E-9	-5.348328E-11	8.011120E-11	-3.092908E-11	-2.975620E-11	-2.900304E-11	-3.322762E-11	-3.072899E-11	-3.034264E-11	-6.739964E-7	-3.368994E-6
57	3731673249.551949	1.224882	20.000000	27.020319	-2.910000E-9	-5.588639E-11	8.011740E-11	-3.036320E-11	-2.992998E-11	-2.893148E-11	-2.817424E-11	-2.934973E-11	-2.943073E-11	-6.750079E-7	-3.374063E-6
58	3731673266.475305	1.213138	20.000000	27.021052	-2.910000E-9	-5.738832E-11	8.012570E-11	-3.090393E-11	-3.053982E-11	-3.187769E-11	-3.074141E-11	-3.101571E-11	-3.082267E-11	-6.749029E-7	-3.373536E-6
59	3731673283.183383	1.224157	20.000000	27.023649	-2.920000E-9	-5.663736E-11	8.012880E-11	-3.175850E-11	-3.115601E-11	-3.104010E-11	-3.339118E-11	-3.183645E-11	-3.145725E-11	-6.740538E-7	-3.369290E-6
60	3731673299.933803	1.210281	20.000000	27.033358	-2.910000E-9	-5.313283E-11	8.014130E-11	-3.177793E-11	-3.350037E-11	-3.281343E-11	-3.056662E-11	-3.216459E-11	-3.229568E-11	-6.725845E-7	-3.361969E-6
